country,region,subregion,current_deaths,total_deaths,total_deaths_lower,total_deaths_upper,peak_date,peak_deaths,peak_over_current_deaths_ratio,projection_end_date
US,NY,New York City,21512,22609,21690,25228,2020-04-16,3022,17.4,2020-09-01
Canada,,Quebec,4439,9102,5558,15255,2020-05-01,163,1.3,2020-09-01
US,IL,Cook,3603,8661,5614,12062,2020-05-13,140,2.0,2020-09-01
US,CA,Los Angeles,2339,6448,3542,11303,2020-04-18,79,1.5,2020-09-01
Canada,,Ontario,2332,3780,2641,7606,2020-05-04,120,3.1,2020-09-01
US,MI,Wayne,2452,3013,2641,4102,2020-04-22,171,2.4,2020-09-01
US,PA,Philadelphia,1308,2624,1797,4284,2020-05-01,97,3.2,2020-09-01
US,NY,Suffolk,1892,2620,2082,4185,2020-05-06,226,3.5,2020-09-01
US,NY,Nassau,2121,2429,2203,3088,2020-04-07,338,24.0,2020-09-01
US,AZ,Maricopa,430,2420,941,4535,2020-05-08,34,2.5,2020-09-01
US,MA,Middlesex,1596,2187,1754,3276,2020-04-25,201,3.5,2020-09-01
US,NJ,Essex,1657,1981,1767,2499,2020-04-22,137,4.7,2020-09-01
US,NJ,Bergen,1573,1941,1682,2541,2020-04-22,89,7.2,2020-09-01
US,FL,Miami-Dade,700,1609,989,2943,2020-04-16,37,0.9,2020-09-01
US,NY,Westchester,1364,1573,1433,1890,2020-04-06,144,9.0,2020-09-01
US,NJ,Hudson,1173,1368,1243,1656,2020-04-19,178,7.4,2020-09-01
US,CA,Riverside,323,1125,529,2234,2020-04-27,23,,2020-09-01
US,MA,Suffolk,868,1031,933,1337,2020-04-25,106,3.9,2020-09-01
US,CA,Orange,146,908,387,1744,2020-05-21,14,13.0,2020-09-01
US,CA,San Diego,269,864,459,1748,2020-04-22,24,0.9,2020-09-01
US,CA,San Bernardino,204,797,386,1535,2020-05-13,18,1.8,2020-09-01
US,WA,King,567,744,605,1121,2020-03-22,75,4.3,2020-09-01
US,FL,Palm Beach,337,729,500,1207,2020-04-08,18,3.0,2020-09-01
US,NV,Clark,343,701,452,1371,2020-04-12,25,1.8,2020-09-01
US,TX,Tarrant,160,683,312,1357,2020-05-28,11,1.2,2020-09-01
US,FL,Hillsborough,81,670,222,1279,2020-08-19,9,4.5,2020-09-01
US,LA,Orleans,507,602,559,667,2020-04-14,32,7.0,2020-09-01
US,TX,Dallas,223,582,367,1179,2020-05-19,14,,2020-09-01
US,FL,Broward,313,519,391,812,2020-05-08,18,1.4,2020-09-01
US,TX,Harris,231,502,323,1012,2020-04-28,14,1.3,2020-09-01
Canada,,British Columbia,164,281,191,554,2020-04-13,11,,2020-09-01
Canada,,Alberta,143,231,172,360,2020-05-04,9,,2020-09-01
US,CA,Santa Clara,141,188,170,214,2020-04-22,11,3.0,2020-09-01
US,NV,Washoe,59,158,85,359,2020-05-25,6,0.2,2020-09-01
US,CA,Alameda,95,157,118,223,2020-04-15,13,,2020-09-01
US,TX,Bexar,72,138,96,300,2020-04-08,6,1.0,2020-09-01
US,CA,Sacramento,56,82,66,127,2020-04-05,6,,2020-09-01
US,FL,Orange,41,60,47,83,2020-04-15,5,,2020-09-01
