country,region,subregion,daily_deaths,daily_deaths_lower,daily_deaths_upper
US,,,878,635,1199
US,TX,,149.14427567,105,203
US,FL,,135.348596884,85,195
US,CA,,112.907567767,69,173
US,AZ,,73.5621725338,49,104
US,SC,,37.9499193751,25,55
US,GA,,35.4450254396,15,69
US,AL,,29.3054016803,18,42
US,LA,,21.5239777758,6,50
US,NC,,21.0851212909,10,35
US,MS,,19.3171414655,10,32
US,OH,,19.1906963475,7,36
US,PA,,18.5768509771,5,38
US,TN,,18.3538628369,12,26
US,NY,,15.0510418392,0,66
US,NV,,13.9618787151,8,22
US,IL,,13.4989855448,5,21
US,IN,,10.1727159236,3,23
US,NJ,,9.46518430095,2,16
US,MA,,9.22813885032,2,21
US,VA,,8.34564204543,3,17
US,MO,,7.95436210305,2,17
US,MD,,7.57428845397,2,15
US,AR,,6.76531980148,3,11
US,IA,,6.57375854086,2,15
US,CO,,6.47996626681,1,18
US,MI,,6.29243094441,1,15
US,MN,,6.22280420683,2,12
US,WI,,6.06834084583,2,12
US,KY,,5.8377091397,2,12
US,UT,,5.70371888971,3,9
US,ID,,4.7403755773,2,8
US,OK,,4.61888224567,1,9
US,WA,,4.33335196871,1,11
US,OR,,4.02670624894,1,7
US,NM,,3.62672493462,1,8
US,KS,,2.73510234062,0,6
US,NE,,2.5868146251,0,6
US,CT,,2.47667026079,0,5
US,RI,,2.24347577155,0,4
US,PR,,1.52427515792,0,4
US,MT,,1.43341643009,0,3
US,NH,,1.36236749368,0,3
US,SD,,1.28893624093,0,3
US,DE,,1.0057937989,0,3
US,ND,,0.935428317441,0,2
US,DC,,0.808793220742,0,2
US,WV,,0.613884190373,0,2
US,ME,,0.31212775673,0,1
US,AK,,0.267647094658,0,1
US,WY,,0.240362490668,0,1
US,HI,,0.227341667635,0,1
US,VT,,0.0662821726963,0,1
US,VI,,0.0378949214658,0,1
US,GU,,0.0148806453735,0,1
US,MP,,0.00845822022105,0,1
US,AS,,,,
