country,region,subregion,daily_deaths,daily_deaths_lower,daily_deaths_upper
US,CA,Los Angeles,29,12,45
US,IL,Cook,22,13,29
US,NY,New York City,21,5,65
Canada,,Quebec,18,8,29
US,AZ,Maricopa,17,12,20
US,FL,Miami-Dade,10,6,13
Canada,,Ontario,10,2,20
US,CA,Orange,8,6,11
US,TX,Harris,7,5,9
US,MA,Middlesex,7,3,13
US,PA,Philadelphia,6,4,10
US,TX,Dallas,6,4,8
US,FL,Palm Beach,4,3,6
US,CA,Riverside,4,2,6
US,NJ,Bergen,4,0,7
US,MI,Wayne,4,0,6
US,CA,San Diego,3,2,5
US,FL,Hillsborough,3,2,4
US,MA,Suffolk,3,1,5
US,TX,Tarrant,3,1,4
US,NY,Suffolk,3,0,7
US,NJ,Hudson,3,0,5
US,NV,Clark,2,1,4
US,CA,San Bernardino,2,1,3
US,FL,Broward,2,1,3
US,NY,Nassau,2,0,5
US,NJ,Essex,2,0,4
US,WA,King,2,0,3
US,NY,Westchester,1,0,4
US,TX,Bexar,1,0,3
Canada,,British Columbia,1,0,2
US,CA,Alameda,1,0,2
US,LA,Orleans,1,0,2
Canada,,Alberta,0,0,2
US,CA,Sacramento,0,0,1
US,CA,Santa Clara,0,0,1
US,FL,Orange,0,0,1
US,NV,Washoe,0,0,1
