country,region,subregion,current_deaths,total_deaths,total_deaths_lower,total_deaths_upper,peak_date,peak_deaths,peak_over_current_deaths_ratio,projection_end_date
Brazil,,,32548,144149,68255,247916,2020-06-03,1349,1.0,2020-09-01
Mexico,,,11729,81099,40195,103999,2020-06-03,1092,0.9,2020-09-01
India,,,6088,59698,20610,77589,2020-09-01,1141,4.4,2020-09-01
United Kingdom,,,39811,49529,44609,55391,2020-04-29,4421,2.3,2020-09-01
Italy,,,33601,38137,34767,43845,2020-03-27,919,11.4,2020-09-01
France,,,29024,31053,29223,37740,2020-04-15,1440,11.4,2020-09-01
Spain,,,27128,28770,27310,34131,2020-04-02,961,939.0,2020-09-01
Russia,,,5208,25985,9968,42967,2020-07-31,271,1.5,2020-09-01
Peru,,,4894,25430,11048,40561,2020-08-31,288,1.1,2020-09-01
Iran,,,8012,13417,9219,22093,2020-04-04,158,2.1,2020-09-01
Canada,,,7579,13155,8595,22212,2020-04-16,251,1.7,2020-09-01
Chile,,,1275,11343,9617,13491,2020-08-26,143,1.6,2020-09-01
Colombia,,,1057,10422,6355,13304,2020-09-01,207,4.8,2020-09-01
Germany,,,8602,10317,8920,15057,2020-04-15,510,6.2,2020-09-01
Belgium,,,9522,10188,9669,11489,2020-04-10,496,18.9,2020-09-01
South Africa,,,792,10084,6059,12777,2020-09-01,200,5.4,2020-09-01
Pakistan,,,1688,9011,3792,15792,2020-08-02,95,1.4,2020-09-01
Sweden,,,4542,7771,6416,12045,2020-04-21,185,1.2,2020-09-01
Netherlands,,,5996,6972,6223,8634,2020-04-07,234,16.3,2020-09-01
Bangladesh,,,746,6740,3674,8867,2020-08-27,89,2.4,2020-09-01
Egypt,,,1088,6207,2567,9650,2020-08-31,89,2.5,2020-09-01
Ecuador,,,3486,6096,4105,11646,2020-05-10,410,1.8,2020-09-01
Indonesia,,,1698,5557,2865,9497,2020-09-01,77,2.2,2020-09-01
Turkey,,,4609,5512,4792,7450,2020-04-19,127,5.0,2020-09-01
China,,,4638,4644,4638,4684,2020-04-17,1290,,2020-09-01
Ukraine,,,742,3114,1361,5188,2020-08-17,34,3.8,2020-09-01
Saudi Arabia,,,579,3054,1944,4343,2020-08-26,38,1.3,2020-09-01
Bolivia,,,400,3054,1704,4624,2020-08-31,44,1.8,2020-09-01
Argentina,,,583,2673,1303,4098,2020-09-01,42,3.0,2020-09-01
Poland,,,1115,2323,1394,3964,2020-04-24,40,1.0,2020-09-01
Philippines,,,974,2175,1172,5270,2020-04-12,50,3.4,2020-09-01
Portugal,,,1447,2120,1677,3109,2020-04-03,37,2.7,2020-09-01
Switzerland,,,1921,2056,1947,2311,2020-04-04,75,64.0,2020-09-01
Romania,,,1296,2037,1612,3087,2020-05-08,35,3.1,2020-09-01
Ireland,,,1659,1809,1685,2367,2020-04-24,220,55.0,2020-09-01
Nigeria,,,315,1721,556,3096,2020-08-31,25,25.0,2020-09-01
Kuwait,,,230,1427,711,2079,2020-08-18,18,4.5,2020-09-01
Japan,,,905,1416,934,2100,2020-05-04,49,5.3,2020-09-01
Moldova,,,310,1310,673,2028,2020-08-10,14,4.7,2020-09-01
Honduras,,,234,1172,567,1934,2020-08-31,17,1.9,2020-09-01
Algeria,,,673,1082,758,2052,2020-04-09,30,2.7,2020-09-01
Panama,,,357,1042,517,1940,2020-08-30,11,2.2,2020-09-01
Hungary,,,534,884,610,1594,2020-04-24,23,6.5,2020-09-01
Dominican Republic,,,516,844,611,1286,2020-04-12,38,10.0,2020-09-01
Austria,,,670,741,694,863,2020-04-08,30,21.0,2020-09-01
Belarus,,,248,684,391,1854,2020-05-12,7,1.2,2020-09-01
Denmark,,,580,680,617,813,2020-04-04,22,,2020-09-01
Bulgaria,,,146,520,261,858,2020-08-20,6,3.0,2020-09-01
United Arab Emirates,,,270,498,331,1019,2020-05-10,13,6.0,2020-09-01
Finland,,,321,394,339,534,2020-04-21,43,10.0,2020-09-01
Czechia,,,325,371,351,413,2020-04-14,18,4.5,2020-09-01
Israel,,,291,357,315,465,2020-04-18,13,9.0,2020-09-01
South Korea,,,273,323,279,432,2020-03-02,11,,2020-09-01
Serbia,,,245,320,277,418,2020-04-30,54,,2020-09-01
Norway,,,237,264,247,302,2020-04-20,16,,2020-09-01
Morocco,,,206,230,216,259,2020-03-27,12,,2020-09-01
Greece,,,179,219,198,255,2020-04-03,10,,2020-09-01
Malaysia,,,115,144,130,157,2020-03-29,8,,2020-09-01
Croatia,,,103,136,114,185,2020-04-19,8,,2020-09-01
Lithuania,,,71,130,95,215,2020-04-10,6,,2020-09-01
Luxembourg,,,110,123,114,142,2020-04-11,8,,2020-09-01
Slovenia,,,109,123,113,145,2020-04-07,6,,2020-09-01
Australia,,,102,108,103,124,2020-04-23,8,,2020-09-01
Cuba,,,83,98,89,109,2020-04-24,6,,2020-09-01
Estonia,,,69,82,79,87,2020-04-02,6,2.0,2020-09-01
Slovakia,,,28,32,29,36,2020-04-15,4,,2020-09-01
Latvia,,,24,31,30,32,2020-04-21,4,,2020-09-01
Cyprus,,,17,20,19,21,2020-03-30,2,,2020-09-01
Malta,,,9,14,12,16,2020-05-29,2,,2020-09-01
Iceland,,,10,11,10,12,2020-04-06,2,,2020-09-01
