date,actual_deaths,total_deaths,predicted_deaths_mean,predicted_deaths_lower,predicted_deaths_upper,predicted_total_deaths_mean,predicted_total_deaths_lower,predicted_total_deaths_upper,predicted_new_infected_mean,predicted_new_infected_lower,predicted_new_infected_upper,predicted_current_infected_mean,predicted_current_infected_lower,predicted_current_infected_upper,predicted_total_infected_mean,predicted_total_infected_lower,predicted_total_infected_upper
2020-02-18,,,,,,,,,106,75,125,106,75,125,106,75,125
2020-02-19,,,,,,,,,106,75,125,211,150,250,211,150,250
2020-02-20,,,,,,,,,106,75,125,317,225,375,317,225,375
2020-02-21,,,,,,,,,106,75,125,422,300,500,422,300,500
2020-02-22,,,,,,,,,106,75,125,528,375,625,528,375,625
2020-02-23,,,,,,,,,106,75,125,633,450,750,633,450,750
2020-02-24,,,,,,,,,106,75,125,739,525,875,739,525,875
2020-02-25,,,,,,,,,106,75,125,844,600,1000,844,600,1000
2020-02-26,,,,,,,,,106,75,125,950,675,1125,950,675,1125
2020-02-27,,,,,,,,,258,179,300,1208,854,1425,1208,854,1425
2020-02-28,,,,,,,,,257,179,299,1466,1034,1724,1466,1034,1724
2020-02-29,,,,,,,,,268,186,311,1733,1220,2035,1733,1220,2035
2020-03-01,,,,,,,,,289,200,334,2022,1420,2368,2022,1420,2368
2020-03-02,,,,,,,,,333,229,383,2355,1649,2750,2355,1649,2750
2020-03-03,,,,,,,,,401,274,458,2757,1924,3207,2757,1924,3207
2020-03-04,,,,,,,,,454,308,515,3105,2157,3597,3210,2232,3722
2020-03-05,,,,,,,,,497,336,562,3496,2419,4033,3707,2569,4283
2020-03-06,,,,,,,,,546,367,614,3937,2712,4521,4253,2937,4896
2020-03-07,,,,,,,,,603,403,673,4434,3041,5069,4856,3341,5569
2020-03-08,,,,,,,,,674,448,748,5002,3414,5691,5529,3789,6316
2020-03-09,,,,,,,,,747,494,825,5644,3834,6391,6277,4284,7141
2020-03-10,,,,,,,,,822,540,901,6360,4299,7166,7098,4824,8041
2020-03-11,,,,,,,,,900,588,981,7154,4813,8022,7998,5413,9022
2020-03-12,,,,,,,,,985,639,1067,8033,5378,8963,8983,6053,10088
2020-03-13,,,,,,,,,1080,697,1162,8855,5895,9825,10063,6750,11250
2020-03-14,2,2,,,,,,,1184,758,1265,9782,6474,10790,11247,7509,12514
2020-03-15,0,2,,,,,,,1294,823,1373,10808,7112,11852,12541,8332,13886
2020-03-16,0,2,,,,,,,1411,892,1487,11930,7804,13005,13953,9224,15372
2020-03-17,0,2,,,,,,,1538,965,1609,13136,8540,14231,15491,10190,16980
2020-03-18,0,2,,,,,,,1676,1044,1740,14410,9310,15512,17167,11234,18719
2020-03-19,1,3,,,,,,,1825,1128,1880,15782,10130,16878,18992,12363,20599
