date,actual_deaths,total_deaths,predicted_deaths_mean,predicted_deaths_lower,predicted_deaths_upper,predicted_total_deaths_mean,predicted_total_deaths_lower,predicted_total_deaths_upper,predicted_new_infected_mean,predicted_new_infected_lower,predicted_new_infected_upper,predicted_current_infected_mean,predicted_current_infected_lower,predicted_current_infected_upper,predicted_total_infected_mean,predicted_total_infected_lower,predicted_total_infected_upper
2020-02-23,,,,,,,,,51,40,60,51,40,60,51,40,60
2020-02-24,,,,,,,,,51,40,60,102,80,120,102,80,120
2020-02-25,,,,,,,,,51,40,60,153,120,180,153,120,180
2020-02-26,,,,,,,,,51,40,60,204,160,240,204,160,240
2020-02-27,,,,,,,,,51,40,60,255,200,300,255,200,300
2020-02-28,,,,,,,,,51,40,60,305,240,360,305,240,360
2020-02-29,,,,,,,,,51,40,60,356,280,420,356,280,420
2020-03-01,,,,,,,,,51,40,60,407,320,480,407,320,480
2020-03-02,,,,,,,,,51,40,60,458,360,540,458,360,540
2020-03-03,,,,,,,,,126,103,156,585,463,696,585,463,696
2020-03-04,,,,,,,,,126,103,156,711,567,852,711,567,852
2020-03-05,,,,,,,,,131,108,163,842,675,1014,842,675,1014
2020-03-06,,,,,,,,,142,118,178,984,794,1192,984,794,1192
2020-03-07,,,,,,,,,164,138,208,1148,932,1399,1148,932,1399
2020-03-08,,,,,,,,,199,170,256,1347,1102,1655,1347,1102,1655
2020-03-09,,,,,,,,,226,194,293,1522,1257,1887,1573,1297,1947
2020-03-10,,,,,,,,,248,215,324,1719,1433,2150,1821,1513,2270
2020-03-11,,,,,,,,,273,239,360,1942,1633,2450,2095,1753,2630
2020-03-12,,,,,,,,,303,268,404,2194,1861,2794,2398,2021,3034
2020-03-13,,,,,,,,,340,304,458,2483,2126,3191,2738,2326,3491
2020-03-14,,,,,,,,,379,342,515,2811,2429,3645,3117,2669,4005
2020-03-15,,,,,,,,,418,381,573,3178,2770,4157,3534,3050,4577
2020-03-16,,,,,,,,,459,422,635,3587,3153,4732,3994,3473,5212
2020-03-17,,,,,,,,,505,468,704,4040,3582,5376,4499,3942,5916
2020-03-18,,,,,,,,,556,520,782,4470,3999,6001,5054,4463,6697
2020-03-19,2,2,,,,,,,611,576,866,4955,4472,6711,5665,5040,7563
2020-03-20,1,3,,,,,,,670,636,957,5494,5001,7505,6336,5677,8519
2020-03-21,0,3,,,,,,,733,699,1053,6085,5582,8380,7069,6376,9572
2020-03-22,1,4,,,,,,,801,758,1157,6722,6202,9329,7870,7135,10728
2020-03-23,2,6,,,,,,,875,817,1276,7398,6849,10349,8745,7952,12004
2020-03-24,1,7,,,,,,,955,879,1398,8127,7533,11455,9700,8831,13401
2020-03-25,1,8,,,,,,,1040,944,1527,8919,8262,12658,10740,9775,14928
2020-03-26,1,9,,,,,,,1131,1011,1663,9777,9034,13961,11872,10787,16591
2020-03-27,2,11,,,,,,,1228,1081,1805,10702,9847,15362,13099,11868,18395
2020-03-28,1,12,,,,,,,1330,1154,1951,11692,10696,16855,14429,13023,20345
2020-03-29,2,14,,,,,,,1438,1228,2101,12751,11582,18441,15867,14252,22446
2020-03-30,7,21,,,,,,,1551,1305,2252,13883,12506,20120,17418,15557,24697
2020-03-31,5,26,,,,,,,1667,1381,2401,15091,13465,21886,19085,16938,27098
2020-04-01,1,27,,,,,,,1785,1456,2547,16371,14452,23729,20870,18395,29644
2020-04-02,7,34,,,,,,,1904,1530,2686,17720,15462,25633,22774,19925,32329
2020-04-03,6,40,,,,,,,2022,1598,2802,19131,16484,27568,24796,21524,35130
2020-04-04,1,41,,,,,,,2136,1652,2862,20597,17500,29474,26932,23177,37992
2020-04-05,6,47,,,,,,,2244,1707,3032,22107,18507,31453,29176,24884,41024
2020-04-06,6,53,,,,,,,2343,1770,3175,23649,19519,33470,31520,26654,44198
2020-04-07,4,57,,,,,,,2433,1821,3293,25207,20523,35487,33952,28476,47490
2020-04-08,4,61,,,,,,,2510,1867,3336,26762,21512,37425,36462,30343,50826
2020-04-09,4,65,,,,,,,2574,1903,3409,28295,22472,39307,39036,32247,54234
2020-04-10,1,66,,,,,,,2624,1933,3477,29788,23394,41121,41660,34181,57711
2020-04-11,20,86,,,,,,,2661,1962,3475,31222,24274,42792,44321,36143,61186
2020-04-12,5,91,,,,,,,2685,1994,3524,32577,25114,44365,47006,38138,64710
2020-04-13,2,93,,,,,,,2698,1992,3541,33837,25878,45806,49704,40131,68251
2020-04-14,3,96,,,,,,,2702,1993,3539,34989,26566,47093,52407,42124,71789
2020-04-15,15,111,,,,,,,2699,1974,3553,36021,27159,48244,55106,44098,75341
2020-04-16,17,128,,,,,,,2690,1943,3556,36926,27646,49254,57796,46041,78897
2020-04-17,7,135,,,,,,,2676,1892,3566,37698,28008,50134,60472,47934,82463
2020-04-18,8,143,,,,,,,2660,1855,3550,38335,28265,50883,63132,49789,86013
2020-04-19,25,168,,,,,,,2640,1801,3551,38839,28413,51572,65772,51591,89564
2020-04-20,8,176,,,,,,,2619,1745,3583,39215,28452,52123,68391,53336,93146
2020-04-21,25,201,,,,,,,2597,1685,3575,39468,28367,52523,70988,55022,96721
2020-04-22,11,212,,,,,,,2574,1643,3565,39609,28190,52795,73562,56666,100285
2020-04-23,25,237,,,,,,,2551,1570,3596,39650,27892,53055,76112,58236,103881
2020-04-24,16,253,,,,,,,2528,1509,3646,39604,27498,53292,78640,59746,107526
2020-04-25,16,269,,,,,,,2506,1457,3679,39486,27022,53494,81146,61203,111205
2020-04-26,12,281,,,,,,,2484,1395,3724,39309,26455,53742,83630,62599,114928
2020-04-27,11,292,,,,,,,2465,1334,3770,39089,25796,53988,86095,63934,118697
2020-04-28,20,312,,,,,,,2447,1278,3817,38837,25081,54263,88542,65212,122513
2020-04-29,31,343,,,,,,,2431,1225,3865,38566,24313,54590,90972,66437,126378
2020-04-30,42,385,,,,,,,2416,1170,3903,38283,23509,54940,93389,67608,130281
2020-05-01,32,417,,,,,,,2403,1117,3943,37996,22683,55327,95791,68725,134223
2020-05-02,23,440,,,,,,,2391,1067,3996,37710,21858,55757,98182,69793,138219
2020-05-03,17,457,,,,,,,2381,1023,4052,37431,21026,56259,100563,70816,142271
2020-05-04,19,476,,,,,,,2373,981,4112,37164,20206,56819,102936,71797,146382
2020-05-05,38,514,,,,,,,2367,942,4179,36912,19403,57416,105303,72740,150561
2020-05-06,50,564,,,,,,,2363,905,4250,36678,18623,58090,107666,73646,154810
2020-05-07,21,585,,,,,,,2362,870,4337,36467,17850,58862,110028,74517,159147
2020-05-08,14,599,,,,,,,2364,830,4426,36279,17111,59692,112392,75347,163572
2020-05-09,37,636,,,,,,,2368,795,4518,36120,16397,60564,114760,76143,168090
2020-05-10,23,659,,,,,,,2377,767,4612,35991,15706,61497,117137,76910,172702
2020-05-11,47,706,,,,,,,2389,739,4718,35896,15050,62492,119526,77650,177419
2020-05-12,31,737,,,,,,,2406,713,4811,35838,14429,63533,121932,78364,182230
2020-05-13,24,761,,,,,,,2427,687,4932,35818,13839,64649,124359,79051,187162
2020-05-14,9,770,,,,,,,2453,662,5065,35840,13276,65849,126812,79714,192226
2020-05-15,,,27,16,39,797,786,809,2483,641,5224,35907,12747,67169,129295,80356,197449
2020-05-16,,,27,15,39,824,802,848,2518,622,5437,36022,12253,68663,131813,80978,202886
2020-05-17,,,26,15,39,850,818,886,2556,603,5687,36187,11789,70355,134369,81582,208573
2020-05-18,,,26,14,40,876,832,926,2599,586,5930,36405,11352,72232,136968,82168,214502
2020-05-19,,,26,13,40,902,846,965,2645,567,6219,36677,10939,74339,139613,82736,220721
2020-05-20,,,25,13,40,928,859,1005,2694,550,6528,37004,10546,76688,142307,83287,227249
2020-05-21,,,25,12,41,953,872,1045,2747,530,6806,37388,10171,79244,145054,83817,234054
2020-05-22,,,25,12,41,978,884,1085,2803,512,7035,37828,9813,81942,147857,84330,241088
2020-05-23,,,25,11,41,1002,896,1126,2861,498,7273,38326,9480,84789,150718,84828,248361
2020-05-24,,,24,10,41,1027,907,1167,2923,486,7636,38880,9171,87907,153641,85315,255996
2020-05-25,,,24,10,42,1051,917,1208,2988,472,8035,39491,8877,91330,156628,85788,264031
2020-05-26,,,24,9,42,1075,927,1250,3055,459,8457,40157,8597,95069,159684,86247,272488
2020-05-27,,,24,9,43,1099,937,1292,3126,439,8902,40877,8322,99160,162810,86686,281390
2020-05-28,,,24,9,43,1123,946,1335,3200,422,9364,41650,8057,103592,166010,87108,290754
2020-05-29,,,24,8,44,1146,954,1379,3277,403,9859,42474,7798,108386,169287,87512,300612
2020-05-30,,,24,8,45,1170,963,1424,3354,384,10356,43345,7540,113519,172640,87896,310968
2020-05-31,,,24,7,46,1194,971,1469,3435,374,10890,44262,7292,118971,176075,88271,321857
2020-06-01,,,24,7,47,1218,978,1516,3519,361,11448,45225,7050,124732,179594,88632,333305
2020-06-02,,,24,7,48,1242,986,1563,3606,351,12030,46232,6814,130832,183200,88983,345334
2020-06-03,,,24,7,49,1266,993,1612,3695,341,12631,47282,6588,137244,186895,89325,357965
2020-06-04,,,24,6,50,1291,1000,1662,3785,331,13248,48372,6369,143964,190680,89657,371212
2020-06-05,,,25,6,52,1315,1006,1713,3877,321,13881,49502,6160,151039,194556,89978,385092
2020-06-06,,,25,6,54,1340,1013,1766,3969,304,14525,50669,5952,158529,198525,90282,399616
2020-06-07,,,25,6,56,1366,1019,1821,4061,291,15172,51869,5746,166428,202587,90574,414788
2020-06-08,,,26,6,58,1392,1025,1879,4152,279,15814,53098,5539,174606,206738,90854,430601
2020-06-09,,,26,5,61,1418,1031,1939,4239,268,16439,54349,5334,183009,210978,91122,447039
2020-06-10,,,27,5,64,1444,1037,2003,4323,257,17035,55617,5133,191587,215301,91380,464074
2020-06-11,,,27,5,67,1471,1042,2069,4400,247,17593,56891,4941,200277,219701,91628,481667
2020-06-12,,,28,5,69,1499,1048,2138,4471,232,18102,58162,4751,209015,224172,91860,499768
2020-06-13,,,28,5,71,1527,1053,2209,4534,224,18556,59420,4572,217712,228706,92085,518324
2020-06-14,,,29,4,74,1556,1058,2283,4590,217,18952,60656,4406,226308,233296,92303,537275
2020-06-15,,,29,4,78,1586,1063,2360,4638,210,19293,61859,4243,234711,237934,92514,556568
2020-06-16,,,30,4,82,1616,1067,2442,4680,204,19583,63020,4085,242846,242614,92718,576150
2020-06-17,,,31,4,86,1646,1072,2528,4716,197,19831,64130,3932,250648,247330,92916,595981
2020-06-18,,,31,4,91,1678,1076,2618,4748,191,20044,65184,3782,258061,252078,93107,616025
2020-06-19,,,32,4,96,1710,1080,2713,4777,185,20229,66175,3635,265042,256855,93292,636254
2020-06-20,,,33,4,100,1743,1085,2813,4802,173,20391,67101,3487,271553,261657,93466,656644
2020-06-21,,,34,3,106,1777,1088,2918,4825,165,20536,67957,3348,277564,266482,93631,677179
2020-06-22,,,35,3,111,1811,1092,3029,4847,156,20667,68743,3213,283058,271330,93788,697845
2020-06-23,,,35,3,117,1847,1096,3145,4868,148,20787,69459,3082,288031,276197,93936,718632
2020-06-24,,,36,3,122,1883,1099,3267,4887,141,20900,70106,2955,292493,281084,94077,739532
2020-06-25,,,37,3,128,1920,1103,3395,4906,133,21007,70689,2831,296464,285990,94211,760538
2020-06-26,,,38,3,134,1958,1106,3528,4924,127,21110,71214,2710,299981,290914,94338,781647
2020-06-27,,,39,3,140,1997,1109,3668,4943,120,21209,71685,2599,303088,295857,94459,802856
2020-06-28,,,40,3,147,2037,1112,3815,4961,114,21306,72112,2488,305838,300818,94574,824161
2020-06-29,,,41,2,153,2077,1115,3967,4979,108,21401,72501,2379,308287,305797,94682,845562
2020-06-30,,,42,2,159,2119,1118,4125,4996,103,21494,72859,2271,310488,310793,94786,867055
2020-07-01,,,42,2,165,2161,1121,4290,5014,97,21587,73193,2165,312492,315807,94884,888642
2020-07-02,,,43,2,170,2205,1123,4460,5032,92,21678,73509,2060,314339,320839,94977,910320
2020-07-03,,,44,2,176,2248,1126,4635,5050,88,21769,73811,1957,316064,325889,95065,932089
2020-07-04,,,45,2,180,2293,1128,4815,5068,83,21860,74102,1856,317695,330957,95149,953948
2020-07-05,,,45,2,185,2338,1130,4999,5086,79,21950,74386,1762,319254,336043,95228,975898
2020-07-06,,,46,2,189,2384,1132,5187,5104,75,22040,74664,1672,320758,341146,95304,997937
2020-07-07,,,46,2,192,2430,1135,5379,5122,71,22129,74938,1587,322221,346268,95375,1020066
2020-07-08,,,47,2,195,2477,1137,5574,5140,67,22219,75210,1506,323652,351408,95443,1042284
2020-07-09,,,47,1,198,2524,1139,5771,5158,64,22308,75481,1430,325060,356566,95508,1064591
2020-07-10,,,47,1,200,2571,1140,5971,5176,61,22397,75752,1357,326449,361742,95569,1086987
2020-07-11,,,48,1,202,2619,1142,6173,5195,58,22485,76022,1288,327825,366936,95627,1109472
2020-07-12,,,48,1,204,2667,1144,6376,5213,55,22574,76292,1223,329190,372149,95682,1132045
2020-07-13,,,48,1,206,2715,1146,6581,5231,52,22662,76563,1160,330546,377381,95735,1154707
2020-07-14,,,48,1,207,2764,1147,6788,5250,49,22750,76834,1101,331896,382631,95784,1177457
2020-07-15,,,49,1,208,2812,1149,6996,5269,47,22839,77107,1045,333240,387900,95832,1200295
2020-07-16,,,49,1,209,2861,1150,7204,5287,44,22926,77380,992,334579,393187,95876,1223221
2020-07-17,,,49,1,211,2910,1152,7415,5306,42,23014,77654,942,335915,398493,95919,1246234
2020-07-18,,,49,1,212,2960,1153,7626,5325,40,23102,77929,894,337247,403818,95959,1269335
2020-07-19,,,49,1,213,3009,1154,7838,5344,38,23189,78205,849,338577,409162,95998,1292524
2020-07-20,,,50,1,214,3059,1155,8051,5363,36,23276,78483,805,339903,414525,96034,1315800
2020-07-21,,,50,1,215,3108,1156,8265,5382,34,23363,78761,764,341227,419907,96068,1339163
2020-07-22,,,50,1,216,3158,1157,8480,5401,32,23450,79041,726,342548,425308,96101,1362613
2020-07-23,,,50,0,216,3209,1158,8696,5420,31,23537,79321,689,343866,430729,96132,1386149
2020-07-24,,,50,0,217,3259,1159,8913,5440,29,23623,79603,654,345182,436168,96162,1409772
2020-07-25,,,51,0,218,3309,1160,9131,5459,28,23710,79885,620,346495,441627,96190,1433482
2020-07-26,,,51,0,219,3360,1161,9349,5478,26,23796,80169,589,347806,447106,96216,1457277
2020-07-27,,,51,0,220,3411,1162,9569,5498,25,23882,80454,559,349113,452603,96242,1481158
2020-07-28,,,51,0,221,3462,1162,9789,5517,23,23967,80740,530,350418,458120,96266,1505125
2020-07-29,,,51,0,222,3513,1163,10011,5537,22,24053,81026,503,351721,463657,96288,1529177
2020-07-30,,,51,0,223,3565,1164,10233,5556,21,24138,81314,478,353020,469213,96310,1553314
2020-07-31,,,52,0,224,3616,1165,10456,5576,20,24223,81602,454,354316,474789,96330,1577536
2020-08-01,,,52,0,225,3668,1165,10680,5596,19,24307,81892,430,355609,480385,96350,1601843
2020-08-02,,,52,0,225,3720,1166,10905,5615,18,24392,82182,409,356899,486000,96368,1626234
2020-08-03,,,52,0,226,3772,1166,11131,5635,17,24476,82473,388,358185,491636,96386,1650709
2020-08-04,,,52,0,227,3825,1167,11358,5655,16,24560,82765,368,359469,497291,96402,1675268
