date,actual_deaths,total_deaths,predicted_deaths_mean,predicted_deaths_lower,predicted_deaths_upper,predicted_total_deaths_mean,predicted_total_deaths_lower,predicted_total_deaths_upper,predicted_new_infected_mean,predicted_new_infected_lower,predicted_new_infected_upper,predicted_current_infected_mean,predicted_current_infected_lower,predicted_current_infected_upper,predicted_total_infected_mean,predicted_total_infected_lower,predicted_total_infected_upper
2020-02-13,,,,,,,,,50,40,60,50,40,60,50,40,60
2020-02-14,,,,,,,,,50,40,60,100,80,120,100,80,120
2020-02-15,,,,,,,,,50,40,60,151,120,180,151,120,180
2020-02-16,,,,,,,,,50,40,60,201,160,240,201,160,240
2020-02-17,,,,,,,,,50,40,60,251,200,300,251,200,300
2020-02-18,,,,,,,,,50,40,60,301,240,360,301,240,360
2020-02-19,,,,,,,,,50,40,60,351,280,420,351,280,420
2020-02-20,,,,,,,,,50,40,60,402,320,480,402,320,480
2020-02-21,,,,,,,,,50,40,60,452,360,540,452,360,540
2020-02-22,,,,,,,,,122,95,144,574,455,684,574,455,684
2020-02-23,,,,,,,,,122,95,144,695,551,828,695,551,828
2020-02-24,,,,,,,,,126,99,149,822,650,977,822,650,977
2020-02-25,,,,,,,,,136,106,161,958,757,1137,958,757,1137
2020-02-26,,,,,,,,,157,122,184,1115,879,1320,1115,879,1320
2020-02-27,,,,,,,,,188,146,220,1303,1025,1540,1303,1025,1540
2020-02-28,,,,,,,,,213,164,248,1466,1150,1727,1516,1190,1787
2020-02-29,,,,,,,,,233,179,270,1648,1289,1937,1748,1369,2057
2020-03-01,,,,,,,,,255,195,295,1853,1444,2171,2003,1564,2351
2020-03-02,,,,,,,,,281,214,324,2084,1619,2435,2284,1779,2675
2020-03-03,,,,,,,,,313,237,360,2347,1817,2734,2598,2017,3034
2020-03-04,,,,,,,,,347,261,397,2643,2039,3070,2944,2279,3430
2020-03-05,,,,,,,,,380,285,433,2972,2285,3443,3324,2565,3863
2020-03-06,,,,,,,,,414,310,472,3337,2555,3854,3738,2875,4334
2020-03-07,,,,,,,,,452,336,513,3738,2851,4307,4190,3211,4847
2020-03-08,1,1,,,,,,,493,365,559,4109,3121,4721,4683,3577,5405
2020-03-09,0,1,,,,,,,537,395,608,4524,3421,5186,5220,3972,6013
2020-03-10,0,1,,,,,,,583,427,660,4980,3749,5696,5802,4400,6673
2020-03-11,0,1,,,,,,,630,455,725,5474,4098,6261,6432,4855,7397
