country,region,subregion,daily_deaths,daily_deaths_lower,daily_deaths_upper
US,,,742.049169108,478,1091
US,FL,,95.3272094829,49,156
US,TX,,92.6595886765,53,142
US,CA,,79.7625041522,29,156
US,GA,,37.5440729669,16,65
US,NC,,29.1029685312,16,46
US,OH,,25.3881556679,8,48
US,IL,,25.1516338708,5,52
US,TN,,22.6896980613,13,35
US,MO,,20.5426804353,11,33
US,AZ,,18.5247607166,7,37
US,VA,,18.1096995729,5,36
US,SC,,17.332443566,9,27
US,PA,,17.0245154098,2,37
US,LA,,16.0329796349,6,31
US,MA,,15.5021148283,1,35
US,AR,,14.8260385642,8,23
US,MS,,14.7436361544,6,26
US,IN,,12.7230059051,1,30
US,MI,,11.1244843859,1,25
US,NY,,11.0807507399,0,63
US,WI,,10.7250398858,5,17
US,AL,,10.1779127294,4,18
US,IA,,9.11645123747,3,16
US,MN,,8.87354015151,1,18
US,WA,,8.63678362376,1,20
US,KY,,8.15692861667,3,13
US,OK,,7.94893604977,4,13
US,KS,,7.05328634977,3,12
US,MD,,6.78995024007,0,17
US,PR,,6.50892517138,4,10
US,NV,,6.38020710542,2,12
US,ND,,6.30349506656,4,10
US,NJ,,6.09078703893,0,24
US,WV,,4.35773587798,2,7
US,CO,,4.15613852397,0,11
US,NM,,3.83999948031,1,8
US,OR,,3.63702956501,1,6
US,NE,,3.48998986612,1,7
US,SD,,3.31708563999,1,6
US,UT,,3.21841554133,1,6
US,ID,,3.1100191539,1,5
US,MT,,2.82104295805,1,4
US,RI,,2.44249185167,0,7
US,HI,,2.1416641282,1,4
US,CT,,2.10214820837,0,8
US,DE,,1.44595121378,0,4
US,GU,,1.24894649472,0,2
US,AK,,0.810483613193,0,2
US,DC,,0.727316563445,0,3
US,WY,,0.414792514221,0,1
US,NH,,0.38522884301,0,2
US,ME,,0.242475866438,0,1
US,VI,,0.142997689629,0,1
US,VT,,0.0326229942128,0,1
US,MP,,0.00940793111067,0,1
US,AS,,,,
