country,region,subregion,current_deaths,total_deaths,total_deaths_lower,total_deaths_upper,peak_date,peak_deaths,peak_over_current_deaths_ratio,projection_end_date
Brazil,,,57070,135645,103220,213386,2020-06-04,1473,1.1,2020-10-01
India,,,16095,103185,37787,236638,2020-06-16,2003,2.8,2020-10-01
Mexico,,,26381,101515,65232,135589,2020-06-03,1092,1.6,2020-10-01
United Kingdom,,,43598,47809,44915,50333,2020-04-21,1172,9.2,2020-10-01
Italy,,,34716,37273,35051,41568,2020-03-27,919,103.1,2020-10-01
France,,,29781,30913,29822,35642,2020-04-15,1438,,2020-10-01
Spain,,,28341,29316,28395,31677,2020-06-19,1179,291.7,2020-10-01
Peru,,,9135,22682,15473,33378,2020-06-14,380,1.0,2020-10-01
Colombia,,,2946,22373,13064,29851,2020-08-31,257,1.6,2020-10-01
Pakistan,,,4118,22115,9378,45306,2020-08-26,212,2.6,2020-10-01
Iran,,,10364,19623,14811,24876,2020-04-04,158,1.1,2020-10-01
Russia,,,8958,19487,12114,32380,2020-05-29,232,0.8,2020-10-01
South Africa,,,2413,17204,7951,25498,2020-08-25,184,2.5,2020-10-01
Chile,,,5347,14345,8471,20015,2020-06-08,627,0.6,2020-10-01
Egypt,,,2708,13009,7417,20859,2020-09-01,127,1.4,2020-10-01
Canada,,,8576,11125,9044,17214,2020-04-16,251,33.8,2020-10-01
Germany,,,8968,10571,9081,13858,2020-04-15,510,80.3,2020-10-01
Belgium,,,9732,10027,9758,10894,2020-04-10,496,316.0,2020-10-01
Bangladesh,,,1695,8654,4277,14971,2020-08-19,81,2.4,2020-10-01
Indonesia,,,2720,8285,4181,13857,2020-09-27,78,2.1,2020-10-01
Turkey,,,5082,7811,5429,13115,2020-04-19,127,6.8,2020-10-01
Netherlands,,,6124,6598,6174,7513,2020-04-07,234,83.0,2020-10-01
Argentina,,,1207,6544,2851,12389,2020-09-16,73,3.2,2020-10-01
Sweden,,,5280,6365,5537,7907,2020-04-21,185,,2020-10-01
Ecuador,,,4424,6172,4779,10663,2020-05-10,410,4.9,2020-10-01
Bolivia,,,970,5766,2947,9471,2020-08-17,59,1.6,2020-10-01
Saudi Arabia,,,1511,5021,2944,7143,2020-06-18,48,1.1,2020-10-01
China,,,4641,4649,4641,4693,2020-04-17,1290,,2020-10-01
Ukraine,,,1121,3243,1755,5208,2020-06-17,31,1.0,2020-10-01
Poland,,,1435,3091,1870,4591,2020-04-24,40,3.3,2020-10-01
Romania,,,1589,2691,1810,3977,2020-05-08,35,2.3,2020-10-01
Philippines,,,1236,2451,1336,4355,2020-04-12,50,1.4,2020-10-01
Honduras,,,479,2195,1074,3665,2020-06-26,45,2.5,2020-10-01
Algeria,,,892,2146,1255,4357,2020-04-09,30,3.3,2020-10-01
Switzerland,,,1962,2055,1974,2387,2020-04-04,75,,2020-10-01
Nigeria,,,558,1974,812,4366,2020-06-16,31,4.2,2020-10-01
Portugal,,,1561,1897,1632,2494,2020-04-03,37,5.3,2020-10-01
Panama,,,592,1855,936,3035,2020-06-22,20,0.9,2020-10-01
Ireland,,,1734,1832,1744,2241,2020-04-24,220,13.2,2020-10-01
Dominican Republic,,,718,1717,896,4108,2020-04-12,38,2.3,2020-10-01
Moldova,,,521,1498,984,2204,2020-06-20,14,2.0,2020-10-01
Japan,,,971,1253,976,1769,2020-05-04,49,,2020-10-01
Belarus,,,377,853,522,1735,2020-06-18,7,1.2,2020-10-01
Austria,,,700,776,713,958,2020-04-08,30,10.5,2020-10-01
Hungary,,,578,760,599,1117,2020-04-24,23,,2020-10-01
Denmark,,,604,674,622,827,2020-04-04,22,,2020-10-01
Bulgaria,,,216,599,335,923,2020-06-05,12,5.0,2020-10-01
Kuwait,,,344,585,404,904,2020-05-30,11,2.0,2020-10-01
Czechia,,,349,451,359,573,2020-04-14,18,,2020-10-01
United Arab Emirates,,,311,428,334,751,2020-05-10,13,7.0,2020-10-01
Israel,,,317,422,330,667,2020-04-18,13,2.7,2020-10-01
Finland,,,328,367,333,477,2020-04-21,43,,2020-10-01
Serbia,,,267,351,283,548,2020-04-01,12,3.0,2020-10-01
South Korea,,,282,350,284,533,2020-03-02,11,,2020-10-01
Malaysia,,,121,280,137,478,2020-03-29,8,,2020-10-01
Norway,,,249,272,255,313,2020-04-20,16,,2020-10-01
Morocco,,,220,258,227,377,2020-03-27,12,3.0,2020-10-01
Greece,,,191,222,203,272,2020-04-03,10,,2020-10-01
Croatia,,,107,129,113,163,2020-04-19,8,,2020-10-01
Luxembourg,,,110,119,112,139,2020-04-11,8,,2020-10-01
Slovenia,,,109,118,110,141,2020-04-07,6,,2020-10-01
Australia,,,104,116,104,155,2020-04-23,8,,2020-10-01
Lithuania,,,78,113,87,167,2020-04-10,6,,2020-10-01
Cuba,,,86,104,90,143,2020-04-24,6,2.0,2020-10-01
Estonia,,,69,92,76,158,2020-04-02,6,,2020-10-01
Latvia,,,30,50,33,84,2020-04-21,4,,2020-10-01
Slovakia,,,28,34,28,56,2020-04-15,4,,2020-10-01
Cyprus,,,19,28,20,45,2020-03-30,2,,2020-10-01
Malta,,,9,13,11,15,2020-05-29,2,,2020-10-01
Iceland,,,10,12,10,18,2020-03-15,5,,2020-10-01
