country,region,subregion,current_deaths,total_deaths,total_deaths_lower,total_deaths_upper,peak_date,peak_deaths,peak_over_current_deaths_ratio,projection_end_date
Brazil,,,114250,174602,136955,235019,2020-07-29,1595,1.2,2020-11-01
India,,,56706,118567,80797,171735,2020-06-16,2003,1.1,2020-11-01
Mexico,,,60254,95759,82830,124439,2020-06-03,1092,1.0,2020-11-01
United Kingdom,,,41509,42438,41537,46027,2020-04-21,1224,55.3,2020-11-01
Italy,,,35430,36015,35452,38305,2020-03-27,919,278.0,2020-11-01
Peru,,,27245,35669,29942,45637,2020-08-14,4143,1.2,2020-11-01
France,,,30517,31500,30559,35709,2020-04-15,1438,97.7,2020-11-01
Spain,,,28838,30074,28875,34349,2020-06-19,1179,,2020-11-01
Colombia,,,16568,28252,21753,41545,2020-08-21,385,,2020-11-01
Iran,,,20502,27513,22819,35523,2020-07-28,235,1.5,2020-11-01
South Africa,,,12987,21843,16161,31551,2020-07-22,572,1.4,2020-11-01
Russia,,,16268,21803,17972,29683,2020-05-29,232,1.3,2020-11-01
Argentina,,,6848,17787,11038,27488,2020-08-19,282,1.6,2020-11-01
Chile,,,10792,14429,11315,22445,2020-07-17,1057,2.6,2020-11-01
Indonesia,,,6594,10899,8147,17367,2020-07-22,139,0.8,2020-11-01
Belgium,,,9988,10509,10028,12533,2020-04-10,496,105.1,2020-11-01
Germany,,,9272,9959,9318,12079,2020-04-15,510,40.5,2020-11-01
Canada,,,9117,9523,9151,10489,2020-04-16,251,26.6,2020-11-01
Ecuador,,,6277,7562,6422,10330,2020-05-10,410,3.0,2020-11-01
Turkey,,,6102,7465,6223,10940,2020-04-19,127,5.2,2020-11-01
Bolivia,,,4442,7217,5458,10372,2020-08-04,92,0.9,2020-11-01
Philippines,,,2966,6978,4036,13037,2020-07-12,162,2.3,2020-11-01
Pakistan,,,6231,6943,6329,7977,2020-06-14,178,10.0,2020-11-01
Netherlands,,,6225,6590,6250,7999,2020-04-07,234,27.4,2020-11-01
Romania,,,3233,6034,4333,9107,2020-08-13,53,1.1,2020-11-01
Sweden,,,5810,5950,5833,6043,2020-04-21,185,,2020-11-01
Bangladesh,,,3907,5878,4395,9032,2020-06-30,64,0.9,2020-11-01
Egypt,,,5243,5840,5327,6855,2020-06-15,97,6.4,2020-11-01
Saudi Arabia,,,3619,5301,4127,7124,2020-07-05,58,1.0,2020-11-01
Ukraine,,,2286,5004,3192,8756,2020-11-01,48,1.3,2020-11-01
China,,,4711,4895,4711,6207,2020-04-17,1290,58.4,2020-11-01
Morocco,,,858,3755,1778,7435,2020-11-01,52,1.3,2020-11-01
Poland,,,1951,2967,2248,4341,2020-04-24,40,1.5,2020-11-01
Panama,,,1878,2769,2210,3807,2020-07-24,41,1.3,2020-11-01
Dominican Republic,,,1554,2626,1916,4003,2020-04-12,38,0.8,2020-11-01
Honduras,,,1643,2510,1958,3616,2020-07-30,53,2.1,2020-11-01
Japan,,,1179,2295,1307,5109,2020-05-01,29,5.9,2020-11-01
Algeria,,,1424,2132,1585,3353,2020-04-09,30,2.0,2020-11-01
Switzerland,,,2000,2125,2018,2458,2020-04-04,75,,2020-11-01
Portugal,,,1794,2026,1803,2575,2020-04-03,37,14.9,2020-11-01
Israel,,,819,2018,1191,3477,2020-08-19,73,2.1,2020-11-01
Ireland,,,1777,1849,1787,2063,2020-04-24,220,54.1,2020-11-01
Australia,,,502,1424,806,2651,2020-08-16,25,0.8,2020-11-01
Moldova,,,935,1317,1085,1820,2020-08-13,15,1.3,2020-11-01
Nigeria,,,997,1275,1050,1871,2020-06-16,31,10.2,2020-11-01
Serbia,,,695,951,797,1176,2020-07-10,18,2.6,2020-11-01
Bulgaria,,,539,935,697,1449,2020-08-03,16,,2020-11-01
Belarus,,,637,832,745,1001,2020-08-16,7,1.2,2020-11-01
Austria,,,732,816,744,1034,2020-04-08,30,9.6,2020-11-01
Kuwait,,,513,717,545,1160,2020-05-30,11,3.6,2020-11-01
Denmark,,,622,699,638,881,2020-04-04,22,14.7,2020-11-01
Hungary,,,611,686,617,870,2020-04-24,23,,2020-11-01
Czechia,,,411,591,450,884,2020-04-14,18,,2020-11-01
United Arab Emirates,,,372,460,377,689,2020-05-10,13,3.7,2020-11-01
Greece,,,240,460,309,787,2020-04-03,10,2.5,2020-11-01
Finland,,,334,370,340,469,2020-04-21,43,,2020-11-01
South Korea,,,309,360,309,527,2020-03-02,11,,2020-11-01
Norway,,,264,315,276,423,2020-04-20,16,,2020-11-01
Croatia,,,170,260,199,385,2020-04-19,8,2.3,2020-11-01
Slovenia,,,131,165,136,223,2020-04-07,6,3.0,2020-11-01
Luxembourg,,,124,161,136,208,2020-04-11,8,,2020-11-01
Malaysia,,,125,139,129,154,2020-03-29,8,,2020-11-01
Cuba,,,89,124,95,199,2020-04-24,6,,2020-11-01
Lithuania,,,84,113,91,159,2020-04-10,6,1.3,2020-11-01
Estonia,,,63,71,67,78,2020-04-02,6,,2020-11-01
Slovakia,,,33,55,37,105,2020-04-15,4,,2020-11-01
Latvia,,,33,42,35,57,2020-04-21,4,,2020-11-01
Cyprus,,,20,28,23,37,2020-03-30,2,,2020-11-01
Malta,,,10,23,14,42,2020-05-29,2,,2020-11-01
Iceland,,,10,12,10,17,2020-03-15,5,,2020-11-01
