country,region,subregion,daily_deaths,daily_deaths_lower,daily_deaths_upper
India,,,974.196356643,615,1370
Brazil,,,940.321640479,536,1533
Mexico,,,522.442660448,346,782
Colombia,,,299.736604145,193,435
Argentina,,,222.249839805,151,306
Peru,,,183.760557219,64,311
South Africa,,,174.197954388,97,268
Iran,,,129.130476467,68,215
Russia,,,103.698645926,48,184
Indonesia,,,91.1592137371,47,147
Bolivia,,,65.1134762765,41,92
Philippines,,,60.2938480456,32,99
Chile,,,55.614859968,16,107
Romania,,,44.3468599771,32,58
Bangladesh,,,41.6746941785,24,74
Ecuador,,,36.7098653599,6,81
Ukraine,,,35.9257397874,23,52
Morocco,,,33.4068760838,19,47
Saudi Arabia,,,32.1718876574,14,51
Spain,,,30.5517914834,1,104
Turkey,,,23.0521191545,3,54
Honduras,,,23.0106308315,12,38
Egypt,,,18.1438726762,4,40
France,,,17.2139153605,0,84
Dominican Republic,,,16.5281967218,9,26
Panama,,,15.5947950746,9,25
Australia,,,14.7303063155,8,23
Israel,,,13.8694989656,8,21
Pakistan,,,13.7190199801,2,30
Poland,,,11.928881104,6,19
United Kingdom,,,11.6826243563,0,41
Japan,,,11.2336114308,3,24
Italy,,,9.89651675211,0,39
Algeria,,,9.47526014045,3,18
Bulgaria,,,9.1771960321,6,13
Moldova,,,7.35480804415,4,11
Canada,,,6.14388225317,0,18
Germany,,,5.94295113233,0,20
Belarus,,,4.50712614727,2,7
Belgium,,,4.49247486027,0,20
Netherlands,,,4.30600965341,0,17
Nigeria,,,3.86204097544,1,9
Portugal,,,3.30104832196,0,8
Serbia,,,3.24436077724,1,5
Greece,,,3.03371531604,1,5
Sweden,,,2.25662049688,0,5
Kuwait,,,2.17153663978,0,5
Czechia,,,1.51542028345,0,3
Croatia,,,1.46961873307,0,3
China,,,1.23272036736,0,11
United Arab Emirates,,,1.16159393197,0,4
Switzerland,,,1.06908981408,0,4
South Korea,,,0.975818412684,0,3
Ireland,,,0.723165731867,0,3
Austria,,,0.702883249229,0,2
Denmark,,,0.613565810048,0,2
Hungary,,,0.579482960827,0,2
Cuba,,,0.447658538985,0,2
Lithuania,,,0.370122987609,0,1
Slovenia,,,0.362288120998,0,1
Norway,,,0.337510548973,0,1
Finland,,,0.283644634345,0,1
Luxembourg,,,0.278232311426,0,1
Malaysia,,,0.163891943587,0,1
Latvia,,,0.136421002418,0,1
Estonia,,,0.133018242239,0,1
Slovakia,,,0.0960438463145,0,1
Cyprus,,,0.0546924189194,0,1
Malta,,,0.0489762883288,0,1
Iceland,,,0.0208617190469,0,1
