date,actual_deaths,total_deaths,predicted_deaths_mean,predicted_deaths_lower,predicted_deaths_upper,predicted_total_deaths_mean,predicted_total_deaths_lower,predicted_total_deaths_upper,predicted_new_infected_mean,predicted_new_infected_lower,predicted_new_infected_upper,predicted_current_infected_mean,predicted_current_infected_lower,predicted_current_infected_upper,predicted_total_infected_mean,predicted_total_infected_lower,predicted_total_infected_upper
2020-02-24,,,,,,,,,26,25,50,26,25,50,26,25,50
2020-02-25,,,,,,,,,26,25,50,52,50,100,52,50,100
2020-02-26,,,,,,,,,26,25,50,78,75,150,78,75,150
2020-02-27,,,,,,,,,26,25,50,105,100,200,105,100,200
2020-02-28,,,,,,,,,26,25,50,131,125,250,131,125,250
2020-02-29,,,,,,,,,26,25,50,157,150,300,157,150,300
2020-03-01,,,,,,,,,26,25,50,183,175,350,183,175,350
2020-03-02,,,,,,,,,26,25,50,209,200,400,209,200,400
2020-03-03,,,,,,,,,26,25,50,235,225,450,235,225,450
2020-03-04,,,,,,,,,63,54,109,298,279,559,298,279,559
2020-03-05,,,,,,,,,62,53,108,361,333,667,361,333,667
2020-03-06,,,,,,,,,64,55,110,425,388,777,425,388,777
2020-03-07,,,,,,,,,69,57,115,494,446,891,494,446,891
2020-03-08,,,,,,,,,78,63,125,572,510,1015,572,510,1015
2020-03-09,,,,,,,,,92,73,141,664,583,1156,664,583,1156
2020-03-10,,,,,,,,,101,79,151,739,638,1256,765,663,1306
2020-03-11,,,,,,,,,107,84,153,819,697,1358,872,747,1458
2020-03-12,,,,,,,,,113,88,156,906,760,1464,984,835,1614
2020-03-13,,,,,,,,,119,91,162,998,827,1576,1103,927,1776
2020-03-14,,,,,,,,,125,96,171,1098,898,1697,1228,1023,1947
2020-03-15,,,,,,,,,131,100,177,1202,973,1824,1359,1123,2124
2020-03-16,,,,,,,,,135,103,185,1311,1051,1959,1494,1226,2309
2020-03-17,,,,,,,,,137,105,189,1422,1132,2097,1631,1332,2497
2020-03-18,,,,,,,,,139,106,195,1535,1214,2242,1770,1439,2692
2020-03-19,,,,,,,,,141,108,200,1613,1268,2333,1911,1547,2891
