country,region,current_deaths,total_deaths,total_deaths_lower,total_deaths_upper,peak_date,peak_deaths,peak_over_current_deaths_ratio
US,,56256,153373,87409,302324,2020-04-16,4591,1.5
US,NY,22668,38916,29999,53419,2020-04-16,3215,1.9
US,NJ,6044,14847,9438,24277,2020-04-22,397,2.5
US,MA,3003,11190,6282,20428,2020-04-19,302,1.8
US,MI,3407,9878,5388,20068,2020-04-22,238,1.5
US,IL,1983,7790,3299,16123,2020-04-08,154,1.7
US,CA,1779,7112,3119,17370,2020-04-22,139,1.5
US,PA,1886,6207,3094,15941,2020-04-21,266,1.4
US,CT,2012,6008,3334,10495,2020-04-20,204,1.1
US,LA,1740,5102,2707,9511,2020-04-14,129,5.7
US,GA,995,4691,1686,15620,2020-04-07,100,0.8
US,MD,945,4269,1773,9445,2020-04-20,121,1.5
US,FL,1088,3456,1643,9561,2020-04-23,94,3.5
US,OH,753,3240,1377,8163,2020-04-22,53,1.4
US,CO,706,3202,1267,6156,2020-04-24,122,2.0
US,IN,844,2915,1349,6898,2020-04-21,58,1.1
US,TX,666,2049,1066,5723,2020-04-23,48,1.8
US,VA,460,1972,821,5252,2020-04-09,43,2.2
US,MO,343,1630,617,3613,2020-04-27,60,0.3
US,AZ,275,1619,618,3589,2020-04-22,23,
US,MN,286,1523,551,3932,2020-04-26,28,1.2
US,NC,340,1500,658,4355,2020-04-21,27,1.1
US,WA,764,1406,932,2833,2020-04-06,45,1.5
US,IA,127,1028,443,2093,2020-08-03,15,1.7
US,KY,213,925,367,2313,2020-04-07,20,2.2
US,RI,233,918,490,2308,2020-04-17,31,1.9
US,MS,229,890,392,2224,2020-04-21,14,4.5
US,AL,228,844,459,1874,2020-04-21,20,1.0
US,OK,197,729,378,1681,2020-04-21,21,3.5
US,DC,185,720,330,1453,2020-04-22,15,1.3
US,NV,206,677,339,1427,2020-04-07,26,
US,SC,177,669,292,1809,2020-04-22,16,2.3
US,DE,125,630,261,1403,2020-04-25,12,1.2
US,WI,281,625,427,1181,2020-04-05,20,1.2
US,KS,126,538,232,1522,2020-04-11,13,1.2
US,TN,184,444,309,649,2020-04-14,15,2.3
US,NM,99,440,189,958,2020-04-22,13,
US,PR,84,327,146,924,2020-04-09,9,
US,OR,92,319,145,948,2020-04-09,11,
US,NH,60,275,116,764,2020-04-09,8,
US,WV,34,240,94,720,2020-04-20,6,
US,NE,56,229,140,344,2020-04-23,9,
US,ME,51,227,151,359,2020-04-23,5,2.0
US,UT,41,211,88,611,2020-04-14,5,
US,AR,51,183,117,438,2020-04-16,4,
US,ID,56,172,113,360,2020-04-15,6,
US,VT,47,131,80,274,2020-04-16,4,1.0
US,SD,11,96,40,266,2020-04-07,2,
US,MT,14,72,41,152,2020-03-30,4,
US,ND,19,64,42,111,2020-04-21,4,0.5
US,WY,7,61,44,89,2020-04-22,4,
US,HI,16,57,45,98,2020-04-27,2,0.5
US,MP,2,34,26,61,2020-05-01,1,
US,AK,9,32,26,51,2020-04-04,2,
US,GU,5,27,15,64,2020-04-11,1,
US,VI,4,17,14,23,2020-04-26,1,
US,AS,0,,,,,,
