country,region,current_deaths,total_deaths,total_deaths_lower,total_deaths_upper,peak_date,peak_deaths,peak_over_current_deaths_ratio
US,,68919,159518,95093,278836,2020-04-16,4591,1.7
US,NY,24999,34460,28393,49154,2020-04-16,3215,2.6
US,NJ,7910,16274,10834,23690,2020-04-30,457,7.0
US,MA,4090,10343,6619,17478,2020-04-19,302,2.0
US,PA,2838,9577,4303,16881,2020-04-29,327,0.9
US,IL,2659,9453,4456,15114,2020-04-08,154,2.2
US,MI,4139,9377,5777,17627,2020-04-22,238,1.6
US,CA,2278,6507,3398,13841,2020-04-22,139,1.2
US,CT,2556,5425,3482,9226,2020-04-20,204,0.8
US,IN,1151,4569,1924,8860,2020-04-30,150,2.3
US,GA,1246,4461,1964,8721,2020-04-07,100,0.6
US,FL,1399,4091,1893,9556,2020-04-23,94,2.2
US,MD,1317,4045,1989,8098,2020-04-20,121,1.5
US,LA,2064,4024,2760,6676,2020-04-14,129,1.2
US,TX,901,3985,1527,8409,2020-04-30,58,1.7
US,OH,1057,3837,1713,7764,2020-04-29,138,2.2
US,CO,851,3500,1458,6600,2020-04-24,122,3.9
US,VA,684,2498,1061,4921,2020-05-03,43,1.1
US,MN,427,2016,744,4466,2020-04-26,28,2.2
US,MO,386,1507,615,3416,2020-04-27,47,2.8
US,IA,188,1503,719,2723,2020-06-27,18,4.5
US,AZ,362,1479,664,3405,2020-04-29,33,
US,SC,283,1417,634,2647,2020-04-29,39,1.9
US,WA,841,1413,1009,2680,2020-04-06,45,3.1
US,NC,442,1346,705,3351,2020-04-21,27,2.2
US,MS,310,1269,540,2508,2020-05-01,20,1.7
US,AL,298,1218,559,2426,2020-04-21,20,1.4
US,RI,341,969,565,1603,2020-04-17,31,0.6
US,DC,258,840,423,1362,2020-04-30,19,1.4
US,DE,182,803,351,1363,2020-04-28,12,1.4
US,NV,265,770,423,1557,2020-04-07,26,1.1
US,NM,156,728,288,1440,2020-05-03,13,1.4
US,OK,238,726,397,1418,2020-04-21,21,
US,KY,261,706,382,1398,2020-04-07,20,1.0
US,WI,340,653,448,1088,2020-04-05,20,11.0
US,KS,156,484,240,1176,2020-04-11,13,0.3
US,NH,86,467,204,916,2020-04-30,12,
US,TN,219,435,313,640,2020-04-14,15,0.8
US,NE,78,411,191,924,2020-04-30,14,
US,AR,80,349,184,656,2020-05-02,8,0.8
US,OR,109,252,147,507,2020-04-09,11,
US,WV,48,218,98,556,2020-04-20,6,
US,PR,97,204,137,359,2020-04-09,9,
US,UT,50,183,83,435,2020-04-14,5,
US,ME,57,163,119,258,2020-04-23,5,
US,ID,64,123,89,164,2020-04-15,6,
US,VT,52,105,80,146,2020-04-16,4,
US,SD,21,92,39,239,2020-05-01,4,
US,ND,25,81,40,161,2020-05-01,4,
US,HI,17,42,30,54,2020-04-27,2,
US,MT,16,38,24,65,2020-03-30,4,
US,WY,7,28,15,35,2020-04-22,4,
US,GU,5,17,12,31,2020-04-11,1,
US,AK,9,15,13,18,2020-04-04,2,
US,VI,4,12,10,14,2020-04-26,1,
US,MP,2,10,8,15,2020-04-07,1,
US,AS,0,,,,,,
