country,region,daily_deaths,daily_deaths_lower,daily_deaths_upper
US,,1613,1043,2270
US,NY,329,200,497
US,NJ,207,136,284
US,MA,149,109,197
US,MI,101,66,139
US,PA,99,64,135
US,IL,85,59,109
US,CT,73,48,100
US,CA,65,41,92
US,MD,48,32,66
US,LA,42,27,59
US,OH,36,25,49
US,IN,36,24,51
US,FL,36,21,53
US,GA,32,21,43
US,TX,27,17,36
US,CO,25,17,35
US,VA,25,15,34
US,MN,19,13,26
US,NC,15,10,21
US,MO,12,7,16
US,WA,12,6,21
US,RI,11,8,15
US,AZ,11,7,15
US,DC,10,6,13
US,MS,10,6,13
US,SC,9,6,13
US,AL,9,6,12
US,IA,8,6,11
US,DE,7,5,10
US,KY,7,4,10
US,NV,7,4,10
US,WI,7,4,10
US,NM,6,4,9
US,OK,6,4,9
US,KS,4,2,6
US,TN,4,2,6
US,NE,3,2,5
US,NH,3,2,5
US,AR,3,2,4
US,OR,2,1,4
US,PR,2,1,4
US,ME,2,1,3
US,WV,2,1,3
US,UT,2,1,2
US,ID,1,0,2
US,ND,1,0,2
US,SD,1,0,2
US,VT,1,0,2
US,HI,1,0,1
US,AK,0,0,1
US,GU,0,0,1
US,MP,0,0,1
US,MT,0,0,1
US,VI,0,0,1
US,WY,0,0,1
US,AS,,,
