country,region,current_deaths,total_deaths,total_deaths_lower,total_deaths_upper,peak_date,peak_deaths,peak_over_current_deaths_ratio
US,,20339,75870,43859,136224,2020-04-10,2064,1.1
US,NY,8627,21703,15848,30280,2020-04-09,799,1.0
US,NJ,2183,6492,4219,10410,2020-04-08,272,0.9
US,MI,1392,6421,3788,10172,2020-04-10,205,1.5
US,MA,686,4040,2120,7416,2020-04-17,105,1.2
US,PA,494,3797,1530,8410,2020-04-18,94,1.2
US,IL,677,3768,1812,7974,2020-04-15,82,1.0
US,GA,428,2926,1260,5646,2020-04-07,100,5.5
US,LA,806,2538,1580,4602,2020-04-08,70,1.2
US,CT,494,2326,1337,3850,2020-04-09,103,1.3
US,IN,330,2033,906,4455,2020-04-10,55,1.6
US,FL,438,1853,879,4088,2020-04-07,60,0.9
US,CA,541,1837,976,3555,2020-04-08,68,
US,MD,206,1399,608,3003,2020-04-11,35,0.9
US,OH,247,1372,648,3210,2020-04-16,27,1.7
US,TX,254,1151,572,2308,2020-04-11,28,0.9
US,CO,250,1040,534,2026,2020-04-10,57,
US,WA,475,952,608,2395,2020-04-08,53,1.0
US,MO,109,749,342,1515,2020-04-10,19,1.2
US,VA,130,746,344,1552,2020-04-09,34,1.8
US,AL,91,678,388,1458,2020-04-01,13,0.9
US,WI,137,662,326,1392,2020-04-04,19,1.6
US,NC,80,583,254,1347,2020-04-07,13,2.0
US,RI,56,501,252,944,2020-04-09,8,1.0
US,AZ,108,477,250,954,2020-04-05,12,0.8
US,NV,102,446,213,869,2020-04-11,16,0.6
US,MN,64,441,198,952,2020-04-09,11,1.1
US,TN,101,420,232,872,2020-04-06,21,3.0
US,MS,93,396,177,878,2020-04-11,11,0.8
US,KY,90,383,186,776,2020-04-10,17,
US,OK,94,359,173,797,2020-04-07,16,1.3
US,SC,80,299,148,600,2020-04-08,12,0.9
US,KS,55,299,120,754,2020-04-09,15,1.4
US,DE,33,274,91,649,2020-04-11,10,0.5
US,DC,47,256,107,496,2020-04-11,9,0.6
US,PR,42,246,96,520,2020-04-09,9,1.7
US,ID,25,204,71,482,2020-04-10,6,4.0
US,OR,48,196,84,502,2020-04-09,11,1.0
US,HI,8,173,60,371,2020-05-12,2,1.0
US,ME,19,164,76,378,2020-04-19,3,1.5
US,IA,34,154,65,345,2020-04-05,8,1.0
US,NE,17,143,54,339,2020-04-18,3,1.5
US,NH,22,142,48,454,2020-04-08,9,3.0
US,VT,25,128,47,393,2020-04-13,3,3.0
US,NM,19,118,47,272,2020-04-10,3,
US,AR,24,111,48,272,2020-04-09,3,2.0
US,UT,18,100,38,317,2020-04-06,5,2.0
US,WV,5,65,20,206,2020-05-05,1,
US,VI,1,60,37,101,2020-05-13,1,
US,ND,7,49,14,106,2020-04-26,1,1.0
US,AK,8,44,8,120,2020-04-04,2,1.0
US,SD,6,44,6,168,2020-04-07,2,
US,MT,6,44,6,94,2020-03-30,3,
US,GU,5,37,6,123,2020-04-19,1,1.0
US,MP,2,31,2,56,2020-05-01,1,
US,AS,0,,,,,,
US,WY,0,,,,,,
