country,region,subregion,current_deaths,total_deaths,total_deaths_lower,total_deaths_upper,peak_date,peak_deaths,peak_over_current_deaths_ratio,projection_end_date
Brazil,,,125502,166269,143064,200882,2020-07-29,1595,1.2,2020-11-01
India,,,69561,127161,93138,187505,2020-06-16,2003,0.9,2020-11-01
Mexico,,,66851,91175,81652,106317,2020-06-03,1092,1.2,2020-11-01
United Kingdom,,,41626,42101,41635,44221,2020-04-21,1224,96.5,2020-11-01
Italy,,,35518,36124,35533,38822,2020-03-27,919,74.0,2020-11-01
Peru,,,29405,34656,30929,40905,2020-08-14,4143,0.7,2020-11-01
France,,,30730,32186,30761,39865,2020-04-15,1438,46.6,2020-11-01
Spain,,,29418,31829,29449,40888,2020-06-19,1179,4.4,2020-11-01
Colombia,,,20618,30506,24881,39111,2020-08-23,748,,2020-11-01
Iran,,,22044,27119,23584,32887,2020-07-28,235,1.7,2020-11-01
Russia,,,17598,21844,18534,30269,2020-05-29,232,1.4,2020-11-01
Argentina,,,9623,19723,14198,27013,2020-08-24,381,0.8,2020-11-01
South Africa,,,14678,19051,15861,21731,2020-07-22,572,1.7,2020-11-01
Chile,,,11494,14545,11963,21455,2020-07-17,1057,2.5,2020-11-01
Indonesia,,,7832,12706,9684,19417,2020-07-22,139,1.2,2020-11-01
Belgium,,,9901,10069,9919,10681,2020-04-10,496,154.6,2020-11-01
Germany,,,9327,9713,9343,11012,2020-04-15,510,48.8,2020-11-01
Canada,,,9190,9449,9220,10112,2020-04-16,251,184.3,2020-11-01
Turkey,,,6564,8051,6721,10768,2020-04-19,127,2.0,2020-11-01
Bolivia,,,5343,8041,6453,10304,2020-09-02,102,1.2,2020-11-01
Ecuador,,,6674,7666,6757,9874,2020-05-10,410,3.3,2020-11-01
Philippines,,,3737,7041,4839,10544,2020-07-12,162,1.2,2020-11-01
Pakistan,,,6340,6709,6364,7578,2020-06-14,178,24.6,2020-11-01
Netherlands,,,6270,6462,6284,7150,2020-04-07,234,81.2,2020-11-01
Bangladesh,,,4412,6189,4988,8388,2020-06-30,64,1.5,2020-11-01
Egypt,,,5495,6127,5537,8407,2020-06-15,97,4.5,2020-11-01
Romania,,,3812,6103,4759,8136,2020-09-01,60,0.9,2020-11-01
Ukraine,,,2812,5889,3945,9022,2020-11-01,68,1.3,2020-11-01
Sweden,,,5835,5881,5839,6034,2020-04-14,115,37.0,2020-11-01
Saudi Arabia,,,4015,5246,4401,6683,2020-07-05,58,1.3,2020-11-01
China,,,4728,4803,4728,5394,2020-04-17,1290,,2020-11-01
Morocco,,,1292,3439,2007,5498,2020-11-01,48,1.2,2020-11-01
Honduras,,,1984,2899,2298,3971,2020-08-27,56,0.8,2020-11-01
Poland,,,2100,2848,2325,3811,2020-04-24,40,2.5,2020-11-01
Dominican Republic,,,1801,2742,2132,3765,2020-04-12,38,,2020-11-01
Panama,,,2063,2548,2267,3116,2020-07-24,41,1.6,2020-11-01
Algeria,,,1539,2101,1635,3080,2020-04-09,30,1.2,2020-11-01
Japan,,,1352,2101,1540,3484,2020-05-01,29,1.1,2020-11-01
Switzerland,,,2013,2083,2025,2276,2020-04-04,75,,2020-11-01
Portugal,,,1833,1984,1839,2367,2020-04-03,37,7.4,2020-11-01
Ireland,,,1777,1818,1784,1942,2020-04-24,220,,2020-11-01
Israel,,,993,1791,1241,2786,2020-08-19,73,2.0,2020-11-01
Moldova,,,1047,1505,1214,1987,2020-09-02,16,0.9,2020-11-01
Nigeria,,,1051,1270,1099,1577,2020-06-16,31,3.5,2020-11-01
Bulgaria,,,665,1249,897,1831,2020-08-24,18,1.8,2020-11-01
Australia,,,748,1184,918,1522,2020-09-03,59,1.4,2020-11-01
Belarus,,,701,991,790,1410,2020-08-16,7,1.2,2020-11-01
Serbia,,,721,886,784,1044,2020-07-10,18,2.6,2020-11-01
Austria,,,735,783,744,902,2020-04-08,30,,2020-11-01
Hungary,,,621,672,625,815,2020-04-24,23,13.7,2020-11-01
Denmark,,,627,666,635,774,2020-04-04,22,14.2,2020-11-01
Kuwait,,,537,652,556,884,2020-05-30,11,7.1,2020-11-01
Czechia,,,429,532,451,697,2020-04-14,18,2.6,2020-11-01
Greece,,,279,496,362,765,2020-04-03,10,4.9,2020-11-01
United Arab Emirates,,,387,451,391,612,2020-05-10,13,,2020-11-01
South Korea,,,333,433,337,658,2020-03-02,11,2.7,2020-11-01
Finland,,,336,355,339,410,2020-04-21,43,,2020-11-01
Croatia,,,195,323,244,480,2020-04-19,8,3.1,2020-11-01
Norway,,,264,286,269,340,2020-04-20,16,,2020-11-01
Slovenia,,,134,154,137,192,2020-04-07,6,,2020-11-01
Luxembourg,,,124,146,131,176,2020-04-11,8,,2020-11-01
Cuba,,,100,146,112,230,2020-04-24,6,,2020-11-01
Malaysia,,,128,140,131,153,2020-03-29,8,,2020-11-01
Lithuania,,,86,100,89,121,2020-04-10,6,,2020-11-01
Estonia,,,64,70,67,77,2020-04-02,6,,2020-11-01
Slovakia,,,37,69,46,121,2020-09-03,4,,2020-11-01
Latvia,,,35,45,37,58,2020-04-21,4,0.6,2020-11-01
Malta,,,13,33,21,56,2020-08-30,2,,2020-11-01
Cyprus,,,21,28,24,36,2020-03-30,2,,2020-11-01
Iceland,,,10,12,10,15,2020-03-15,5,,2020-11-01
