country,region,subregion,current_deaths,total_deaths,total_deaths_lower,total_deaths_upper,peak_date,peak_deaths,peak_over_current_deaths_ratio,projection_end_date
US,,,137404,225816,181478,299353,2020-04-17,2614,2.5,2020-11-01
US,NY,,32427,33830,32482,38876,2020-04-07,1081,51.1,2020-11-01
US,CA,,7375,19425,9389,35663,2020-07-14,161,1.1,2020-11-01
US,FL,,4521,17447,8651,30859,2020-08-24,160,1.4,2020-11-01
US,NJ,,15634,16924,15695,19158,2020-06-25,1796,6.2,2020-11-01
US,TX,,3498,14669,9297,28052,2020-07-15,136,0.9,2020-11-01
US,MA,,8368,9127,8498,10654,2020-04-19,302,6.2,2020-11-01
US,PA,,6957,9039,7148,13974,2020-05-05,341,5.3,2020-11-01
US,IL,,7427,8648,7611,10114,2020-07-07,247,17.0,2020-11-01
US,MI,,6330,7928,6434,12396,2020-04-22,241,35.8,2020-11-01
US,GA,,3091,7323,3951,14351,2020-04-07,100,1.3,2020-11-01
US,AZ,,2434,6552,4813,10272,2020-07-07,98,0.7,2020-11-01
US,OH,,3075,5993,3299,13594,2020-04-29,138,7.7,2020-11-01
US,LA,,3461,5852,3752,8283,2020-04-14,129,3.9,2020-11-01
US,VA,,1992,4614,2174,9660,2020-05-28,57,2.1,2020-11-01
US,CT,,4380,4520,4400,4689,2020-04-20,204,14.5,2020-11-01
US,AL,,1211,4499,2753,7013,2020-07-15,47,0.9,2020-11-01
US,MD,,3341,4128,3487,5428,2020-05-02,171,8.4,2020-11-01
US,IN,,2785,4053,2891,7662,2020-05-06,166,4.8,2020-11-01
US,NC,,1589,3883,1888,9246,2020-06-22,55,1.4,2020-11-01
US,SC,,998,3684,2205,6334,2020-04-29,39,6.8,2020-11-01
US,TN,,783,3169,1791,6193,2020-08-26,26,1.6,2020-11-01
US,MS,,1290,2943,1744,4652,2020-07-07,44,1.3,2020-11-01
US,CO,,1744,2526,1801,4961,2020-04-24,122,5.0,2020-11-01
US,MO,,1119,2274,1250,5119,2020-06-18,36,3.4,2020-11-01
US,WA,,1421,2243,1500,4509,2020-04-06,45,1.2,2020-11-01
US,NV,,618,2234,1247,3798,2020-04-07,26,3.2,2020-11-01
US,MN,,1558,2209,1665,3428,2020-06-10,39,2.6,2020-11-01
US,KY,,645,1911,874,4013,2020-05-19,20,1.4,2020-11-01
US,WI,,827,1570,953,4030,2020-05-27,22,10.0,2020-11-01
US,IA,,777,1331,817,2851,2020-05-20,26,0.7,2020-11-01
US,RI,,987,1135,1009,1304,2020-04-17,31,10.0,2020-11-01
US,UT,,233,1125,411,2478,2020-07-14,10,1.3,2020-11-01
US,OR,,247,1082,383,2594,2020-04-09,11,3.3,2020-11-01
US,NM,,557,1069,616,2161,2020-05-24,15,1.3,2020-11-01
US,AR,,335,1045,652,1968,2020-06-18,11,2.0,2020-11-01
US,OK,,432,834,505,1676,2020-04-21,21,1.8,2020-11-01
US,KS,,304,727,342,1777,2020-04-11,13,1.0,2020-11-01
US,DC,,571,698,588,1033,2020-05-08,19,3.7,2020-11-01
US,DE,,521,673,538,1016,2020-06-23,69,3.0,2020-11-01
US,ID,,110,488,198,1118,2020-07-15,7,0.6,2020-11-01
US,NE,,291,457,355,638,2020-06-11,21,0.6,2020-11-01
US,NH,,394,452,400,518,2020-05-07,22,4.0,2020-11-01
US,PR,,171,302,183,715,2020-04-09,9,1.5,2020-11-01
US,MT,,34,216,94,485,2020-03-30,4,,2020-11-01
US,SD,,111,207,137,317,2020-07-10,6,1.0,2020-11-01
US,ME,,114,191,124,424,2020-06-02,5,,2020-11-01
US,ND,,88,169,100,357,2020-05-06,6,,2020-11-01
US,WV,,98,156,106,302,2020-04-20,6,2.0,2020-11-01
US,VT,,56,79,58,156,2020-04-16,4,,2020-11-01
US,HI,,22,53,24,129,2020-07-13,3,,2020-11-01
US,AK,,17,43,18,112,2020-06-26,2,,2020-11-01
US,WY,,22,41,28,70,2020-04-22,4,,2020-11-01
US,VI,,6,14,6,33,2020-05-12,1,,2020-11-01
US,GU,,5,11,5,37,2020-04-11,1,,2020-11-01
US,MP,,2,4,2,11,2020-04-07,1,,2020-11-01
US,AS,,0,,,,,,,2020-11-01
