date,actual_deaths,total_deaths,predicted_deaths_mean,predicted_deaths_lower,predicted_deaths_upper,predicted_total_deaths_mean,predicted_total_deaths_lower,predicted_total_deaths_upper,predicted_new_infected_mean,predicted_new_infected_lower,predicted_new_infected_upper,predicted_current_infected_mean,predicted_current_infected_lower,predicted_current_infected_upper,predicted_total_infected_mean,predicted_total_infected_lower,predicted_total_infected_upper
2020-02-22,,,,,,,,,596,250,750,596,250,750,596,250,750
2020-02-23,,,,,,,,,596,250,750,1192,500,1500,1192,500,1500
2020-02-24,,,,,,,,,596,250,750,1788,750,2250,1788,750,2250
2020-02-25,,,,,,,,,596,250,750,2384,1000,3000,2384,1000,3000
2020-02-26,,,,,,,,,596,250,750,2980,1250,3750,2980,1250,3750
2020-02-27,,,,,,,,,596,250,750,3576,1500,4500,3576,1500,4500
2020-02-28,,,,,,,,,596,250,750,4172,1750,5250,4172,1750,5250
2020-02-29,,,,,,,,,596,250,750,4768,2000,6000,4768,2000,6000
2020-03-01,,,,,,,,,596,250,750,5364,2250,6750,5364,2250,6750
2020-03-02,,,,,,,,,1856,897,2511,7220,3147,9261,7220,3147,9261
2020-03-03,,,,,,,,,1847,895,2492,9066,4042,11753,9066,4042,11753
2020-03-04,,,,,,,,,1971,975,2671,11037,5018,14423,11037,5018,14423
2020-03-05,,,,,,,,,2226,1138,3039,13263,6157,17462,13263,6157,17462
2020-03-06,,,,,,,,,2753,1477,3799,16016,7634,21260,16016,7634,21260
2020-03-07,,,,,,,,,3571,2008,4956,19587,9643,26215,19587,9643,26215
2020-03-08,,,,,,,,,4210,2452,5810,23201,11845,31274,23797,12095,32024
2020-03-09,,,,,,,,,4784,2895,6526,27389,14491,37049,28581,14991,38549
2020-03-10,,,,,,,,,5479,3439,7496,32272,17681,43795,34060,18431,46045
2020-03-11,,,,,,,,,6310,4104,8669,37986,21535,51713,40370,22535,54713
2020-03-12,,,,,,,,,7302,4785,9993,44692,26070,60955,47672,27320,64705
2020-03-13,,,,,,,,,8264,5492,11172,52360,31312,71377,55936,32812,75877
