country,region,daily_deaths,daily_deaths_lower,daily_deaths_upper
US,,1861,1378,2482
US,NY,397,293,533
US,NJ,267,229,348
US,MA,166,126,209
US,PA,117,97,158
US,MI,113,80,147
US,IL,88,65,110
US,CT,81,58,107
US,CA,71,46,96
US,IN,61,50,84
US,MD,53,38,71
US,LA,48,33,64
US,OH,41,30,56
US,FL,39,24,54
US,GA,35,24,46
US,TX,28,20,38
US,CO,26,18,35
US,VA,24,16,31
US,MN,19,13,25
US,NC,18,13,24
US,WA,14,8,24
US,MO,12,8,16
US,AZ,12,8,15
US,AL,10,7,14
US,DC,10,7,14
US,RI,10,7,14
US,SC,9,6,13
US,MS,9,6,12
US,IA,8,6,10
US,NV,8,5,11
US,WI,8,5,11
US,DE,7,5,10
US,KY,7,4,11
US,OK,6,4,9
US,NM,6,4,8
US,TN,4,3,6
US,KS,4,2,6
US,NE,3,2,5
US,NH,3,2,4
US,OR,3,1,4
US,PR,2,1,4
US,AR,2,1,3
US,ME,2,1,3
US,UT,2,1,3
US,WV,2,1,3
US,ID,1,0,2
US,VT,1,0,2
US,HI,1,0,1
US,MT,1,0,1
US,ND,1,0,1
US,SD,1,0,1
US,AK,0,0,1
US,GU,0,0,1
US,MP,0,0,1
US,VI,0,0,1
US,WY,0,0,1
US,AS,,,
