date,actual_deaths,total_deaths,predicted_deaths_mean,predicted_deaths_lower,predicted_deaths_upper,predicted_total_deaths_mean,predicted_total_deaths_lower,predicted_total_deaths_upper,predicted_new_infected_mean,predicted_new_infected_lower,predicted_new_infected_upper,predicted_current_infected_mean,predicted_current_infected_lower,predicted_current_infected_upper,predicted_total_infected_mean,predicted_total_infected_lower,predicted_total_infected_upper
2020-03-02,,,,,,,,,54,25,75,54,25,75,54,25,75
2020-03-03,,,,,,,,,54,25,75,107,50,150,107,50,150
2020-03-04,,,,,,,,,54,25,75,161,75,225,161,75,225
2020-03-05,,,,,,,,,54,25,75,214,100,300,214,100,300
2020-03-06,,,,,,,,,54,25,75,268,125,375,268,125,375
2020-03-07,,,,,,,,,54,25,75,321,150,450,321,150,450
2020-03-08,,,,,,,,,54,25,75,375,175,525,375,175,525
2020-03-09,,,,,,,,,54,25,75,429,200,600,429,200,600
2020-03-10,,,,,,,,,54,25,75,482,225,675,482,225,675
2020-03-11,,,,,,,,,147,74,212,629,299,887,629,299,887
2020-03-12,,,,,,,,,146,74,209,776,374,1095,776,374,1095
2020-03-13,,,,,,,,,154,79,219,929,454,1314,929,454,1314
2020-03-14,,,,,,,,,169,89,241,1098,543,1555,1098,543,1555
2020-03-15,,,,,,,,,200,109,285,1298,652,1839,1298,652,1839
2020-03-16,,,,,,,,,248,140,356,1546,793,2194,1546,793,2194
2020-03-17,,,,,,,,,284,165,403,1777,934,2522,1830,959,2597
2020-03-18,,,,,,,,,312,188,437,2035,1098,2884,2142,1148,3034
2020-03-19,,,,,,,,,344,217,474,2326,1290,3283,2487,1365,3508
2020-03-20,,,,,,,,,381,252,512,2653,1517,3720,2868,1617,4020
2020-03-21,,,,,,,,,424,293,555,3023,1786,4199,3291,1911,4574
2020-03-22,,,,,,,,,464,335,593,3433,2096,4717,3755,2246,5167
2020-03-23,,,,,,,,,499,375,626,3878,2446,5267,4253,2621,5792
2020-03-24,,,,,,,,,531,414,653,4356,2835,5844,4784,3035,6444
2020-03-25,,,,,,,,,561,446,677,4863,3257,6446,5345,3482,7121
2020-03-26,1,1,,,,,,,591,469,708,5307,3652,6942,5936,3952,7828
2020-03-27,1,2,,,,,,,617,495,735,5777,4073,7468,6553,4448,8563
2020-03-28,3,5,,,,,,,638,514,764,6262,4507,8013,7191,4962,9326
2020-03-29,1,6,,,,,,,656,526,785,6749,4945,8557,7847,5488,10111
2020-03-30,0,6,,,,,,,670,539,808,7219,5375,9079,8517,6028,10918
2020-03-31,4,10,,,,,,,682,551,825,7653,5786,9549,9199,6579,11743
2020-04-01,1,11,,,,,,,692,559,842,8061,6179,9988,9891,7138,12584
2020-04-02,1,12,,,,,,,700,568,857,8449,6558,10407,10592,7706,13441
2020-04-03,2,14,,,,,,,706,574,865,8811,6915,10798,11298,8281,14305
2020-04-04,0,14,,,,,,,710,581,871,9141,7244,11157,12008,8862,15176
