country,region,subregion,current_deaths,total_deaths,total_deaths_lower,total_deaths_upper,peak_date,peak_deaths,peak_over_current_deaths_ratio,projection_end_date
US,NY,New York City,21086,22731,21760,26334,2020-04-16,3022,8.0,2020-08-04
US,IL,Cook,3187,9376,5818,13365,2020-05-13,140,1.6,2020-08-04
Canada,,Quebec,3866,7681,4997,12153,2020-05-01,163,1.5,2020-08-04
US,CA,Los Angeles,2053,5155,3176,9526,2020-04-18,79,1.6,2020-08-04
Canada,,Ontario,2129,3467,2491,5871,2020-05-04,120,2.4,2020-08-04
US,PA,Philadelphia,1221,3190,1962,5083,2020-05-01,97,0.7,2020-08-04
US,MI,Wayne,2323,2971,2589,4003,2020-04-22,171,6.5,2020-08-04
US,NY,Suffolk,1814,2666,2101,3985,2020-05-06,226,3.7,2020-08-04
US,NY,Nassau,2082,2532,2229,3460,2020-04-07,338,7.6,2020-08-04
US,MA,Middlesex,1496,2252,1815,3459,2020-04-25,201,2.4,2020-08-04
US,NJ,Essex,1585,1971,1748,2546,2020-04-22,137,7.7,2020-08-04
US,NJ,Bergen,1515,1958,1676,2573,2020-04-22,89,6.1,2020-08-04
US,NY,Westchester,1319,1599,1422,1932,2020-04-06,144,7.5,2020-08-04
US,FL,Miami-Dade,614,1335,861,2317,2020-04-16,37,1.2,2020-08-04
US,CA,Santa Clara,138,196,174,229,2020-04-22,11,,2020-08-04
US,NV,Washoe,48,76,64,91,2020-04-25,5,,2020-08-04
