country,region,daily_deaths,daily_deaths_lower,daily_deaths_upper
US,,1933,1485,2586
US,NY,699,528,951
US,NJ,218,174,349
US,MI,159,136,195
US,MA,94,69,115
US,IL,75,57,94
US,PA,64,55,77
US,CT,61,48,76
US,GA,59,47,70
US,LA,55,41,75
US,CA,49,38,63
US,FL,41,30,59
US,IN,40,33,48
US,CO,33,27,40
US,MD,29,21,36
US,TX,23,18,28
US,OH,22,16,27
US,WA,18,9,27
US,VA,16,13,20
US,MO,14,10,18
US,WI,13,10,16
US,AZ,10,7,13
US,KY,10,7,13
US,NV,10,7,12
US,NC,9,7,12
US,AL,9,7,11
US,MS,9,6,12
US,OK,9,6,12
US,TN,8,6,11
US,MN,8,6,10
US,RI,7,6,9
US,KS,7,4,11
US,SC,7,4,9
US,DC,5,3,6
US,PR,4,3,6
US,IA,4,3,5
US,OR,4,2,5
US,ID,3,3,5
US,DE,3,3,4
US,AR,3,2,4
US,NH,3,2,4
US,SD,3,2,4
US,ME,2,2,3
US,NE,2,1,3
US,NM,2,1,3
US,UT,2,1,2
US,WV,2,1,2
US,GU,1,1,2
US,VT,1,1,2
US,ND,1,1,1
US,AK,1,0,2
US,HI,1,0,2
US,MT,1,0,1
US,MP,0,0,1
US,VI,0,0,0
US,AS,,,
US,WY,,,
