country,region,current_deaths,total_deaths,total_deaths_lower,total_deaths_upper,peak_date,peak_deaths,peak_over_current_deaths_ratio
Brazil,,6761,77557,20968,210605,2020-08-04,887,2.5
United Kingdom,,28205,58194,35498,114118,2020-04-29,4421,1.3
Italy,,28710,43689,33797,65981,2020-03-27,919,1.6
France,,24763,38255,27409,82944,2020-04-15,1440,6.2
Spain,,25100,33171,28025,45775,2020-04-02,961,1.5
Germany,,6812,17049,8933,40084,2020-04-15,510,2.8
Canada,,3684,12937,6245,19661,2020-04-16,251,1.0
Belgium,,7765,11327,9009,18731,2020-04-10,496,4.8
Russia,,1222,10193,4162,24548,2020-05-14,144,2.7
Netherlands,,5003,9773,6229,17891,2020-04-07,234,1.6
Iran,,6156,9420,7204,12783,2020-04-04,158,2.2
Sweden,,2669,8571,4472,21964,2020-04-21,185,5.5
Mexico,,2061,8469,4215,16077,2020-04-23,212,1.3
India,,1323,6838,3187,13589,2020-05-02,100,0.9
Turkey,,3336,5944,4293,11515,2020-04-19,127,1.6
Romania,,771,3329,1745,7223,2020-04-25,34,1.1
Ireland,,1286,3242,1706,7931,2020-04-24,220,2.4
Poland,,664,2778,1025,6064,2020-04-24,40,2.1
Switzerland,,1762,2581,2031,4127,2020-04-04,75,7.1
Portugal,,1023,2572,1643,4414,2020-04-03,37,1.8
Indonesia,,831,2005,1069,4057,2020-04-14,60,0.8
Philippines,,603,1534,742,2803,2020-04-12,50,0.6
Austria,,596,994,718,1615,2020-04-08,30,2.7
Hungary,,335,956,453,2569,2020-04-24,23,1.1
Finland,,220,920,321,2192,2020-04-21,43,4.5
Denmark,,475,825,608,1277,2020-04-04,22,1.0
Czechia,,245,413,351,523,2020-04-14,18,1.8
Croatia,,77,406,171,965,2020-04-19,8,2.0
Norway,,211,368,265,696,2020-04-20,16,7.0
Bulgaria,,72,297,129,670,2020-04-29,6,0.8
Greece,,143,234,182,327,2020-04-03,10,1.3
Slovenia,,94,150,113,223,2020-04-07,6,1.5
Luxembourg,,92,144,114,191,2020-04-11,8,
Estonia,,53,109,88,127,2020-04-02,6,2.0
Lithuania,,46,91,67,120,2020-04-10,6,1.0
Latvia,,16,58,45,77,2020-04-21,4,
Slovakia,,24,52,33,87,2020-04-15,4,1.0
Cyprus,,15,26,20,32,2020-03-30,2,
Malta,,4,11,10,12,2020-04-25,1,
