country,region,subregion,current_deaths,total_deaths,total_deaths_lower,total_deaths_upper,peak_date,peak_deaths,peak_over_current_deaths_ratio,projection_end_date
Brazil,,,51271,129223,89540,222954,2020-06-04,1473,1.5,2020-10-01
India,,,14011,125156,47717,230078,2020-06-16,2003,4.7,2020-10-01
Mexico,,,22584,106793,61438,131821,2020-06-03,1092,1.3,2020-10-01
United Kingdom,,,42731,46974,43609,50321,2020-04-21,1172,67.1,2020-10-01
Italy,,,34657,36926,34999,38936,2020-03-27,919,35.0,2020-10-01
France,,,29666,30674,29707,34596,2020-04-15,1438,39.0,2020-10-01
Pakistan,,,3695,30115,13185,58087,2020-08-30,316,3.0,2020-10-01
Spain,,,28324,29398,28384,31855,2020-06-19,1179,877.0,2020-10-01
Peru,,,8223,24937,14917,35795,2020-06-20,400,0.6,2020-10-01
Russia,,,8196,21376,11953,36915,2020-05-29,232,1.7,2020-10-01
Colombia,,,2426,19323,10772,26251,2020-09-04,220,3.0,2020-10-01
Iran,,,9742,18132,11681,25516,2020-04-04,158,1.2,2020-10-01
Chile,,,4502,18128,12003,29180,2020-06-08,627,7.7,2020-10-01
South Africa,,,1991,16423,7517,23374,2020-08-28,178,2.9,2020-10-01
Canada,,,8494,11515,9068,17545,2020-04-16,251,14.0,2020-10-01
Egypt,,,2278,11343,6127,18731,2020-09-04,109,1.3,2020-10-01
Germany,,,8899,10256,9036,13541,2020-04-15,510,60.2,2020-10-01
Belgium,,,9696,9941,9721,10501,2020-04-10,496,,2020-10-01
Bangladesh,,,1502,9417,5029,15725,2020-08-18,90,2.4,2020-10-01
Indonesia,,,2500,8856,4594,16004,2020-09-28,85,2.4,2020-10-01
Saudi Arabia,,,1307,7912,5052,11022,2020-09-08,84,2.1,2020-10-01
Netherlands,,,6109,6461,6145,6967,2020-04-07,234,,2020-10-01
Argentina,,,1043,6437,2780,12414,2020-09-17,74,2.3,2020-10-01
Sweden,,,5122,6385,5448,8107,2020-04-21,185,8.2,2020-10-01
Ecuador,,,4223,6123,4578,10572,2020-05-10,410,,2020-10-01
Turkey,,,4974,5775,5035,8449,2020-04-19,127,5.0,2020-10-01
Bolivia,,,820,5287,2419,8218,2020-08-21,53,1.1,2020-10-01
China,,,4639,4649,4639,4701,2020-04-17,1290,,2020-10-01
Ukraine,,,1022,3030,1633,4948,2020-06-17,31,2.2,2020-10-01
Poland,,,1359,2938,1782,4367,2020-04-24,40,6.3,2020-10-01
Romania,,,1523,2509,1771,3744,2020-05-08,35,2.1,2020-10-01
Nigeria,,,525,2451,985,4211,2020-06-16,31,3.1,2020-10-01
Philippines,,,1177,2333,1303,4055,2020-04-12,50,1.9,2020-10-01
Switzerland,,,1956,2054,1970,2330,2020-04-04,75,,2020-10-01
Algeria,,,852,2054,1200,4023,2020-04-09,30,3.1,2020-10-01
Portugal,,,1534,1868,1614,2408,2020-04-03,37,8.0,2020-10-01
Ireland,,,1717,1813,1729,2176,2020-04-24,220,27.0,2020-10-01
Honduras,,,395,1652,816,2713,2020-06-22,32,0.5,2020-10-01
Moldova,,,480,1575,994,2212,2020-06-20,14,1.7,2020-10-01
Panama,,,521,1458,760,2572,2020-06-22,20,0.5,2020-10-01
Dominican Republic,,,669,1381,811,3143,2020-04-12,38,1.4,2020-10-01
Japan,,,955,1270,961,1795,2020-05-04,49,,2020-10-01
Belarus,,,351,799,467,1792,2020-06-18,7,1.0,2020-10-01
Hungary,,,572,773,599,1128,2020-04-24,23,6.5,2020-10-01
Austria,,,690,743,705,880,2020-04-08,30,,2020-10-01
Denmark,,,602,679,622,847,2020-04-04,22,8.0,2020-10-01
Bulgaria,,,207,670,352,1052,2020-06-05,12,0.6,2020-10-01
Kuwait,,,330,606,410,931,2020-05-30,11,1.5,2020-10-01
United Arab Emirates,,,303,423,327,712,2020-05-10,13,7.0,2020-10-01
Czechia,,,336,419,347,535,2020-04-14,18,,2020-10-01
Israel,,,307,388,323,616,2020-04-18,13,9.0,2020-10-01
Finland,,,327,368,332,472,2020-04-21,43,10.0,2020-10-01
South Korea,,,281,341,284,540,2020-03-02,11,6.0,2020-10-01
Serbia,,,262,332,281,464,2020-04-01,12,6.0,2020-10-01
Norway,,,248,272,255,316,2020-04-20,16,2.0,2020-10-01
Morocco,,,214,239,223,292,2020-03-27,12,,2020-10-01
Greece,,,190,226,204,288,2020-04-03,10,,2020-10-01
Malaysia,,,121,211,134,404,2020-03-29,8,,2020-10-01
Croatia,,,107,131,114,169,2020-04-19,8,,2020-10-01
Luxembourg,,,110,120,112,141,2020-04-11,8,,2020-10-01
Slovenia,,,109,119,111,143,2020-04-07,6,,2020-10-01
Lithuania,,,76,111,85,164,2020-04-10,6,,2020-10-01
Australia,,,102,110,102,140,2020-04-23,8,,2020-10-01
Cuba,,,85,101,90,127,2020-04-24,6,,2020-10-01
Estonia,,,69,94,76,161,2020-04-02,6,,2020-10-01
Latvia,,,30,56,33,100,2020-04-21,4,,2020-10-01
Slovakia,,,28,36,28,66,2020-04-15,4,,2020-10-01
Cyprus,,,19,28,20,43,2020-03-30,2,,2020-10-01
Iceland,,,10,13,10,21,2020-03-15,5,,2020-10-01
Malta,,,9,11,10,12,2020-05-29,2,,2020-10-01
