country,region,subregion,current_deaths,total_deaths,total_deaths_lower,total_deaths_upper,peak_date,peak_deaths,peak_over_current_deaths_ratio,projection_end_date
Brazil,,,131625,159690,145090,181886,2020-07-29,1595,2.6,2020-11-01
India,,,78586,133956,99364,175672,2020-06-16,2003,,2020-11-01
Mexico,,,70821,89670,81771,100441,2020-06-03,1092,2.9,2020-11-01
United Kingdom,,,41717,42560,41740,46337,2020-04-21,1224,192.8,2020-11-01
Italy,,,35610,36578,35628,40885,2020-03-27,919,115.3,2020-11-01
Peru,,,30526,34113,31407,38760,2020-08-14,4143,4.5,2020-11-01
France,,,30903,32803,30951,41043,2020-04-15,1438,841.8,2020-11-01
Spain,,,29747,32572,29785,42035,2020-06-19,1179,,2020-11-01
Colombia,,,22924,30208,26674,36535,2020-09-09,442,1.7,2020-11-01
Iran,,,23157,27550,24158,32962,2020-07-28,235,1.6,2020-11-01
Russia,,,18517,23371,19067,29712,2020-05-29,232,1.8,2020-11-01
Argentina,,,11352,19485,14764,25786,2020-08-24,381,2.3,2020-11-01
South Africa,,,15447,18509,16773,21686,2020-07-22,572,11.6,2020-11-01
Chile,,,11949,14623,12303,20675,2020-07-17,1057,3.4,2020-11-01
Indonesia,,,8723,13007,10504,18128,2020-07-22,139,1.3,2020-11-01
Ecuador,,,10903,11850,10972,13926,2020-09-07,3852,2.2,2020-11-01
Belgium,,,9925,10093,9941,10659,2020-04-10,496,154.5,2020-11-01
Germany,,,9354,9648,9367,10739,2020-04-15,510,123.2,2020-11-01
Canada,,,9220,9500,9242,10352,2020-04-16,251,,2020-11-01
Bolivia,,,7344,9352,8219,11220,2020-09-07,1656,1.5,2020-11-01
Turkey,,,7056,8777,7208,12058,2020-04-19,127,1.8,2020-11-01
Philippines,,,4371,7419,5576,10305,2020-09-12,184,0.9,2020-11-01
Pakistan,,,6383,6586,6396,6784,2020-06-14,178,31.2,2020-11-01
Egypt,,,5648,6521,5757,8494,2020-06-15,97,3.5,2020-11-01
Netherlands,,,6292,6507,6304,7253,2020-04-07,234,162.8,2020-11-01
Bangladesh,,,4733,6327,5228,8185,2020-06-30,64,1.4,2020-11-01
Ukraine,,,3239,6013,4346,8526,2020-09-12,74,2.2,2020-11-01
Sweden,,,5846,5910,5851,6109,2020-04-14,115,,2020-11-01
Romania,,,4163,5879,4917,7486,2020-09-01,60,1.2,2020-11-01
Saudi Arabia,,,4268,5361,4608,6559,2020-07-05,58,1.5,2020-11-01
China,,,4734,4796,4734,5291,2020-04-17,1290,,2020-11-01
Morocco,,,1578,3325,2191,4986,2020-11-01,45,1.8,2020-11-01
Dominican Republic,,,1968,2763,2270,3605,2020-09-05,39,1.3,2020-11-01
Honduras,,,2079,2708,2288,3430,2020-08-27,56,1.7,2020-11-01
Panama,,,2166,2563,2303,2956,2020-07-24,41,2.4,2020-11-01
Poland,,,2188,2505,2286,2806,2020-04-24,40,3.6,2020-11-01
Switzerland,,,2021,2104,2033,2311,2020-04-04,75,58.0,2020-11-01
Portugal,,,1867,2020,1875,2399,2020-04-03,37,4.3,2020-11-01
Algeria,,,1612,1914,1682,2324,2020-04-09,30,1.6,2020-11-01
Israel,,,1119,1881,1357,3000,2020-08-19,73,1.0,2020-11-01
Japan,,,1448,1856,1564,2355,2020-05-01,29,2.8,2020-11-01
Ireland,,,1784,1821,1790,1935,2020-04-24,220,52.2,2020-11-01
Moldova,,,1123,1494,1267,1895,2020-09-05,16,1.5,2020-11-01
Nigeria,,,1082,1249,1126,1482,2020-06-16,31,2.7,2020-11-01
Bulgaria,,,720,1034,867,1314,2020-08-24,18,2.6,2020-11-01
Australia,,,816,1016,886,1208,2020-09-03,59,2.9,2020-11-01
Belarus,,,750,1014,837,1407,2020-08-16,7,1.0,2020-11-01
Austria,,,756,836,771,1006,2020-04-08,30,9.0,2020-11-01
Serbia,,,733,799,757,865,2020-07-10,18,4.8,2020-11-01
Hungary,,,637,728,653,884,2020-04-24,23,3.4,2020-11-01
Kuwait,,,560,675,586,869,2020-05-30,11,3.6,2020-11-01
Denmark,,,631,669,639,762,2020-04-04,22,14.2,2020-11-01
Czechia,,,456,590,495,763,2020-04-14,18,2.5,2020-11-01
United Arab Emirates,,,399,482,406,685,2020-05-10,13,,2020-11-01
South Korea,,,363,482,372,732,2020-03-02,11,1.0,2020-11-01
Greece,,,305,475,375,664,2020-04-03,10,1.5,2020-11-01
Croatia,,,224,401,302,597,2020-04-19,8,0.9,2020-11-01
Finland,,,337,353,340,401,2020-04-21,43,,2020-11-01
Norway,,,265,283,269,325,2020-04-20,16,,2020-11-01
Slovenia,,,135,151,137,183,2020-04-07,6,,2020-11-01
Cuba,,,108,150,119,222,2020-04-24,6,,2020-11-01
Luxembourg,,,124,140,129,163,2020-04-11,8,,2020-11-01
Malaysia,,,128,137,130,148,2020-03-29,8,,2020-11-01
Lithuania,,,87,96,89,112,2020-04-10,6,1.3,2020-11-01
Estonia,,,64,69,66,74,2020-04-02,6,,2020-11-01
Slovakia,,,38,52,42,72,2020-09-03,4,,2020-11-01
Latvia,,,35,40,36,48,2020-04-21,4,,2020-11-01
Malta,,,15,29,20,46,2020-08-30,2,,2020-11-01
Cyprus,,,22,28,25,35,2020-03-30,2,,2020-11-01
Iceland,,,10,11,10,14,2020-03-15,5,,2020-11-01
