country,region,subregion,daily_deaths,daily_deaths_lower,daily_deaths_upper
India,,,1137.14579046,690,1592
Brazil,,,736.73781408,431,1185
Mexico,,,500.342097292,357,690
Colombia,,,220.268186952,148,325
Argentina,,,197.600363083,124,291
Peru,,,125.08141801,40,231
Iran,,,124.314384629,44,225
Russia,,,106.049549256,21,216
Indonesia,,,96.3709777053,55,162
South Africa,,,86.5096752198,51,139
Philippines,,,72.2205110219,39,120
Chile,,,51.363183754,14,120
Bolivia,,,50.5903010711,29,79
Ukraine,,,48.7241801023,32,66
Turkey,,,40.8223756987,6,90
Spain,,,38.8343809919,1,133
Romania,,,38.8296614921,27,52
Bangladesh,,,35.5617865144,15,61
Ecuador,,,33.0787686148,3,83
Morocco,,,31.149546977,18,47
Saudi Arabia,,,26.8111706264,11,46
France,,,23.4908178171,0,104
Egypt,,,17.3228029851,2,48
Dominican Republic,,,16.7281991748,9,27
Israel,,,14.5970378839,8,24
United Kingdom,,,12.8458355474,0,56
Honduras,,,12.4558953961,6,21
Italy,,,12.2073975364,0,52
Panama,,,11.8214194586,5,20
Japan,,,10.9467845276,4,21
Poland,,,9.73527852239,3,17
Moldova,,,8.13634024639,4,12
Australia,,,8.0814291956,3,14
Algeria,,,7.96461302511,2,15
Bulgaria,,,6.20725469608,4,9
Pakistan,,,6.08499432486,0,12
Belarus,,,5.43981516645,2,10
Germany,,,4.53088231511,0,17
Canada,,,4.22197202337,0,15
Nigeria,,,3.79497174551,1,8
Portugal,,,3.7069155279,0,10
Belgium,,,3.22397386063,0,14
Croatia,,,3.14128210439,2,5
Netherlands,,,3.1318777506,0,13
Greece,,,2.91482472617,1,5
Czechia,,,2.7389749286,1,5
Kuwait,,,2.40991210898,0,5
South Korea,,,2.39447266694,0,7
Hungary,,,1.7866882568,0,4
Sweden,,,1.72834607613,0,6
Austria,,,1.70829181115,0,5
Serbia,,,1.6710923269,0,3
United Arab Emirates,,,1.33446658211,0,4
Switzerland,,,1.27445369411,0,5
Ireland,,,0.91110021774,0,4
Cuba,,,0.895650649602,0,2
China,,,0.723044212173,0,7
Denmark,,,0.576044285759,0,2
Norway,,,0.27022437107,0,1
Luxembourg,,,0.212376718034,0,1
Finland,,,0.209671031726,0,1
Slovenia,,,0.192351018448,0,1
Malta,,,0.180986992136,0,1
Slovakia,,,0.180024386095,0,1
Malaysia,,,0.157871072869,0,1
Lithuania,,,0.148212630088,0,1
Cyprus,,,0.0976502079741,0,1
Estonia,,,0.0727417462721,0,1
Latvia,,,0.0697423545953,0,1
Iceland,,,0.0184085109156,0,1
