country,region,subregion,daily_deaths,daily_deaths_lower,daily_deaths_upper
India,,,1042.40298485,609,1489
Brazil,,,657.616943899,325,1098
Mexico,,,397.037311635,275,581
Argentina,,,328.902326057,192,524
Iran,,,189.827755263,119,296
Colombia,,,172.462307964,105,304
Russia,,,149.10040666,105,338
Spain,,,133.825718592,25,407
Indonesia,,,107.573362022,48,168
Peru,,,87.8206062702,20,175
France,,,73.1427339315,1,367
South Africa,,,68.1609335757,23,149
Ukraine,,,65.3833061394,39,89
Philippines,,,64.3581056327,32,110
Turkey,,,63.8581270092,14,116
Chile,,,52.5247046312,7,150
United Kingdom,,,52.4731661901,2,172
Ecuador,,,43.7887765591,4,103
Romania,,,41.4241816188,25,60
Morocco,,,36.0418022903,21,55
Bolivia,,,34.2131075817,14,59
Israel,,,31.7612320513,15,58
Poland,,,27.2235516495,14,44
Bangladesh,,,27.0462479187,15,54
Saudi Arabia,,,26.9392131798,9,46
Italy,,,21.9179608409,0,95
Czechia,,,17.7410648796,12,25
Honduras,,,16.6844096848,5,30
Canada,,,16.1574394438,2,44
Egypt,,,14.3748380591,1,42
Netherlands,,,14.1042915866,0,43
Belgium,,,12.1094421204,1,42
Hungary,,,11.6883952401,7,17
Germany,,,11.6615900342,0,43
Panama,,,11.4683367365,4,23
Moldova,,,11.0080496155,6,17
Portugal,,,7.62110322921,2,14
Pakistan,,,7.21656977646,1,19
Algeria,,,6.33346183298,1,14
Japan,,,6.30678643429,2,12
Dominican Republic,,,6.2012035116,2,12
Bulgaria,,,6.10290309661,3,9
Belarus,,,5.0165185543,2,10
Greece,,,4.5543484975,3,7
Austria,,,3.44910762985,0,7
Croatia,,,3.23335441168,1,6
Kuwait,,,3.15578737526,0,7
Sweden,,,2.67744916694,0,10
Australia,,,2.66697027718,0,6
South Korea,,,2.45885800503,0,6
Switzerland,,,2.45100513903,0,7
Nigeria,,,2.04080339088,0,5
United Arab Emirates,,,2.0140862253,0,5
Ireland,,,1.5622145688,0,7
Slovakia,,,1.48679413924,1,3
Denmark,,,1.43256039279,0,4
Malta,,,1.13346524467,0,2
Slovenia,,,1.04538068223,0,2
Serbia,,,0.946353260526,0,3
Norway,,,0.715536617692,0,2
Cuba,,,0.611847180677,0,2
Finland,,,0.53934278432,0,1
Lithuania,,,0.518805322239,0,1
Malaysia,,,0.494515755552,0,2
Estonia,,,0.412217514137,0,1
Latvia,,,0.240884770814,0,1
Luxembourg,,,0.230941339452,0,1
China,,,0.138650048724,0,2
Cyprus,,,0.0582455980944,0,1
Iceland,,,0.0390035941237,0,1
