country,region,subregion,daily_deaths,daily_deaths_lower,daily_deaths_upper
Brazil,,,1052.14253395,686,1625
India,,,758.890759917,466,950
Mexico,,,606.233351979,467,785
Colombia,,,303.98525115,201,379
Iran,,,214.866099341,109,321
South Africa,,,186.901479804,129,247
Peru,,,171.208785076,83,291
Russia,,,135.724958989,66,230
Argentina,,,108.340553569,75,139
Indonesia,,,74.8030489129,46,111
Chile,,,71.3166164574,29,144
Bolivia,,,71.2070381696,45,103
United Kingdom,,,65.7950801006,12,145
Honduras,,,39.080624211,26,56
Egypt,,,38.9803787656,15,64
Bangladesh,,,38.1976555182,22,62
Ecuador,,,34.5513988288,9,67
Saudi Arabia,,,29.656109162,15,48
Pakistan,,,29.2905117098,15,51
Romania,,,28.8881865171,21,39
Panama,,,26.5359270674,17,37
Ukraine,,,18.0740245081,12,25
Dominican Republic,,,17.4202525416,9,28
Philippines,,,15.9429626382,4,35
Turkey,,,15.5647915705,3,36
Algeria,,,11.1223056925,4,21
France,,,9.60070983266,0,46
Israel,,,9.1221188073,5,15
Sweden,,,8.91357694364,2,18
Serbia,,,8.25480731405,5,12
Morocco,,,7.80663185244,3,13
Australia,,,7.76421394503,4,14
Poland,,,7.73722260956,3,14
Moldova,,,7.64661473948,4,12
Canada,,,7.50333599184,0,19
Bulgaria,,,7.34168825498,5,11
Italy,,,6.67651269464,0,20
Nigeria,,,6.22571491437,2,12
Belarus,,,4.89689143021,3,8
Germany,,,3.79780139367,0,15
Portugal,,,3.75116012219,0,8
Spain,,,3.68055341772,0,17
Kuwait,,,3.05814773885,1,7
Croatia,,,2.06903778335,1,4
Japan,,,1.95929271933,0,9
Czechia,,,1.78769758694,0,4
China,,,1.40304576964,0,10
United Arab Emirates,,,1.08906128363,0,3
Belgium,,,0.818691496635,0,3
Netherlands,,,0.680166887917,0,2
Austria,,,0.505464242592,0,2
Switzerland,,,0.501969434018,0,2
Hungary,,,0.489473268592,0,2
South Korea,,,0.460735125375,0,2
Ireland,,,0.441518670063,0,2
Denmark,,,0.314195217731,0,1
Greece,,,0.291062728773,0,1
Malaysia,,,0.285589372045,0,1
Luxembourg,,,0.282487447527,0,1
Finland,,,0.221195606214,0,1
Slovenia,,,0.19637047997,0,1
Norway,,,0.136139754196,0,1
Cuba,,,0.133571866692,0,1
Lithuania,,,0.0993494608619,0,1
Latvia,,,0.0870456739662,0,1
Estonia,,,0.0843867510387,0,1
Slovakia,,,0.0484087295904,0,1
Cyprus,,,0.0354920653555,0,1
Malta,,,0.0199453381056,0,1
Iceland,,,0.0155859253611,0,1
