country,region,subregion,daily_deaths,daily_deaths_lower,daily_deaths_upper
US,,,997,744,1312
US,TX,,176.399841966,133,222
US,FL,,152.734228684,107,206
US,CA,,126.456214708,78,181
US,GA,,57.0781594104,36,84
US,AZ,,48.0017575525,32,67
US,SC,,33.4955908989,23,45
US,LA,,29.3283112389,15,48
US,MS,,24.892067452,15,37
US,NC,,23.995477711,14,35
US,OH,,23.1575978361,10,40
US,IL,,20.7935491193,4,47
US,TN,,20.6100823406,14,28
US,AL,,18.9053124523,12,27
US,NV,,17.5512473935,12,25
US,PA,,16.8647289563,3,40
US,MA,,15.3445891055,2,35
US,IN,,15.1358151195,2,35
US,VA,,14.2569564148,3,33
US,WA,,14.0534499562,5,27
US,MD,,11.1796767996,1,27
US,NY,,9.93471831415,0,53
US,MO,,9.69506840482,4,16
US,MI,,9.63271848671,1,23
US,AR,,8.8224651069,5,13
US,PR,,8.67781623369,5,13
US,MN,,8.37607738807,2,19
US,OK,,8.23102486193,5,12
US,IA,,7.47507850721,3,14
US,WI,,7.22864120609,3,13
US,KY,,6.76564843041,3,12
US,CO,,5.91680396468,0,15
US,ID,,5.62596506507,4,8
US,NJ,,5.5044287209,0,16
US,OR,,4.8865348411,3,8
US,NM,,4.7077579527,2,9
US,UT,,4.13264901541,2,6
US,KS,,3.43381208855,1,6
US,WV,,2.63921548673,1,5
US,NE,,2.43480521076,1,5
US,MT,,1.65040608619,1,3
US,CT,,1.54866707737,0,6
US,ND,,1.36937938957,0,3
US,RI,,1.32899980317,0,4
US,HI,,1.23521283208,0,3
US,SD,,1.20801882599,0,3
US,DE,,1.19931317372,0,4
US,NH,,1.01386051793,0,3
US,DC,,0.923462961995,0,3
US,AK,,0.361508434273,0,1
US,WY,,0.34386759816,0,1
US,ME,,0.300109511349,0,1
US,VT,,0.131114225837,0,1
US,VI,,0.126568079164,0,1
US,GU,,0.0773223293323,0,1
US,MP,,0.00836062900322,0,1
US,AS,,,,
