date,actual_deaths,total_deaths,predicted_deaths_mean,predicted_deaths_lower,predicted_deaths_upper,predicted_total_deaths_mean,predicted_total_deaths_lower,predicted_total_deaths_upper,predicted_total_infected_mean,predicted_total_infected_lower,predicted_total_infected_upper
2020-02-10,,,,,,,,,165,100,300
2020-02-11,,,,,,,,,330,200,600
2020-02-12,,,,,,,,,494,300,900
2020-02-13,,,,,,,,,659,400,1200
2020-02-14,,,,,,,,,824,500,1500
2020-02-15,,,,,,,,,989,600,1800
2020-02-16,,,,,,,,,1154,700,2100
2020-02-17,,,,,,,,,1319,800,2400
2020-02-18,,,,,,,,,1483,900,2700
2020-02-19,,,,,,,,,1969,1199,3534
2020-02-20,,,,,,,,,2452,1499,4365
2020-02-21,,,,,,,,,2966,1817,5238
2020-02-22,,,,,,,,,3541,2174,6201
2020-02-23,,,,,,,,,4245,2613,7350
2020-02-24,,,,,,,,,5148,3178,8785
2020-02-25,,,,,,,,,6210,3845,10441
2020-02-26,,,,,,,,,7420,4607,12284
2020-02-27,,,,,,,,,8811,5486,14357
2020-02-28,,,,,,,,,10428,6513,16727
2020-02-29,,,,,,,,,12328,7728,19470
2020-03-01,,,,,,,,,14531,9149,22593
2020-03-02,,,,,,,,,17052,10793,26125
2020-03-03,,,,,,,,,19920,12690,30029
2020-03-04,,,,,,,,,23169,14882,34336
2020-03-05,1,1,,,,,,,26833,17417,39214
2020-03-06,0,1,,,,,,,30922,20310,44521
2020-03-07,0,1,,,,,,,35421,23529,50268
2020-03-08,1,2,,,,,,,40304,27084,56320
2020-03-09,0,2,,,,,,,45528,30985,62727
2020-03-10,1,3,,,,,,,51037,35189,69426
2020-03-11,1,4,,,,,,,56756,39619,76331
2020-03-12,0,4,,,,,,,62606,44200,83362
2020-03-13,7,11,,,,,,,68512,48863,90467
2020-03-14,2,13,,,,,,,74413,53566,97606
2020-03-15,1,14,,,,,,,80260,58234,104723
2020-03-16,0,14,,,,,,,86018,62877,111761
2020-03-17,13,27,,,,,,,91660,67459,118625
2020-03-18,1,28,,,,,,,97168,71949,125300
2020-03-19,13,41,,,,,,,102528,76345,131755
2020-03-20,13,54,,,,,,,107735,80611,138019
2020-03-21,21,75,,,,,,,112783,84727,144087
2020-03-22,23,98,,,,,,,117674,88696,149998
2020-03-23,22,120,,,,,,,122407,92520,155753
2020-03-24,2,122,,,,,,,126985,96167,161362
2020-03-25,31,153,,,,,,,131411,99635,166856
2020-03-26,38,191,,,,,,,135690,102943,172220
2020-03-27,40,231,,,,,,,139825,106094,177490
2020-03-28,33,264,,,,,,,143822,109091,182674
2020-03-29,36,300,,,,,,,147685,111932,187794
2020-03-30,59,359,,,,,,,151420,114599,192848
2020-03-31,74,433,,,,,,,155030,117124,197824
2020-04-01,55,488,,,,,,,158522,119527,202713
2020-04-02,48,536,,,,,,,161899,121797,207552
2020-04-03,55,591,,,,,,,165167,123941,212344
2020-04-04,75,666,,,,,,,168329,125959,217090
2020-04-05,49,715,,,,,,,171390,127854,221790
2020-04-06,50,765,,,,,,,174354,129642,226444
2020-04-07,56,821,,,,,,,177226,131340,231052
2020-04-08,74,895,,,,,,,180007,132945,235615
2020-04-09,53,948,,,,,,,182703,134452,240134
2020-04-10,54,1002,,,,,,,185317,135868,244633
2020-04-11,34,1036,,,,,,,187852,137199,249109
2020-04-12,70,1106,,,,,,,190311,138450,253552
2020-04-13,32,1138,,,,,,,192697,139627,257949
2020-04-14,36,1174,,,,,,,195012,140743,262323
2020-04-15,65,1239,,,,,,,197261,141807,266658
2020-04-16,42,1281,,,,,,,199445,142812,270952
2020-04-17,46,1327,,,,,,,201566,143758,275205
2020-04-18,41,1368,,,,,,,203628,144657,279417
2020-04-19,25,1393,,,,,,,205632,145515,283614
2020-04-20,36,1429,,,,,,,207580,146336,287776
2020-04-21,49,1478,,,,,,,209475,147111,291903
2020-04-22,31,1509,,,,,,,211318,147842,295985
2020-04-23,40,1549,,,,,,,213112,148533,300037
2020-04-24,,,34,22,49,1583,1571,1598,214858,149186,304054
2020-04-25,,,33,21,48,1616,1593,1646,216557,149804,308033
2020-04-26,,,32,20,48,1647,1614,1693,218212,150388,311972
2020-04-27,,,31,19,48,1678,1633,1740,219823,150942,315869
2020-04-28,,,30,18,47,1708,1651,1787,221393,151466,319747
2020-04-29,,,29,17,47,1737,1668,1833,222922,151963,323583
2020-04-30,,,28,16,46,1765,1684,1879,224413,152435,327379
2020-05-01,,,27,15,46,1792,1700,1924,225866,152883,331131
2020-05-02,,,26,14,45,1818,1714,1969,227283,153308,334852
2020-05-03,,,25,13,45,1844,1727,2013,228664,153713,338535
2020-05-04,,,25,12,45,1868,1740,2058,230011,154097,342180
2020-05-05,,,24,11,44,1892,1752,2102,231324,154464,345787
2020-05-06,,,23,11,44,1915,1763,2146,232606,154812,349367
2020-05-07,,,23,10,44,1938,1774,2189,233857,155145,352905
2020-05-08,,,22,10,43,1960,1784,2232,235077,155462,356406
2020-05-09,,,21,9,43,1981,1794,2274,236268,155764,359872
2020-05-10,,,21,9,43,2002,1803,2317,237430,156053,363303
2020-05-11,,,20,8,42,2022,1811,2358,238565,156329,366699
2020-05-12,,,20,8,42,2041,1820,2400,239673,156593,370061
2020-05-13,,,19,7,42,2060,1828,2441,240754,156845,373387
2020-05-14,,,18,7,41,2079,1835,2482,241811,157086,376679
2020-05-15,,,18,6,41,2097,1842,2523,242842,157317,379936
2020-05-16,,,18,6,41,2114,1849,2563,243849,157538,383156
2020-05-17,,,17,6,40,2132,1855,2603,244832,157750,386340
2020-05-18,,,17,5,40,2148,1861,2642,245793,157953,389489
2020-05-19,,,16,5,39,2164,1866,2681,246731,158148,392601
2020-05-20,,,16,5,39,2180,1872,2720,247648,158334,395678
2020-05-21,,,15,5,39,2195,1877,2758,248543,158514,398719
2020-05-22,,,15,4,38,2210,1881,2796,249417,158685,401725
2020-05-23,,,15,4,38,2225,1886,2834,250271,158850,404695
2020-05-24,,,14,4,38,2239,1890,2871,251105,159009,407635
2020-05-25,,,14,4,37,2253,1894,2908,251920,159161,410540
2020-05-26,,,14,3,37,2266,1898,2944,252715,159307,413411
2020-05-27,,,13,3,37,2280,1902,2980,253492,159447,416249
2020-05-28,,,13,3,36,2292,1905,3016,254251,159581,419052
2020-05-29,,,13,3,36,2305,1909,3051,254992,159710,421819
2020-05-30,,,12,3,36,2317,1912,3086,255715,159834,424551
2020-05-31,,,12,3,35,2329,1915,3121,256422,159953,427251
2020-06-01,,,12,2,35,2341,1918,3155,257177,160078,430181
2020-06-02,,,11,2,34,2352,1921,3189,257915,160198,433078
2020-06-03,,,11,2,34,2363,1923,3223,258638,160314,435955
2020-06-04,,,11,2,34,2374,1926,3256,259351,160425,438825
2020-06-05,,,11,2,33,2385,1928,3289,260060,160533,441735
2020-06-06,,,10,2,33,2395,1931,3322,260771,160639,444712
2020-06-07,,,10,2,33,2405,1933,3354,261481,160742,447715
2020-06-08,,,10,2,32,2415,1935,3386,262184,160841,450735
2020-06-09,,,10,2,32,2425,1937,3417,262882,160937,453795
2020-06-10,,,9,1,32,2434,1939,3448,263574,161030,456912
2020-06-11,,,9,1,31,2443,1941,3479,264263,161119,460105
2020-06-12,,,9,1,31,2452,1943,3510,264949,161205,463317
2020-06-13,,,9,1,31,2461,1945,3540,265631,161288,466569
2020-06-14,,,9,1,30,2469,1946,3569,266309,161368,469875
2020-06-15,,,8,1,30,2478,1948,3599,266981,161444,473225
2020-06-16,,,8,1,30,2486,1949,3628,267650,161517,476621
2020-06-17,,,8,1,29,2494,1951,3657,268315,161586,480053
2020-06-18,,,8,1,29,2502,1952,3685,268976,161652,483518
2020-06-19,,,8,1,29,2509,1954,3713,269633,161715,487017
2020-06-20,,,8,1,29,2517,1955,3741,270285,161775,490524
2020-06-21,,,7,1,28,2524,1956,3769,270933,161831,494042
