date,actual_deaths,total_deaths,predicted_deaths_mean,predicted_deaths_lower,predicted_deaths_upper,predicted_total_deaths_mean,predicted_total_deaths_lower,predicted_total_deaths_upper,predicted_total_infected_mean,predicted_total_infected_lower,predicted_total_infected_upper
2020-03-08,,,,,,,,,17,10,35
2020-03-09,,,,,,,,,34,20,70
2020-03-10,,,,,,,,,51,30,105
2020-03-11,,,,,,,,,68,40,140
2020-03-12,,,,,,,,,86,50,175
2020-03-13,,,,,,,,,103,60,210
2020-03-14,,,,,,,,,120,70,245
2020-03-15,,,,,,,,,137,80,280
2020-03-16,,,,,,,,,154,90,315
2020-03-17,,,,,,,,,199,117,399
2020-03-18,,,,,,,,,244,145,481
2020-03-19,,,,,,,,,290,175,566
2020-03-20,,,,,,,,,341,207,655
2020-03-21,,,,,,,,,400,246,754
2020-03-22,,,,,,,,,472,295,867
2020-03-23,,,,,,,,,554,351,987
2020-03-24,,,,,,,,,641,414,1107
2020-03-25,,,,,,,,,735,485,1227
2020-03-26,,,,,,,,,836,564,1351
2020-03-27,,,,,,,,,944,649,1487
2020-03-28,,,,,,,,,1056,734,1637
2020-03-29,,,,,,,,,1171,817,1790
2020-03-30,,,,,,,,,1286,895,1951
2020-03-31,,,,,,,,,1399,969,2114
2020-04-01,1,1,,,,,,,1508,1037,2275
2020-04-02,0,1,,,,,,,1613,1101,2434
2020-04-03,0,1,,,,,,,1713,1159,2586
2020-04-04,0,1,,,,,,,1808,1211,2729
2020-04-05,0,1,,,,,,,1897,1258,2866
2020-04-06,1,2,,,,,,,1981,1302,2995
2020-04-07,0,2,,,,,,,2061,1340,3123
2020-04-08,0,2,,,,,,,2136,1375,3248
2020-04-09,0,2,,,,,,,2207,1408,3367
2020-04-10,0,2,,,,,,,2275,1437,3485
2020-04-11,0,2,,,,,,,2339,1465,3602
2020-04-12,0,2,,,,,,,2401,1490,3717
2020-04-13,0,2,,,,,,,2459,1513,3831
2020-04-14,0,2,,,,,,,2516,1534,3944
2020-04-15,4,6,,,,,,,2570,1554,4057
2020-04-16,2,8,,,,,,,2622,1573,4168
2020-04-17,1,9,,,,,,,2673,1590,4278
2020-04-18,2,11,,,,,,,2721,1607,4388
2020-04-19,1,12,,,,,,,2768,1623,4497
2020-04-20,1,13,,,,,,,2814,1638,4604
2020-04-21,1,14,,,,,,,2858,1652,4711
2020-04-22,0,14,,,,,,,2901,1666,4817
2020-04-23,1,15,,,,,,,2943,1679,4922
2020-04-24,,,1,0,2,16,15,17,2984,1692,5025
2020-04-25,,,1,0,2,17,16,18,3024,1704,5128
2020-04-26,,,1,0,2,18,16,20,3062,1716,5229
2020-04-27,,,1,0,2,19,17,21,3100,1728,5330
2020-04-28,,,1,0,2,20,17,22,3137,1739,5429
2020-04-29,,,1,0,2,21,18,24,3173,1750,5527
2020-04-30,,,1,0,2,21,18,25,3208,1760,5624
2020-05-01,,,1,0,2,22,18,26,3243,1771,5720
2020-05-02,,,1,0,2,23,19,27,3276,1781,5815
2020-05-03,,,1,0,2,23,19,28,3309,1791,5909
2020-05-04,,,1,0,2,24,19,30,3342,1801,6001
2020-05-05,,,1,0,2,25,19,31,3373,1811,6092
2020-05-06,,,1,0,2,25,20,32,3404,1820,6183
2020-05-07,,,1,0,2,26,20,33,3434,1829,6271
2020-05-08,,,1,0,2,26,20,34,3464,1838,6359
2020-05-09,,,1,0,2,27,20,35,3493,1847,6446
2020-05-10,,,0,0,2,27,20,36,3522,1856,6531
2020-05-11,,,0,0,2,28,21,37,3550,1864,6615
2020-05-12,,,0,0,2,28,21,38,3577,1872,6698
2020-05-13,,,0,0,2,29,21,40,3604,1880,6779
2020-05-14,,,0,0,2,29,21,41,3630,1888,6859
2020-05-15,,,0,0,2,29,21,42,3656,1896,6938
2020-05-16,,,0,0,2,30,21,43,3681,1904,7016
2020-05-17,,,0,0,2,30,21,44,3705,1911,7093
2020-05-18,,,0,0,2,31,21,45,3729,1919,7168
2020-05-19,,,0,0,2,31,22,46,3753,1926,7242
2020-05-20,,,0,0,1,31,22,47,3776,1933,7315
2020-05-21,,,0,0,1,32,22,48,3799,1939,7386
2020-05-22,,,0,0,1,32,22,49,3821,1946,7456
2020-05-23,,,0,0,1,32,22,50,3842,1952,7525
2020-05-24,,,0,0,1,33,22,51,3863,1959,7593
2020-05-25,,,0,0,1,33,22,52,3884,1965,7659
2020-05-26,,,0,0,1,33,22,52,3904,1971,7724
2020-05-27,,,0,0,1,34,22,53,3923,1977,7788
2020-05-28,,,0,0,1,34,23,54,3943,1982,7850
2020-05-29,,,0,0,1,34,23,55,3961,1988,7911
2020-05-30,,,0,0,1,35,23,56,3979,1993,7971
2020-05-31,,,0,0,1,35,23,57,3997,1998,8029
2020-06-01,,,0,0,1,35,23,58,4016,2003,8091
2020-06-02,,,0,0,1,36,23,59,4034,2008,8152
2020-06-03,,,0,0,1,36,23,59,4051,2013,8211
2020-06-04,,,0,0,1,36,23,60,4068,2018,8269
2020-06-05,,,0,0,1,36,23,61,4085,2022,8327
2020-06-06,,,0,0,1,37,23,62,4102,2026,8385
2020-06-07,,,0,0,1,37,23,63,4118,2030,8441
2020-06-08,,,0,0,1,37,23,63,4134,2034,8497
2020-06-09,,,0,0,1,37,24,64,4150,2038,8553
2020-06-10,,,0,0,1,38,24,65,4165,2041,8607
2020-06-11,,,0,0,1,38,24,66,4180,2045,8660
2020-06-12,,,0,0,1,38,24,66,4194,2048,8712
2020-06-13,,,0,0,1,38,24,67,4208,2051,8764
2020-06-14,,,0,0,1,38,24,68,4222,2054,8814
2020-06-15,,,0,0,1,39,24,68,4236,2057,8864
2020-06-16,,,0,0,1,39,24,69,4249,2060,8912
2020-06-17,,,0,0,1,39,24,70,4261,2062,8959
2020-06-18,,,0,0,1,39,24,70,4273,2064,9005
2020-06-19,,,0,0,1,39,24,71,4285,2066,9050
2020-06-20,,,0,0,1,40,24,72,4296,2068,9094
2020-06-21,,,0,0,1,40,24,72,4307,2070,9136
2020-06-22,,,0,0,1,40,24,73,4317,2072,9178
2020-06-23,,,0,0,1,40,24,73,4327,2073,9218
2020-06-24,,,0,0,1,40,24,74,4337,2075,9256
2020-06-25,,,0,0,1,41,24,75,4346,2076,9294
2020-06-26,,,0,0,1,41,25,75,4355,2077,9330
2020-06-27,,,0,0,1,41,25,76,4363,2078,9364
2020-06-28,,,0,0,1,41,25,76,4370,2078,9398
2020-06-29,,,0,0,1,41,25,77,4378,2079,9430
2020-06-30,,,0,0,1,41,25,77,4385,2079,9461
2020-07-01,,,0,0,1,42,25,78,4391,2080,9491
