date,actual_deaths,total_deaths,predicted_deaths_mean,predicted_deaths_lower,predicted_deaths_upper,predicted_total_deaths_mean,predicted_total_deaths_lower,predicted_total_deaths_upper,predicted_total_infected_mean,predicted_total_infected_lower,predicted_total_infected_upper
2020-01-22,,,,,,,,,340,250,500
2020-01-23,,,,,,,,,679,500,1000
2020-01-24,,,,,,,,,1019,750,1500
2020-01-25,,,,,,,,,1358,1000,2000
2020-01-26,,,,,,,,,1698,1250,2500
2020-01-27,,,,,,,,,2037,1500,3000
2020-01-28,,,,,,,,,2377,1750,3500
2020-01-29,,,,,,,,,2716,2000,4000
2020-01-30,,,,,,,,,3056,2250,4500
2020-01-31,,,,,,,,,3960,2899,5800
2020-02-01,,,,,,,,,4863,3548,7097
2020-02-02,,,,,,,,,5810,4226,8454
2020-02-03,,,,,,,,,6848,4966,9934
2020-02-04,,,,,,,,,8077,5835,11672
2020-02-05,,,,,,,,,9600,6903,13808
2020-02-06,,,,,,,,,11354,8127,16254
2020-02-07,,,,,,,,,13308,9482,18965
2020-02-08,,,,,,,,,15500,10993,21986
2020-02-09,,,,,,,,,17976,12686,25373
2020-02-10,,,,,,,,,20811,14611,29222
2020-02-11,,,,,,,,,24027,16779,33557
2020-02-12,,,,,,,,,27642,19198,38394
2020-02-13,,,,,,,,,31691,21887,43772
2020-02-14,,,,,,,,,36231,24879,49754
2020-02-15,1,1,,,,,,,41332,28213,56420
2020-02-16,0,1,,,,,,,47058,31925,63843
2020-02-17,0,1,,,,,,,53469,36048,72085
2020-02-18,0,1,,,,,,,60636,40618,81221
2020-02-19,0,1,,,,,,,68642,45680,91340
2020-02-20,0,1,,,,,,,77589,51286,102547
2020-02-21,0,1,,,,,,,87583,57494,114980
2020-02-22,0,1,,,,,,,98740,64362,129198
2020-02-23,0,1,,,,,,,111186,71954,145449
2020-02-24,0,1,,,,,,,125065,80343,164018
2020-02-25,0,1,,,,,,,140540,89607,185231
2020-02-26,1,2,,,,,,,157790,99837,209461
2020-02-27,0,2,,,,,,,177014,111129,237127
2020-02-28,0,2,,,,,,,198430,123588,268703
2020-02-29,0,2,,,,,,,222281,137330,304726
2020-03-01,0,2,,,,,,,248838,152483,345799
2020-03-02,1,3,,,,,,,278396,169190,392591
2020-03-03,1,4,,,,,,,311278,187605,444800
2020-03-04,0,4,,,,,,,347836,207896,502586
2020-03-05,2,6,,,,,,,388439,230252,566317
2020-03-06,3,9,,,,,,,433475,254874,636244
2020-03-07,2,11,,,,,,,483328,281987,711901
2020-03-08,8,19,,,,,,,538355,311830,793174
2020-03-09,0,19,,,,,,,598845,344664,879479
2020-03-10,14,33,,,,,,,664967,380766,969707
2020-03-11,15,48,,,,,,,736711,420420,1065370
2020-03-12,0,48,,,,,,,813839,463940,1168370
2020-03-13,31,79,,,,,,,895846,511595,1278379
2020-03-14,12,91,,,,,,,981970,563650,1391263
2020-03-15,0,91,,,,,,,1071226,620319,1506927
2020-03-16,57,148,,,,,,,1162476,681591,1624322
2020-03-17,0,148,,,,,,,1254527,745956,1742275
2020-03-18,0,148,,,,,,,1346242,810921,1862479
2020-03-19,95,243,,,,,,,1436648,875108,1984166
2020-03-20,207,450,,,,,,,1525005,938270,2104473
2020-03-21,112,562,,,,,,,1610824,999955,2222287
2020-03-22,114,676,,,,,,,1693827,1059010,2336903
2020-03-23,186,862,,,,,,,1773891,1115645,2447767
2020-03-24,240,1102,,,,,,,1850986,1169411,2553310
2020-03-25,231,1333,,,,,,,1925144,1221464,2655547
2020-03-26,365,1698,,,,,,,1996433,1271795,2754538
2020-03-27,299,1997,,,,,,,2064948,1319211,2850701
2020-03-28,320,2317,,,,,,,2130794,1363299,2945003
2020-03-29,294,2611,,,,,,,2194084,1404370,3037216
2020-03-30,419,3030,,,,,,,2254931,1443617,3127310
2020-03-31,502,3532,,,,,,,2313443,1480547,3215854
2020-04-01,511,4043,,,,,,,2369726,1514888,3303123
2020-04-02,1355,5398,,,,,,,2423884,1546821,3389166
2020-04-03,1122,6520,,,,,,,2476015,1576514,3473745
2020-04-04,1054,7574,,,,,,,2526212,1604123,3557011
2020-04-05,519,8093,,,,,,,2574566,1629986,3639801
2020-04-06,833,8926,,,,,,,2621161,1654055,3722018
2020-04-07,1417,10343,,,,,,,2666077,1676501,3803231
2020-04-08,544,10887,,,,,,,2709391,1697404,3883941
2020-04-09,1341,12228,,,,,,,2751176,1716872,3964305
2020-04-10,987,13215,,,,,,,2791500,1735035,4044302
2020-04-11,636,13851,,,,,,,2830430,1752018,4123932
2020-04-12,561,14412,,,,,,,2868026,1767828,4203188
2020-04-13,574,14986,,,,,,,2904348,1782556,4282060
2020-04-14,762,15748,,,,,,,2939451,1796278,4360541
2020-04-15,1440,17188,,,,,,,2973389,1809050,4438621
2020-04-16,753,17941,,,,,,,3006212,1820940,4516295
2020-04-17,762,18703,,,,,,,3037968,1832023,4593171
2020-04-18,642,19345,,,,,,,3068701,1842360,4669679
2020-04-19,399,19744,,,,,,,3098456,1852001,4745612
2020-04-20,548,20292,,,,,,,3127272,1860997,4821060
2020-04-21,537,20829,,,,,,,3155189,1869393,4896059
2020-04-22,544,21373,,,,,,,3182244,1877230,4970604
2020-04-23,516,21889,,,,,,,3208471,1884548,5044688
2020-04-24,,,545,324,861,22434,22213,22750,3233905,1891382,5118304
2020-04-25,,,524,301,847,22958,22515,23597,3258576,1897768,5191390
2020-04-26,,,505,280,833,23463,22796,24429,3282515,1903735,5264001
2020-04-27,,,486,262,828,23949,23058,25257,3305752,1909313,5335995
2020-04-28,,,468,244,818,24417,23303,26074,3328312,1914529,5407486
2020-04-29,,,452,228,813,24869,23531,26886,3350222,1919408,5478477
2020-04-30,,,435,212,807,25304,23744,27693,3371508,1923962,5548976
2020-05-01,,,420,197,804,25724,23942,28497,3392192,1928210,5618980
2020-05-02,,,405,184,800,26130,24126,29296,3412297,1932173,5688482
2020-05-03,,,391,172,797,26521,24299,30092,3431844,1935873,5757478
2020-05-04,,,378,160,793,26899,24459,30885,3450855,1939326,5825964
2020-05-05,,,365,149,789,27264,24609,31673,3469348,1942550,5893936
2020-05-06,,,353,139,785,27616,24748,32458,3487341,1945561,5961390
2020-05-07,,,341,129,781,27957,24878,33238,3504854,1948374,6028322
2020-05-08,,,330,120,777,28287,24999,34015,3521902,1951002,6094729
2020-05-09,,,319,112,769,28606,25112,34783,3538502,1953458,6160606
2020-05-10,,,309,105,765,28915,25217,35548,3554670,1955754,6225952
2020-05-11,,,299,97,760,29214,25315,36307,3570419,1957901,6290762
2020-05-12,,,289,91,755,29503,25406,37061,3585765,1959907,6355035
2020-05-13,,,280,85,750,29783,25491,37811,3600720,1961787,6418767
2020-05-14,,,272,79,746,30055,25571,38556,3615298,1963549,6481956
2020-05-15,,,263,74,741,30318,25645,39297,3629510,1965202,6544599
2020-05-16,,,255,69,736,30574,25715,40033,3643370,1966750,6606695
2020-05-17,,,248,64,731,30821,25780,40764,3656887,1968200,6668242
2020-05-18,,,240,60,727,31062,25840,41490,3670073,1969558,6729238
2020-05-19,,,233,56,720,31295,25897,42210,3682938,1970831,6789681
2020-05-20,,,226,52,715,31521,25950,42924,3695492,1972025,6849571
2020-05-21,,,220,49,710,31741,25999,43634,3707745,1973144,6908904
2020-05-22,,,214,46,705,31955,26046,44339,3719705,1974193,6967682
2020-05-23,,,208,43,700,32162,26089,45039,3731382,1975176,7025903
2020-05-24,,,202,40,695,32364,26129,45734,3742784,1976099,7083565
2020-05-25,,,196,37,690,32560,26167,46424,3753919,1976964,7140669
2020-05-26,,,191,35,685,32751,26202,47108,3764794,1977776,7197214
2020-05-27,,,186,32,680,32936,26234,47788,3775417,1978538,7253200
2020-05-28,,,180,30,675,33117,26265,48462,3785795,1979253,7308627
2020-05-29,,,176,28,670,33292,26293,49132,3795936,1979924,7363494
2020-05-30,,,171,26,664,33463,26320,49796,3805845,1980554,7417802
2020-05-31,,,166,24,659,33630,26345,50454,3815529,1981145,7471552
2020-06-01,,,162,23,654,33792,26368,51108,3825936,1981747,7529857
2020-06-02,,,158,21,649,33950,26390,51756,3836109,1982311,7587575
2020-06-03,,,154,20,643,34104,26411,52398,3846102,1982841,7644781
2020-06-04,,,150,19,638,34254,26430,53035,3855971,1983339,7702251
2020-06-05,,,146,17,632,34400,26447,53667,3865818,1983810,7760700
2020-06-06,,,142,16,627,34542,26464,54294,3875750,1984254,7820184
2020-06-07,,,139,15,621,34681,26480,54915,3885689,1984672,7880362
2020-06-08,,,136,14,616,34817,26495,55530,3895580,1985064,7941200
2020-06-09,,,132,13,610,34949,26508,56140,3905428,1985431,8002589
2020-06-10,,,129,12,605,35078,26521,56744,3915243,1985775,8064346
2020-06-11,,,126,12,599,35204,26533,57343,3925068,1986097,8126688
2020-06-12,,,123,11,594,35327,26545,57936,3934902,1986402,8189599
2020-06-13,,,120,10,588,35447,26555,58524,3944732,1986685,8252988
2020-06-14,,,117,9,583,35564,26565,59106,3954552,1986950,8316801
2020-06-15,,,114,9,577,35678,26575,59683,3964364,1987198,8381031
2020-06-16,,,112,8,572,35790,26584,60254,3974179,1987429,8445724
2020-06-17,,,109,8,566,35899,26592,60819,3984003,1987641,8510847
2020-06-18,,,107,7,563,36005,26600,61382,3993839,1987838,8576460
2020-06-19,,,105,7,559,36110,26607,61941,4003686,1988020,8642543
2020-06-20,,,103,6,556,36213,26614,62497,4013544,1988190,8709081
2020-06-21,,,102,6,555,36315,26620,63051,4023417,1988347,8776077
2020-06-22,,,101,6,562,36416,26627,63613,4033310,1988493,8843538
2020-06-23,,,101,5,569,36517,26632,64181,4043225,1988628,8911458
2020-06-24,,,100,5,571,36618,26638,64751,4053163,1988752,8979831
2020-06-25,,,100,5,571,36717,26643,65322,4063128,1988868,9048651
2020-06-26,,,99,5,580,36817,26648,65901,4073120,1988975,9117905
2020-06-27,,,100,4,590,36916,26653,66490,4083142,1989075,9187590
2020-06-28,,,99,4,595,37016,26658,67085,4093197,1989168,9257676
2020-06-29,,,99,4,600,37115,26662,67684,4103287,1989254,9328109
2020-06-30,,,99,3,605,37214,26666,68289,4113414,1989334,9398864
2020-07-01,,,99,3,614,37312,26670,68902,4123579,1989408,9470062
2020-07-02,,,98,3,619,37411,26673,69521,4133784,1989477,9541667
2020-07-03,,,98,3,625,37509,26676,70145,4144031,1989541,9613567
2020-07-04,,,98,3,629,37607,26679,70774,4154323,1989601,9685748
2020-07-05,,,98,2,634,37706,26682,71407,4164661,1989657,9758189
2020-07-06,,,98,2,638,37804,26685,72045,4175046,1989708,9830880
2020-07-07,,,98,2,643,37902,26688,72687,4185480,1989756,9903813
2020-07-08,,,98,2,648,38000,26690,73334,4195965,1989801,9976972
2020-07-09,,,98,2,652,38099,26692,73985,4206502,1989842,10050342
2020-07-10,,,98,2,656,38197,26694,74641,4217092,1989880,10123914
2020-07-11,,,99,1,661,38296,26696,75302,4227737,1989916,10197680
2020-07-12,,,99,1,666,38394,26698,75967,4238438,1989949,10271705
2020-07-13,,,99,1,670,38493,26699,76637,4249196,1989980,10345930
2020-07-14,,,99,1,675,38592,26701,77312,4260012,1990009,10420427
2020-07-15,,,99,1,680,38691,26702,77991,4270887,1990035,10495269
2020-07-16,,,99,1,684,38791,26703,78674,4281823,1990060,10570367
2020-07-17,,,100,1,689,38891,26705,79362,4292820,1990083,10645728
2020-07-18,,,100,1,693,38991,26706,80055,4303878,1990104,10721365
2020-07-19,,,100,1,697,39091,26707,80751,4314999,1990124,10797268
2020-07-20,,,101,0,701,39191,26708,81452,4326182,1990142,10873602
2020-07-21,,,101,0,705,39292,26708,82156,4337430,1990159,10950272
2020-07-22,,,101,0,708,39394,26709,82863,4348741,1990175,11027518
2020-07-23,,,102,0,712,39495,26710,83575,4360116,1990189,11105029
2020-07-24,,,102,0,716,39598,26711,84291,4371556,1990203,11182985
2020-07-25,,,103,0,719,39700,26711,85010,4383061,1990216,11261337
2020-07-26,,,103,0,722,39803,26712,85731,4394630,1990227,11339906
2020-07-27,,,103,0,725,39907,26713,86456,4406263,1990238,11418640
2020-07-28,,,104,0,727,40010,26713,87182,4417962,1990248,11497968
2020-07-29,,,104,0,730,40115,26714,87911,4429724,1990258,11578295
2020-07-30,,,105,0,732,40220,26714,88643,4441549,1990266,11659548
2020-07-31,,,105,0,734,40325,26714,89376,4453439,1990274,11741778
2020-08-01,,,106,0,736,40431,26715,90111,4465390,1990282,11824613
2020-08-02,,,106,0,738,40538,26715,90849,4477404,1990289,11908386
2020-08-03,,,107,0,740,40645,26716,91589,4489479,1990295,11992391
2020-08-04,,,108,0,742,40752,26716,92331,4501614,1990301,12077562
