date,actual_deaths,total_deaths,predicted_deaths_mean,predicted_deaths_lower,predicted_deaths_upper,predicted_total_deaths_mean,predicted_total_deaths_lower,predicted_total_deaths_upper,predicted_total_infected_mean,predicted_total_infected_lower,predicted_total_infected_upper
2020-02-17,,,,,,,,,132,100,200
2020-02-18,,,,,,,,,263,200,400
2020-02-19,,,,,,,,,395,300,600
2020-02-20,,,,,,,,,526,400,800
2020-02-21,,,,,,,,,658,500,1000
2020-02-22,,,,,,,,,790,600,1200
2020-02-23,,,,,,,,,921,700,1400
2020-02-24,,,,,,,,,1053,800,1600
2020-02-25,,,,,,,,,1184,900,1800
2020-02-26,,,,,,,,,1499,1139,2260
2020-02-27,,,,,,,,,1813,1379,2717
2020-02-28,,,,,,,,,2138,1627,3189
2020-02-29,,,,,,,,,2489,1894,3694
2020-03-01,,,,,,,,,2891,2199,4265
2020-03-02,,,,,,,,,3372,2565,4938
2020-03-03,,,,,,,,,3915,2977,5690
2020-03-04,,,,,,,,,4509,3426,6501
2020-03-05,,,,,,,,,5158,3916,7380
2020-03-06,,,,,,,,,5873,4455,8332
2020-03-07,,,,,,,,,6670,5053,9302
2020-03-08,,,,,,,,,7551,5712,10415
2020-03-09,,,,,,,,,8516,6431,11677
2020-03-10,,,,,,,,,9569,7214,13103
2020-03-11,,,,,,,,,10714,8065,14702
2020-03-12,1,1,,,,,,,11961,8990,16453
2020-03-13,1,2,,,,,,,13311,9994,18356
2020-03-14,1,3,,,,,,,14765,11079,20389
2020-03-15,0,3,,,,,,,16317,12247,22529
2020-03-16,1,4,,,,,,,17964,13498,24737
2020-03-17,1,5,,,,,,,19696,14832,26994
2020-03-18,0,5,,,,,,,21505,16236,29328
2020-03-19,0,5,,,,,,,23377,17696,31775
2020-03-20,0,5,,,,,,,25298,19184,34317
2020-03-21,0,5,,,,,,,27254,20693,36904
2020-03-22,2,7,,,,,,,29233,22211,39537
2020-03-23,1,8,,,,,,,31223,23731,42140
2020-03-24,2,10,,,,,,,33215,25236,44747
2020-03-25,4,14,,,,,,,35202,26728,47306
2020-03-26,2,16,,,,,,,37179,28206,49864
2020-03-27,0,16,,,,,,,39143,29660,52348
2020-03-28,2,18,,,,,,,41093,31078,54805
2020-03-29,4,22,,,,,,,43027,32475,57265
2020-03-30,9,31,,,,,,,44946,33848,59730
2020-03-31,2,33,,,,,,,46850,35177,62196
2020-04-01,10,43,,,,,,,48738,36448,64671
2020-04-02,14,57,,,,,,,50611,37671,67170
2020-04-03,14,71,,,,,,,52470,38832,69692
2020-04-04,8,79,,,,,,,54315,39933,72229
2020-04-05,15,94,,,,,,,56146,40985,74752
2020-04-06,13,107,,,,,,,57964,42000,77285
2020-04-07,22,129,,,,,,,59769,42980,79843
2020-04-08,30,159,,,,,,,61561,43920,82426
2020-04-09,15,174,,,,,,,63342,44822,85033
2020-04-10,7,181,,,,,,,65112,45696,87665
2020-04-11,27,208,,,,,,,66870,46525,90319
2020-04-12,24,232,,,,,,,68618,47315,92997
2020-04-13,13,245,,,,,,,70354,48078,95698
2020-04-14,18,263,,,,,,,72081,48806,98422
2020-04-15,23,286,,,,,,,73798,49497,101167
2020-04-16,28,314,,,,,,,75505,50154,103935
2020-04-17,18,332,,,,,,,77203,50779,106723
2020-04-18,15,347,,,,,,,78892,51374,109533
2020-04-19,13,360,,,,,,,80571,51940,112364
2020-04-20,20,380,,,,,,,82242,52480,115215
2020-04-21,21,401,,,,,,,83904,53000,118084
2020-04-22,25,426,,,,,,,85558,53503,120973
2020-04-23,28,454,,,,,,,87204,53989,123876
2020-04-24,,,19,12,25,473,466,479,88841,54460,126797
2020-04-25,,,19,11,26,491,477,505,90471,54915,129737
2020-04-26,,,18,11,26,510,489,530,92093,55355,132694
2020-04-27,,,18,10,26,528,499,555,93707,55778,135669
2020-04-28,,,18,10,26,546,509,581,95313,56183,138662
2020-04-29,,,18,9,26,564,519,606,96912,56571,141666
2020-04-30,,,18,9,26,582,529,632,98504,56942,144680
2020-05-01,,,18,9,27,600,538,658,100088,57298,147705
2020-05-02,,,18,8,27,618,547,684,101665,57640,150739
2020-05-03,,,18,8,27,635,555,711,103235,57967,153783
2020-05-04,,,17,7,27,653,563,738,104797,58282,156836
2020-05-05,,,17,7,27,670,571,765,106353,58584,159898
2020-05-06,,,17,7,28,688,578,792,107901,58875,162991
2020-05-07,,,17,6,28,705,585,819,109443,59155,166098
2020-05-08,,,17,6,28,722,592,847,110978,59424,169219
2020-05-09,,,17,6,28,739,598,875,112505,59683,172354
2020-05-10,,,17,6,29,756,604,903,114026,59933,175501
2020-05-11,,,17,5,29,773,610,931,115540,60173,178662
2020-05-12,,,17,5,29,789,615,960,117047,60406,181834
2020-05-13,,,17,5,29,806,620,988,118548,60629,185018
2020-05-14,,,17,5,29,822,625,1017,120041,60845,188214
2020-05-15,,,16,4,30,839,630,1046,121528,61054,191421
2020-05-16,,,16,4,30,855,635,1076,123007,61255,194639
2020-05-17,,,16,4,30,872,640,1105,124480,61450,197868
2020-05-18,,,16,4,30,888,644,1134,125946,61638,201106
2020-05-19,,,16,4,30,904,648,1164,127406,61819,204355
2020-05-20,,,16,4,30,920,652,1194,128858,61995,207612
2020-05-21,,,16,3,31,936,656,1224,130304,62164,210898
2020-05-22,,,16,3,31,952,660,1254,131742,62328,214187
2020-05-23,,,16,3,31,968,664,1285,133174,62487,217480
2020-05-24,,,16,3,31,984,667,1315,134599,62640,220776
2020-05-25,,,16,3,31,999,670,1345,136017,62788,224075
2020-05-26,,,16,3,31,1015,673,1376,137427,62931,227377
2020-05-27,,,16,3,31,1030,676,1406,138831,63070,230682
2020-05-28,,,15,2,31,1046,679,1437,140228,63203,233989
2020-05-29,,,15,2,32,1061,682,1468,141618,63332,237298
2020-05-30,,,15,2,32,1077,685,1500,143000,63457,240609
2020-05-31,,,15,2,32,1092,688,1531,144375,63577,243922
2020-06-01,,,15,2,32,1107,690,1562,145878,63707,247658
2020-06-02,,,15,2,32,1122,692,1594,147372,63831,251396
2020-06-03,,,15,2,32,1137,695,1626,148866,63953,255177
2020-06-04,,,15,2,32,1152,697,1658,150367,64071,259029
2020-06-05,,,15,2,32,1167,699,1689,151891,64189,262993
2020-06-06,,,15,2,33,1182,701,1722,153453,64307,267166
2020-06-07,,,15,2,33,1197,703,1754,155041,64424,271498
2020-06-08,,,15,1,33,1212,705,1786,156648,64539,275968
2020-06-09,,,15,1,33,1226,707,1818,158274,64652,280585
2020-06-10,,,15,1,33,1241,709,1851,159922,64763,285362
2020-06-11,,,15,1,33,1255,711,1883,161598,64873,290335
2020-06-12,,,14,1,33,1270,712,1916,163302,64979,295507
2020-06-13,,,14,1,33,1284,714,1949,165032,65081,300870
2020-06-14,,,14,1,33,1299,716,1982,166788,65179,306425
2020-06-15,,,14,1,33,1313,717,2015,168570,65273,312180
2020-06-16,,,14,1,33,1327,719,2048,170381,65363,318149
2020-06-17,,,14,1,34,1341,720,2081,172221,65449,324343
2020-06-18,,,14,1,34,1355,722,2114,174092,65530,330767
2020-06-19,,,14,1,34,1369,723,2147,175993,65608,337425
2020-06-20,,,14,1,34,1383,724,2181,177926,65682,344325
2020-06-21,,,14,1,35,1398,725,2215,179891,65752,351476
2020-06-22,,,14,1,36,1412,727,2250,181889,65818,358890
2020-06-23,,,15,1,36,1427,728,2286,183922,65880,366575
2020-06-24,,,15,1,37,1441,729,2323,185989,65938,374540
2020-06-25,,,15,1,38,1456,730,2360,188094,65994,382807
2020-06-26,,,15,1,39,1471,732,2399,190238,66046,391375
2020-06-27,,,15,1,41,1487,733,2440,192420,66095,400254
2020-06-28,,,16,1,42,1502,734,2482,194644,66142,409456
2020-06-29,,,16,1,44,1518,735,2525,196909,66186,418992
2020-06-30,,,16,1,45,1534,736,2569,199218,66228,428875
2020-07-01,,,16,1,47,1551,737,2616,201572,66267,439115
2020-07-02,,,17,1,49,1567,738,2664,203972,66305,449726
2020-07-03,,,17,1,51,1584,740,2714,206420,66340,460721
2020-07-04,,,17,1,52,1601,741,2766,208917,66373,472114
2020-07-05,,,17,1,54,1618,742,2820,211466,66404,483918
2020-07-06,,,18,0,56,1636,743,2875,214067,66434,496148
2020-07-07,,,18,0,58,1654,744,2933,216722,66461,508819
2020-07-08,,,18,0,60,1672,744,2993,219434,66488,521947
2020-07-09,,,18,0,63,1690,745,3055,222203,66513,535547
2020-07-10,,,19,0,65,1709,746,3120,225032,66536,549635
2020-07-11,,,19,0,67,1728,747,3187,227922,66558,564230
2020-07-12,,,19,0,70,1747,748,3256,230876,66579,579347
2020-07-13,,,20,0,72,1767,748,3328,233896,66599,595006
2020-07-14,,,20,0,75,1787,749,3402,236983,66618,611225
2020-07-15,,,20,0,78,1807,750,3479,240139,66636,628023
2020-07-16,,,21,0,81,1828,750,3559,243368,66653,645420
2020-07-17,,,21,0,83,1849,751,3642,246670,66669,663437
2020-07-18,,,21,0,87,1871,751,3728,250049,66684,682095
2020-07-19,,,22,0,90,1893,752,3817,253506,66699,701415
2020-07-20,,,22,0,93,1915,752,3910,257045,66712,721420
2020-07-21,,,23,0,96,1938,753,4006,260667,66725,742133
2020-07-22,,,23,0,100,1961,753,4105,264375,66737,763577
2020-07-23,,,24,0,103,1984,754,4208,268172,66749,785779
2020-07-24,,,24,0,107,2008,754,4314,272060,66760,808761
2020-07-25,,,25,0,111,2033,754,4424,276042,66770,832552
2020-07-26,,,25,0,115,2058,755,4539,280122,66780,857176
2020-07-27,,,26,0,119,2083,755,4657,284301,66789,882662
2020-07-28,,,26,0,123,2109,755,4780,288583,66798,909039
2020-07-29,,,27,0,128,2136,756,4907,292971,66807,936334
2020-07-30,,,27,0,132,2163,756,5039,297468,66815,964578
2020-07-31,,,28,0,137,2191,756,5176,302078,66822,993801
2020-08-01,,,28,0,142,2219,756,5317,306803,66829,1024035
2020-08-02,,,29,0,147,2248,757,5463,311647,66836,1055313
2020-08-03,,,30,0,152,2278,757,5615,316613,66842,1087666
2020-08-04,,,30,0,158,2308,757,5772,321706,66848,1121130
