date,actual_deaths,total_deaths,predicted_deaths_mean,predicted_deaths_lower,predicted_deaths_upper,predicted_total_deaths_mean,predicted_total_deaths_lower,predicted_total_deaths_upper,predicted_total_infected_mean,predicted_total_infected_lower,predicted_total_infected_upper
2020-02-22,,,,,,,,,819,500,1000
2020-02-23,,,,,,,,,1637,1000,2000
2020-02-24,,,,,,,,,2456,1500,3000
2020-02-25,,,,,,,,,3275,2000,4000
2020-02-26,,,,,,,,,4093,2500,5000
2020-02-27,,,,,,,,,4912,3000,6000
2020-02-28,,,,,,,,,5731,3500,7000
2020-02-29,,,,,,,,,6550,4000,8000
2020-03-01,,,,,,,,,7368,4500,9000
2020-03-02,,,,,,,,,9385,5799,11400
2020-03-03,,,,,,,,,11394,7095,13792
2020-03-04,,,,,,,,,13484,8449,16272
2020-03-05,,,,,,,,,15741,9927,18940
2020-03-06,,,,,,,,,18346,11661,21995
2020-03-07,,,,,,,,,21493,13791,25653
2020-03-08,,,,,,,,,25053,16229,29769
2020-03-09,,,,,,,,,28953,18930,34256
2020-03-10,,,,,,,,,33240,21936,39159
2020-03-11,,,,,,,,,37975,25304,44540
2020-03-12,,,,,,,,,43270,29128,50515
2020-03-13,,,,,,,,,49147,33432,57106
2020-03-14,,,,,,,,,55606,38228,64308
2020-03-15,,,,,,,,,62677,43552,72147
2020-03-16,,,,,,,,,70413,49466,80673
2020-03-17,1,1,,,,,,,78889,56044,89960
2020-03-18,2,3,,,,,,,88163,63352,100162
2020-03-19,3,6,,,,,,,98280,71445,111368
2020-03-20,5,11,,,,,,,109289,80359,123640
2020-03-21,4,15,,,,,,,121250,90137,137055
2020-03-22,10,25,,,,,,,134231,100894,151702
2020-03-23,9,34,,,,,,,148302,112707,167664
2020-03-24,12,46,,,,,,,163526,125643,185022
2020-03-25,13,59,,,,,,,179963,139669,203863
2020-03-26,18,77,,,,,,,197672,154701,224293
2020-03-27,15,92,,,,,,,216712,170670,246333
2020-03-28,19,111,,,,,,,237132,187549,270057
2020-03-29,25,136,,,,,,,258973,205263,295438
2020-03-30,23,159,,,,,,,282255,224205,322527
2020-03-31,42,201,,,,,,,306982,244106,351450
2020-04-01,39,240,,,,,,,333140,264722,382160
2020-04-02,84,324,,,,,,,360690,285940,414930
2020-04-03,35,359,,,,,,,389569,307483,450478
2020-04-04,86,445,,,,,,,419693,329398,488768
2020-04-05,41,486,,,,,,,450956,351394,529852
2020-04-06,78,564,,,,,,,483232,373365,573599
2020-04-07,122,686,,,,,,,516383,395123,619853
2020-04-08,133,819,,,,,,,550264,416711,668245
2020-04-09,131,950,,,,,,,584726,437961,718754
2020-04-10,107,1057,,,,,,,619626,458674,770904
2020-04-11,67,1124,,,,,,,654836,478876,824532
2020-04-12,99,1223,,,,,,,690240,498511,879281
2020-04-13,105,1328,,,,,,,725742,517655,935141
2020-04-14,204,1532,,,,,,,761260,536283,991919
2020-04-15,204,1736,,,,,,,796728,554539,1049590
2020-04-16,188,1924,,,,,,,832088,572248,1107904
2020-04-17,217,2141,,,,,,,867292,589406,1166886
2020-04-18,213,2354,,,,,,,902299,606020,1226597
2020-04-19,108,2462,,,,,,,937077,622208,1287185
2020-04-20,125,2587,,,,,,,971597,637917,1348271
2020-04-21,154,2741,,,,,,,1005835,653138,1409514
2020-04-22,165,2906,,,,,,,1039771,667879,1470487
2020-04-23,425,3331,,,,,,,1073389,682102,1531498
2020-04-24,,,274,209,332,3605,3540,3663,1106674,695843,1592948
2020-04-25,,,286,213,358,3891,3753,4021,1139617,709226,1654473
2020-04-26,,,298,216,383,4189,3969,4404,1172206,722257,1716163
2020-04-27,,,309,217,409,4498,4187,4812,1204436,734837,1777907
2020-04-28,,,319,217,434,4817,4404,5245,1236301,747028,1839899
