date,actual_deaths,total_deaths,predicted_deaths_mean,predicted_deaths_lower,predicted_deaths_upper,predicted_total_deaths_mean,predicted_total_deaths_lower,predicted_total_deaths_upper,predicted_total_infected_mean,predicted_total_infected_lower,predicted_total_infected_upper
2020-03-01,,,,,,,,,69,50,75
2020-03-02,,,,,,,,,138,100,150
2020-03-03,,,,,,,,,207,150,225
2020-03-04,,,,,,,,,276,200,300
2020-03-05,,,,,,,,,345,250,375
2020-03-06,,,,,,,,,414,300,450
2020-03-07,,,,,,,,,483,350,525
2020-03-08,,,,,,,,,552,400,600
2020-03-09,,,,,,,,,621,450,675
2020-03-10,,,,,,,,,783,576,887
2020-03-11,,,,,,,,,939,702,1088
2020-03-12,,,,,,,,,1092,828,1284
2020-03-13,,,,,,,,,1248,957,1487
2020-03-14,,,,,,,,,1415,1092,1706
2020-03-15,,,,,,,,,1599,1236,1953
2020-03-16,,,,,,,,,1787,1384,2202
2020-03-17,,,,,,,,,1973,1533,2449
2020-03-18,,,,,,,,,2158,1683,2691
2020-03-19,,,,,,,,,2340,1832,2926
2020-03-20,,,,,,,,,2522,1981,3155
2020-03-21,,,,,,,,,2703,2131,3378
2020-03-22,,,,,,,,,2881,2281,3594
2020-03-23,,,,,,,,,3057,2430,3801
2020-03-24,,,,,,,,,3231,2576,4003
2020-03-25,1,1,,,,,,,3402,2719,4201
2020-03-26,0,1,,,,,,,3571,2858,4397
2020-03-27,0,1,,,,,,,3737,2993,4593
2020-03-28,0,1,,,,,,,3902,3125,4788
2020-03-29,2,3,,,,,,,4065,3254,4982
2020-03-30,0,3,,,,,,,4225,3377,5176
2020-03-31,1,4,,,,,,,4383,3497,5370
2020-04-01,1,5,,,,,,,4540,3613,5564
2020-04-02,6,11,,,,,,,4694,3726,5757
2020-04-03,1,12,,,,,,,4847,3836,5951
2020-04-04,1,13,,,,,,,4997,3942,6144
2020-04-05,2,15,,,,,,,5146,4047,6336
2020-04-06,4,19,,,,,,,5293,4148,6527
2020-04-07,2,21,,,,,,,5439,4247,6718
2020-04-08,3,24,,,,,,,5582,4344,6908
2020-04-09,0,24,,,,,,,5724,4439,7097
2020-04-10,0,24,,,,,,,5864,4532,7285
2020-04-11,0,24,,,,,,,6002,4624,7472
2020-04-12,1,25,,,,,,,6139,4713,7657
2020-04-13,3,28,,,,,,,6273,4801,7842
2020-04-14,3,31,,,,,,,6406,4887,8024
2020-04-15,4,35,,,,,,,6538,4971,8206
2020-04-16,1,36,,,,,,,6668,5055,8386
2020-04-17,2,38,,,,,,,6796,5136,8564
2020-04-18,0,38,,,,,,,6922,5216,8741
2020-04-19,2,40,,,,,,,7047,5295,8916
2020-04-20,0,40,,,,,,,7170,5373,9089
2020-04-21,3,43,,,,,,,7291,5449,9261
2020-04-22,1,44,,,,,,,7411,5525,9430
2020-04-23,1,45,,,,,,,7529,5599,9598
2020-04-24,,,2,1,2,47,46,47,7646,5671,9764
2020-04-25,,,2,1,2,48,47,49,7761,5743,9929
2020-04-26,,,2,1,2,50,48,51,7874,5813,10091
2020-04-27,,,1,1,2,51,49,53,7985,5882,10251
2020-04-28,,,1,1,2,53,50,55,8095,5950,10410
2020-04-29,,,1,0,2,54,51,57,8204,6017,10566
2020-04-30,,,1,0,2,55,52,59,8310,6083,10721
2020-05-01,,,1,0,2,57,53,61,8415,6148,10873
2020-05-02,,,1,0,2,58,54,63,8519,6212,11023
2020-05-03,,,1,0,2,60,55,65,8620,6274,11172
2020-05-04,,,1,0,2,61,56,66,8721,6336,11318
2020-05-05,,,1,0,2,62,56,68,8819,6396,11462
2020-05-06,,,1,0,2,64,57,70,8916,6456,11604
2020-05-07,,,1,0,2,65,58,72,9011,6514,11744
2020-05-08,,,1,0,2,66,59,74,9105,6571,11882
2020-05-09,,,1,0,2,68,60,75,9197,6627,12017
2020-05-10,,,1,0,2,69,61,77,9287,6683,12151
2020-05-11,,,1,0,2,70,61,79,9376,6737,12282
2020-05-12,,,1,0,2,71,62,81,9463,6790,12411
2020-05-13,,,1,0,2,73,63,82,9549,6842,12538
2020-05-14,,,1,0,2,74,64,84,9633,6893,12663
2020-05-15,,,1,0,2,75,64,86,9715,6943,12786
2020-05-16,,,1,0,2,76,65,87,9795,6992,12906
2020-05-17,,,1,0,2,77,66,89,9874,7040,13024
2020-05-18,,,1,0,2,78,67,91,9952,7087,13140
2020-05-19,,,1,0,2,79,67,92,10028,7133,13254
2020-05-20,,,1,0,2,81,68,94,10102,7177,13366
2020-05-21,,,1,0,2,82,69,95,10174,7221,13475
2020-05-22,,,1,0,2,83,69,97,10245,7264,13582
2020-05-23,,,1,0,2,84,70,99,10315,7306,13687
2020-05-24,,,1,0,2,85,71,100,10382,7347,13790
2020-05-25,,,1,0,2,86,71,102,10448,7386,13890
2020-05-26,,,1,0,2,87,72,103,10513,7425,13988
2020-05-27,,,1,0,2,88,72,104,10576,7463,14084
2020-05-28,,,1,0,2,89,73,106,10637,7499,14178
2020-05-29,,,1,0,2,90,74,107,10697,7535,14269
2020-05-30,,,1,0,2,91,74,109,10755,7570,14359
2020-05-31,,,1,0,2,92,75,110,10811,7603,14446
2020-06-01,,,1,0,2,92,75,111,10870,7638,14530
2020-06-02,,,1,0,2,93,76,113,10926,7671,14613
2020-06-03,,,1,0,2,94,76,114,10982,7704,14693
2020-06-04,,,1,0,2,95,77,115,11036,7736,14771
2020-06-05,,,1,0,2,96,77,116,11088,7766,14847
2020-06-06,,,1,0,2,97,78,118,11140,7797,14920
2020-06-07,,,1,0,2,98,78,119,11191,7826,14992
2020-06-08,,,1,0,2,98,79,120,11240,7854,15063
2020-06-09,,,1,0,2,99,79,121,11288,7882,15133
2020-06-10,,,1,0,2,100,80,122,11334,7908,15201
2020-06-11,,,1,0,2,101,80,123,11379,7933,15269
2020-06-12,,,1,0,2,101,81,125,11423,7958,15335
2020-06-13,,,1,0,2,102,81,126,11465,7981,15399
2020-06-14,,,1,0,2,103,82,127,11506,8004,15462
2020-06-15,,,1,0,2,103,82,128,11545,8025,15524
2020-06-16,,,1,0,2,104,82,129,11582,8046,15583
2020-06-17,,,1,0,1,105,83,130,11618,8065,15641
2020-06-18,,,1,0,1,105,83,131,11652,8083,15698
2020-06-19,,,1,0,1,106,83,132,11685,8100,15752
2020-06-20,,,1,0,1,107,84,132,11716,8117,15804
2020-06-21,,,1,0,1,107,84,133,11745,8132,15855
2020-06-22,,,1,0,1,108,84,134,11773,8145,15903
2020-06-23,,,1,0,1,108,85,135,11799,8158,15949
2020-06-24,,,1,0,1,109,85,136,11823,8170,15994
2020-06-25,,,1,0,1,109,85,137,11846,8181,16036
2020-06-26,,,1,0,1,110,86,138,11866,8190,16077
2020-06-27,,,1,0,1,111,86,138,11885,8199,16116
2020-06-28,,,1,0,1,111,86,139,11903,8206,16153
2020-06-29,,,1,0,1,112,87,140,11920,8213,16189
2020-06-30,,,0,0,1,112,87,140,11936,8220,16222
2020-07-01,,,0,0,1,112,87,141,11950,8226,16254
2020-07-02,,,0,0,1,113,88,142,11963,8231,16284
2020-07-03,,,0,0,1,113,88,142,11976,8236,16313
2020-07-04,,,0,0,1,114,88,143,11988,8240,16340
2020-07-05,,,0,0,1,114,88,144,11998,8243,16366
2020-07-06,,,0,0,1,115,88,144,12009,8247,16390
2020-07-07,,,0,0,1,115,89,145,12018,8250,16413
2020-07-08,,,0,0,1,115,89,146,12027,8252,16435
2020-07-09,,,0,0,1,116,89,146,12035,8255,16456
2020-07-10,,,0,0,1,116,89,147,12043,8257,16476
2020-07-11,,,0,0,1,116,89,147,12050,8258,16495
2020-07-12,,,0,0,1,117,90,148,12057,8260,16512
2020-07-13,,,0,0,1,117,90,148,12063,8261,16529
2020-07-14,,,0,0,1,117,90,149,12069,8263,16545
2020-07-15,,,0,0,1,118,90,149,12075,8264,16561
2020-07-16,,,0,0,1,118,90,150,12080,8265,16575
2020-07-17,,,0,0,1,118,90,150,12085,8266,16589
2020-07-18,,,0,0,1,118,90,151,12089,8267,16602
2020-07-19,,,0,0,1,118,90,151,12094,8267,16615
2020-07-20,,,0,0,1,119,91,151,12098,8268,16627
2020-07-21,,,0,0,1,119,91,152,12101,8269,16638
2020-07-22,,,0,0,1,119,91,152,12105,8269,16649
2020-07-23,,,0,0,1,119,91,152,12108,8269,16659
2020-07-24,,,0,0,1,119,91,153,12111,8270,16669
2020-07-25,,,0,0,1,119,91,153,12114,8270,16678
2020-07-26,,,0,0,1,120,91,153,12117,8271,16687
2020-07-27,,,0,0,1,120,91,153,12120,8271,16695
2020-07-28,,,0,0,1,120,91,154,12122,8271,16703
2020-07-29,,,0,0,1,120,91,154,12124,8271,16711
2020-07-30,,,0,0,1,120,91,154,12126,8271,16718
2020-07-31,,,0,0,1,120,91,154,12128,8272,16725
2020-08-01,,,0,0,1,120,91,155,12130,8272,16731
2020-08-02,,,0,0,1,120,91,155,12132,8272,16738
2020-08-03,,,0,0,1,120,91,155,12134,8272,16744
2020-08-04,,,0,0,1,120,91,155,12136,8272,16749
