date,actual_deaths,total_deaths,predicted_deaths_mean,predicted_deaths_lower,predicted_deaths_upper,predicted_total_deaths_mean,predicted_total_deaths_lower,predicted_total_deaths_upper,predicted_total_infected_mean,predicted_total_infected_lower,predicted_total_infected_upper
2020-02-16,,,,,,,,,123,100,200
2020-02-17,,,,,,,,,245,200,400
2020-02-18,,,,,,,,,368,300,600
2020-02-19,,,,,,,,,491,400,800
2020-02-20,,,,,,,,,613,500,1000
2020-02-21,,,,,,,,,736,600,1200
2020-02-22,,,,,,,,,859,700,1400
2020-02-23,,,,,,,,,981,800,1600
2020-02-24,,,,,,,,,1104,900,1800
2020-02-25,,,,,,,,,1444,1159,2353
2020-02-26,,,,,,,,,1782,1417,2902
2020-02-27,,,,,,,,,2138,1687,3479
2020-02-28,,,,,,,,,2531,1982,4112
2020-02-29,,,,,,,,,3001,2326,4864
2020-03-01,,,,,,,,,3589,2749,5797
2020-03-02,,,,,,,,,4270,3231,6866
2020-03-03,,,,,,,,,5029,3764,8047
2020-03-04,,,,,,,,,5884,4355,9356
2020-03-05,,,,,,,,,6850,5013,10812
2020-03-06,,,,,,,,,7954,5756,12460
2020-03-07,,,,,,,,,9198,6586,14295
2020-03-08,,,,,,,,,10580,7502,16301
2020-03-09,,,,,,,,,12103,8509,18486
2020-03-10,,,,,,,,,13770,9611,20816
2020-03-11,1,1,,,,,,,15586,10815,23328
2020-03-12,0,1,,,,,,,17547,12124,26002
2020-03-13,3,4,,,,,,,19641,13540,28833
2020-03-14,1,5,,,,,,,21854,15048,31806
2020-03-15,0,5,,,,,,,24170,16656,34890
2020-03-16,0,5,,,,,,,26573,18332,38100
2020-03-17,0,5,,,,,,,29043,20071,41427
2020-03-18,14,19,,,,,,,31558,21839,44860
2020-03-19,6,25,,,,,,,34098,23633,48361
2020-03-20,7,32,,,,,,,36642,25435,51888
2020-03-21,6,38,,,,,,,39176,27243,55389
2020-03-22,10,48,,,,,,,41688,29040,58848
2020-03-23,1,49,,,,,,,44169,30798,62259
2020-03-24,6,55,,,,,,,46613,32517,65633
2020-03-25,3,58,,,,,,,49013,34200,68928
2020-03-26,20,78,,,,,,,51366,35830,72186
2020-03-27,9,87,,,,,,,53670,37411,75379
2020-03-28,15,102,,,,,,,55925,38925,78558
2020-03-29,12,114,,,,,,,58129,40374,81718
2020-03-30,8,122,,,,,,,60282,41755,84802
2020-03-31,14,136,,,,,,,62386,43078,87846
2020-04-01,21,157,,,,,,,64440,44328,90877
2020-04-02,13,170,,,,,,,66447,45510,93862
2020-04-03,11,181,,,,,,,68407,46632,96820
2020-04-04,10,191,,,,,,,70322,47687,99755
2020-04-05,7,198,,,,,,,72193,48687,102657
2020-04-06,11,209,,,,,,,74022,49628,105535
2020-04-07,12,221,,,,,,,75810,50518,108396
2020-04-08,19,240,,,,,,,77559,51361,111219
2020-04-09,40,280,,,,,,,79270,52157,114035
2020-04-10,26,306,,,,,,,80944,52906,116837
2020-04-11,21,327,,,,,,,82583,53612,119633
2020-04-12,46,373,,,,,,,84188,54278,122395
2020-04-13,26,399,,,,,,,85761,54909,125143
2020-04-14,60,459,,,,,,,87302,55511,127880
2020-04-15,10,469,,,,,,,88812,56085,130605
2020-04-16,27,496,,,,,,,90293,56633,133320
2020-04-17,24,520,,,,,,,91746,57146,136022
2020-04-18,15,535,,,,,,,93172,57632,138711
2020-04-19,47,582,,,,,,,94571,58092,141382
2020-04-20,8,590,,,,,,,95945,58526,144043
2020-04-21,26,616,,,,,,,97294,58938,146696
2020-04-22,19,635,,,,,,,98619,59329,149331
2020-04-23,12,647,,,,,,,99921,59700,151947
2020-04-24,,,20,11,30,667,658,677,101200,60053,154550
2020-04-25,,,20,11,30,687,670,707,102458,60390,157138
2020-04-26,,,19,10,30,706,680,736,103694,60711,159713
2020-04-27,,,19,10,30,725,691,765,104910,61016,162274
2020-04-28,,,18,9,29,743,700,794,106106,61308,164818
2020-04-29,,,18,8,29,761,709,823,107282,61586,167350
2020-04-30,,,18,8,29,778,718,851,108440,61851,169868
2020-05-01,,,17,8,29,796,726,879,109579,62106,172377
2020-05-02,,,17,7,29,812,733,907,110700,62349,174876
2020-05-03,,,16,7,28,829,740,935,111803,62582,177367
2020-05-04,,,16,6,28,845,747,963,112890,62806,179849
2020-05-05,,,16,6,28,861,753,990,113959,63021,182322
2020-05-06,,,15,6,28,876,760,1017,115012,63228,184786
2020-05-07,,,15,5,28,891,765,1045,116049,63427,187240
2020-05-08,,,15,5,28,906,771,1072,117071,63618,189684
2020-05-09,,,15,5,28,921,776,1099,118077,63802,192117
2020-05-10,,,14,4,27,935,781,1126,119068,63980,194541
2020-05-11,,,14,4,27,949,786,1152,120045,64151,196953
2020-05-12,,,14,4,27,963,790,1179,121006,64316,199355
2020-05-13,,,14,4,27,976,794,1205,121954,64476,201746
2020-05-14,,,13,3,27,990,798,1232,122888,64630,204125
2020-05-15,,,13,3,27,1003,802,1258,123808,64779,206493
2020-05-16,,,13,3,27,1015,806,1284,124714,64923,208848
2020-05-17,,,13,3,26,1028,809,1310,125607,65062,211191
2020-05-18,,,12,3,26,1040,812,1336,126488,65197,213520
2020-05-19,,,12,3,26,1053,815,1361,127355,65327,215836
2020-05-20,,,12,2,26,1065,818,1387,128209,65454,218138
2020-05-21,,,12,2,26,1076,821,1412,129051,65576,220427
2020-05-22,,,12,2,26,1088,824,1437,129881,65694,222701
2020-05-23,,,11,2,26,1099,826,1462,130698,65808,224968
2020-05-24,,,11,2,25,1111,829,1487,131504,65919,227217
2020-05-25,,,11,2,25,1122,831,1512,132297,66026,229449
2020-05-26,,,11,2,25,1132,833,1537,133079,66129,231662
2020-05-27,,,11,2,25,1143,835,1562,133850,66230,233857
2020-05-28,,,11,2,25,1154,838,1586,134608,66327,236034
2020-05-29,,,10,2,25,1164,840,1611,135356,66420,238192
2020-05-30,,,10,1,25,1174,842,1635,136092,66511,240333
2020-05-31,,,10,1,25,1184,843,1660,136817,66598,242454
2020-06-01,,,10,1,25,1194,845,1684,137531,66682,244558
2020-06-02,,,10,1,25,1204,847,1708,138234,66764,246646
2020-06-03,,,10,1,25,1214,849,1732,138926,66842,248718
2020-06-04,,,9,1,24,1223,850,1756,139608,66918,250773
2020-06-05,,,9,1,24,1233,852,1780,140279,66990,252811
2020-06-06,,,9,1,24,1242,853,1803,140939,67060,254833
2020-06-07,,,9,1,24,1251,855,1827,141589,67127,256837
2020-06-08,,,9,1,24,1260,856,1850,142229,67192,258823
2020-06-09,,,9,1,24,1269,857,1874,142858,67253,260793
2020-06-10,,,9,1,24,1277,859,1897,143477,67312,262745
2020-06-11,,,9,1,24,1286,860,1920,144086,67368,264679
2020-06-12,,,8,1,23,1294,861,1943,144685,67422,266596
