date,actual_deaths,total_deaths,predicted_deaths_mean,predicted_deaths_lower,predicted_deaths_upper,predicted_total_deaths_mean,predicted_total_deaths_lower,predicted_total_deaths_upper,predicted_total_infected_mean,predicted_total_infected_lower,predicted_total_infected_upper
2020-02-13,,,,,,,,,396,250,750
2020-02-14,,,,,,,,,792,500,1500
2020-02-15,,,,,,,,,1188,750,2250
2020-02-16,,,,,,,,,1584,1000,3000
2020-02-17,,,,,,,,,1980,1250,3750
2020-02-18,,,,,,,,,2376,1500,4500
2020-02-19,,,,,,,,,2772,1750,5250
2020-02-20,,,,,,,,,3168,2000,6000
2020-02-21,,,,,,,,,3564,2250,6750
2020-02-22,,,,,,,,,4786,3049,8850
2020-02-23,,,,,,,,,6004,3847,10944
2020-02-24,,,,,,,,,7307,4704,13153
2020-02-25,,,,,,,,,8782,5679,15599
2020-02-26,,,,,,,,,10612,6899,18533
2020-02-27,,,,,,,,,13000,8505,22230
2020-02-28,,,,,,,,,15845,10428,26619
2020-02-29,,,,,,,,,19123,12656,31762
2020-03-01,,,,,,,,,22953,15271,37879
2020-03-02,,,,,,,,,27481,18380,45236
2020-03-03,,,,,,,,,32902,22126,54060
2020-03-04,,,,,,,,,39306,26578,64277
2020-03-05,,,,,,,,,46776,31811,75998
2020-03-06,,,,,,,,,55452,37947,89365
2020-03-07,,,,,,,,,65497,45146,104310
2020-03-08,,,,,,,,,77068,53578,121108
2020-03-09,2,2,,,,,,,90242,63367,139564
2020-03-10,0,2,,,,,,,105016,74587,159675
2020-03-11,1,3,,,,,,,121326,87332,180969
2020-03-12,0,3,,,,,,,139052,101396,203237
2020-03-13,4,7,,,,,,,158017,116719,226768
2020-03-14,2,9,,,,,,,178000,133008,251717
2020-03-15,2,11,,,,,,,198768,149678,277451
2020-03-16,6,17,,,,,,,220106,167233,303924
2020-03-17,7,24,,,,,,,241833,185158,330660
2020-03-18,4,28,,,,,,,263800,203257,357692
2020-03-19,16,44,,,,,,,285890,221443,384619
2020-03-20,23,67,,,,,,,308016,239528,411437
2020-03-21,17,84,,,,,,,330120,257613,438208
2020-03-22,10,94,,,,,,,352166,275618,464629
2020-03-23,29,123,,,,,,,374132,293531,490816
2020-03-24,34,157,,,,,,,396003,311366,516602
2020-03-25,49,206,,,,,,,417771,328988,542243
2020-03-26,61,267,,,,,,,439430,346609,567903
2020-03-27,75,342,,,,,,,460977,363857,593416
2020-03-28,91,433,,,,,,,482411,380708,618946
2020-03-29,100,533,,,,,,,503734,397468,644494
2020-03-30,112,645,,,,,,,524945,413695,670021
2020-03-31,130,775,,,,,,,546047,429367,695360
2020-04-01,145,920,,,,,,,567040,444617,720747
2020-04-02,187,1107,,,,,,,587926,459433,746210
2020-04-03,168,1275,,,,,,,608707,473846,771487
2020-04-04,169,1444,,,,,,,629383,487788,796658
