date,actual_deaths,total_deaths,predicted_deaths_mean,predicted_deaths_lower,predicted_deaths_upper,predicted_total_deaths_mean,predicted_total_deaths_lower,predicted_total_deaths_upper,predicted_total_infected_mean,predicted_total_infected_lower,predicted_total_infected_upper
2020-02-19,,,,,,,,,124,50,150
2020-02-20,,,,,,,,,249,100,300
2020-02-21,,,,,,,,,373,150,450
2020-02-22,,,,,,,,,498,200,600
2020-02-23,,,,,,,,,622,250,750
2020-02-24,,,,,,,,,747,300,900
2020-02-25,,,,,,,,,871,350,1050
2020-02-26,,,,,,,,,996,400,1200
2020-02-27,,,,,,,,,1120,450,1350
2020-02-28,,,,,,,,,1502,639,1858
2020-02-29,,,,,,,,,1882,829,2362
2020-03-01,,,,,,,,,2288,1037,2905
2020-03-02,,,,,,,,,2744,1284,3524
2020-03-03,,,,,,,,,3306,1610,4300
2020-03-04,,,,,,,,,4029,2060,5310
2020-03-05,,,,,,,,,4874,2615,6475
2020-03-06,,,,,,,,,5821,3254,7745
2020-03-07,,,,,,,,,6883,3977,9123
2020-03-08,,,,,,,,,8071,4806,10655
2020-03-09,,,,,,,,,9396,5759,12311
2020-03-10,,,,,,,,,10829,6842,14067
2020-03-11,,,,,,,,,12337,8038,15891
2020-03-12,,,,,,,,,13891,9290,17783
2020-03-13,,,,,,,,,15469,10553,19687
2020-03-14,1,1,,,,,,,17055,11815,21582
2020-03-15,1,2,,,,,,,18630,13074,23465
2020-03-16,1,3,,,,,,,20175,14328,25330
2020-03-17,1,4,,,,,,,21681,15560,27166
2020-03-18,0,4,,,,,,,23143,16779,28939
2020-03-19,2,6,,,,,,,24559,17961,30644
2020-03-20,3,9,,,,,,,25930,19108,32270
2020-03-21,4,13,,,,,,,27256,20216,33829
2020-03-22,0,13,,,,,,,28538,21284,35331
2020-03-23,11,24,,,,,,,29776,22299,36786
2020-03-24,8,32,,,,,,,30972,23270,38205
2020-03-25,2,34,,,,,,,32130,24196,39594
2020-03-26,7,41,,,,,,,33250,25076,40962
2020-03-27,11,52,,,,,,,34334,25911,42312
2020-03-28,13,65,,,,,,,35384,26702,43645
2020-03-29,7,72,,,,,,,36402,27453,44959
2020-03-30,5,77,,,,,,,37388,28168,46261
2020-03-31,13,90,,,,,,,38346,28850,47545
2020-04-01,14,104,,,,,,,39275,29500,48820
2020-04-02,19,123,,,,,,,40178,30118,50082
2020-04-03,16,139,,,,,,,41055,30702,51331
2020-04-04,22,161,,,,,,,41907,31259,52567
2020-04-05,18,179,,,,,,,42737,31791,53791
2020-04-06,8,187,,,,,,,43544,32294,55003
2020-04-07,16,203,,,,,,,44330,32776,56205
2020-04-08,15,218,,,,,,,45095,33240,57401
2020-04-09,19,237,,,,,,,45842,33681,58585
2020-04-10,10,247,,,,,,,46569,34101,59758
2020-04-11,13,260,,,,,,,47278,34500,60918
2020-04-12,13,273,,,,,,,47971,34881,62066
2020-04-13,12,285,,,,,,,48646,35245,63201
2020-04-14,14,299,,,,,,,49306,35592,64327
2020-04-15,10,309,,,,,,,49951,35924,65443
2020-04-16,12,321,,,,,,,50580,36240,66549
2020-04-17,15,336,,,,,,,51196,36540,67644
2020-04-18,10,346,,,,,,,51798,36826,68726
2020-04-19,9,355,,,,,,,52386,37101,69796
2020-04-20,9,364,,,,,,,52962,37366,70853
2020-04-21,6,370,,,,,,,53525,37622,71899
2020-04-22,14,384,,,,,,,54076,37868,72932
2020-04-23,10,394,,,,,,,54616,38107,73955
2020-04-24,,,9,6,13,403,400,407,55144,38337,74971
2020-04-25,,,9,5,13,412,406,420,55662,38561,75976
2020-04-26,,,9,5,13,420,411,432,56168,38777,76969
2020-04-27,,,8,5,13,429,417,444,56665,38984,77950
2020-04-28,,,8,5,13,437,422,456,57151,39185,78919
2020-04-29,,,8,4,13,445,427,468,57628,39380,79876
2020-04-30,,,8,4,12,452,431,480,58095,39569,80822
2020-05-01,,,7,4,12,460,436,492,58552,39753,81756
2020-05-02,,,7,4,12,467,440,504,59001,39932,82679
2020-05-03,,,7,4,12,474,444,515,59441,40107,83590
2020-05-04,,,7,3,12,481,448,527,59872,40277,84490
2020-05-05,,,7,3,12,488,452,538,60294,40442,85378
2020-05-06,,,7,3,12,495,455,550,60708,40604,86255
2020-05-07,,,6,3,12,501,458,561,61114,40761,87121
2020-05-08,,,6,3,12,507,462,572,61513,40914,87976
2020-05-09,,,6,3,11,514,465,583,61903,41064,88819
2020-05-10,,,6,2,11,520,468,594,62285,41209,89651
2020-05-11,,,6,2,11,526,470,604,62660,41352,90473
2020-05-12,,,6,2,11,531,473,615,63028,41490,91283
2020-05-13,,,6,2,11,537,476,625,63388,41626,92083
2020-05-14,,,6,2,11,542,478,636,63741,41757,92871
2020-05-15,,,5,2,11,548,481,646,64087,41886,93649
2020-05-16,,,5,2,11,553,483,656,64426,42012,94416
2020-05-17,,,5,2,11,558,485,666,64758,42134,95173
