date,actual_deaths,total_deaths,predicted_deaths_mean,predicted_deaths_lower,predicted_deaths_upper,predicted_total_deaths_mean,predicted_total_deaths_lower,predicted_total_deaths_upper,predicted_total_infected_mean,predicted_total_infected_lower,predicted_total_infected_upper
2020-02-14,,,,,,,,,329,100,500
2020-02-15,,,,,,,,,659,200,1000
2020-02-16,,,,,,,,,988,300,1500
2020-02-17,,,,,,,,,1317,400,2000
2020-02-18,,,,,,,,,1647,500,2500
2020-02-19,,,,,,,,,1976,600,3000
2020-02-20,,,,,,,,,2305,700,3500
2020-02-21,,,,,,,,,2634,800,4000
2020-02-22,,,,,,,,,2964,900,4500
2020-02-23,,,,,,,,,3982,1259,6000
2020-02-24,,,,,,,,,4997,1619,7496
2020-02-25,,,,,,,,,6082,2011,9087
2020-02-26,,,,,,,,,7311,2470,10874
2020-02-27,,,,,,,,,8835,3067,13065
2020-02-28,,,,,,,,,10824,3883,15888
2020-02-29,,,,,,,,,13193,4884,19222
2020-03-01,,,,,,,,,15924,6077,23029
2020-03-02,,,,,,,,,19114,7525,27425
2020-03-03,,,,,,,,,22888,9309,32742
2020-03-04,,,,,,,,,27415,11535,39357
2020-03-05,,,,,,,,,32780,14270,47450
2020-03-06,,,,,,,,,39075,17600,57233
2020-03-07,,,,,,,,,46451,21654,69027
2020-03-08,,,,,,,,,55112,26597,83084
2020-03-09,,,,,,,,,65298,32637,99398
2020-03-10,,,,,,,,,77234,39993,118136
2020-03-11,3,3,,,,,,,91140,48902,139354
2020-03-12,0,3,,,,,,,107250,59654,162993
2020-03-13,0,3,,,,,,,125781,72570,189221
2020-03-14,1,4,,,,,,,146900,87916,218809
2020-03-15,0,4,,,,,,,170652,105447,250635
2020-03-16,1,5,,,,,,,196921,125176,284378
2020-03-17,5,10,,,,,,,225417,146908,319659
2020-03-18,4,14,,,,,,,255684,170067,356978
2020-03-19,7,21,,,,,,,287158,194529,395919
2020-03-20,16,37,,,,,,,319242,219484,435167
2020-03-21,30,67,,,,,,,351396,244304,473922
2020-03-22,8,75,,,,,,,383189,268933,512347
2020-03-23,13,88,,,,,,,414308,293327,550258
2020-03-24,34,122,,,,,,,444542,317074,587748
2020-03-25,56,178,,,,,,,473764,340030,624259
2020-03-26,42,220,,,,,,,501906,362111,659582
2020-03-27,69,289,,,,,,,528948,383100,693524
2020-03-28,64,353,,,,,,,554898,402816,726269
2020-03-29,78,431,,,,,,,579780,421491,758137
2020-03-30,82,513,,,,,,,603629,439006,789359
2020-03-31,192,705,,,,,,,626483,455386,819815
2020-04-01,123,828,,,,,,,648383,470684,849510
2020-04-02,183,1011,,,,,,,669372,484913,878873
2020-04-03,132,1143,,,,,,,689490,498125,907796
2020-04-04,140,1283,,,,,,,708779,510599,936275
2020-04-05,164,1447,,,,,,,727278,522365,964251
2020-04-06,185,1632,,,,,,,745024,533359,991822
2020-04-07,403,2035,,,,,,,762053,543613,1019028
2020-04-08,205,2240,,,,,,,778398,553180,1045902
2020-04-09,283,2523,,,,,,,794093,562109,1072548
2020-04-10,496,3019,,,,,,,809168,570446,1098890
2020-04-11,327,3346,,,,,,,823653,578232,1125068
2020-04-12,254,3600,,,,,,,837574,585507,1150947
2020-04-13,303,3903,,,,,,,850958,592308,1176453
2020-04-14,254,4157,,,,,,,863830,598655,1201795
2020-04-15,283,4440,,,,,,,876214,604576,1226864
2020-04-16,417,4857,,,,,,,888131,610100,1251727
2020-04-17,306,5163,,,,,,,899604,615256,1276382
2020-04-18,290,5453,,,,,,,910652,620006,1300823
2020-04-19,230,5683,,,,,,,921295,624435,1325047
2020-04-20,145,5828,,,,,,,931550,628578,1349049
2020-04-21,170,5998,,,,,,,941434,632455,1372826
2020-04-22,264,6262,,,,,,,950964,636061,1396375
2020-04-23,228,6490,,,,,,,960155,639409,1419693
2020-04-24,,,211,144,294,6701,6634,6784,969022,642518,1442775
2020-04-25,,,202,134,290,6904,6768,7073,977579,645405,1465609
2020-04-26,,,194,126,285,7098,6895,7358,985838,648088,1488205
2020-04-27,,,186,118,280,7284,7014,7637,993813,650580,1510559
2020-04-28,,,179,111,276,7462,7125,7913,1001515,652896,1532669
2020-04-29,,,171,104,273,7634,7229,8185,1008956,655049,1554533
2020-04-30,,,164,97,269,7798,7327,8454,1016146,657051,1576148
2020-05-01,,,158,90,267,7956,7417,8720,1023095,658912,1597514
2020-05-02,,,152,84,264,8108,7502,8984,1029814,660662,1618629
2020-05-03,,,146,79,262,8254,7581,9245,1036310,662310,1639492
2020-05-04,,,140,73,259,8394,7655,9504,1042594,663863,1660102
2020-05-05,,,135,69,256,8528,7724,9760,1048673,665327,1680457
2020-05-06,,,129,64,254,8658,7789,10013,1054556,666708,1700557
2020-05-07,,,125,60,251,8782,7849,10264,1060249,668010,1720399
2020-05-08,,,120,56,249,8902,7905,10512,1065761,669203,1739985
2020-05-09,,,115,52,247,9017,7957,10758,1071097,670324,1759311
2020-05-10,,,111,48,245,9129,8006,11003,1076265,671378,1778379
2020-05-11,,,107,44,243,9235,8051,11245,1081271,672359,1797182
2020-05-12,,,103,42,240,9339,8093,11485,1086120,673276,1815720
2020-05-13,,,99,39,238,9438,8132,11722,1090819,674133,1833993
2020-05-14,,,96,36,236,9534,8169,11958,1095372,674932,1852002
2020-05-15,,,92,34,234,9626,8203,12191,1099785,675678,1869747
2020-05-16,,,89,31,231,9715,8235,12422,1104062,676375,1887227
2020-05-17,,,86,29,229,9801,8264,12650,1108209,677026,1904446
2020-05-18,,,83,27,226,9884,8291,12876,1112230,677634,1921405
2020-05-19,,,80,25,224,9964,8317,13099,1116129,678203,1938105
2020-05-20,,,77,23,222,10042,8340,13320,1119911,678735,1954547
2020-05-21,,,75,21,219,10116,8362,13539,1123578,679234,1970733
2020-05-22,,,72,20,217,10189,8383,13755,1127135,679700,1986664
2020-05-23,,,70,18,214,10258,8401,13969,1130586,680137,2002348
2020-05-24,,,67,17,212,10326,8419,14180,1133934,680546,2017792
2020-05-25,,,65,16,209,10391,8436,14388,1137182,680930,2032997
2020-05-26,,,63,15,207,10454,8452,14594,1140334,681289,2047962
2020-05-27,,,61,14,204,10515,8466,14798,1143392,681626,2062690
2020-05-28,,,59,13,201,10574,8480,14999,1146359,681943,2077180
2020-05-29,,,57,13,199,10632,8494,15197,1149238,682240,2091409
2020-05-30,,,55,12,196,10687,8506,15393,1152032,682519,2105379
2020-05-31,,,54,11,194,10740,8517,15586,1154742,682781,2119092
2020-06-01,,,52,10,191,10792,8528,15777,1157616,683049,2133280
2020-06-02,,,50,9,189,10843,8538,15965,1160405,683301,2147213
2020-06-03,,,49,9,186,10891,8547,16150,1163122,683538,2160936
2020-06-04,,,47,8,183,10938,8556,16333,1165783,683761,2174442
2020-06-05,,,46,8,181,10984,8564,16513,1168412,683972,2187804
2020-06-06,,,44,7,178,11028,8571,16691,1171036,684178,2200954
2020-06-07,,,43,7,175,11071,8579,16865,1173637,684374,2213828
2020-06-08,,,42,6,173,11113,8585,17038,1176199,684561,2226490
2020-06-09,,,40,6,170,11153,8591,17207,1178725,684740,2238942
2020-06-10,,,39,5,168,11192,8597,17374,1181217,684909,2251143
2020-06-11,,,38,5,165,11230,8603,17539,1183683,685072,2263103
2020-06-12,,,37,5,162,11267,8608,17701,1186125,685226,2274824
2020-06-13,,,36,4,160,11303,8612,17860,1188539,685372,2286308
2020-06-14,,,35,4,157,11337,8617,18017,1190924,685512,2297567
2020-06-15,,,34,4,155,11371,8621,18171,1193279,685644,2308707
2020-06-16,,,33,3,153,11404,8625,18323,1195608,685770,2319911
2020-06-17,,,32,3,150,11435,8628,18473,1197910,685890,2331194
2020-06-18,,,31,3,148,11466,8632,18621,1200187,686003,2342583
2020-06-19,,,30,3,146,11496,8635,18766,1202438,686110,2354070
2020-06-20,,,29,3,144,11525,8638,18910,1204662,686211,2365644
2020-06-21,,,29,2,142,11554,8641,19052,1206860,686306,2377295
2020-06-22,,,28,2,142,11582,8644,19193,1209034,686396,2389022
2020-06-23,,,28,2,140,11610,8646,19333,1211182,686480,2400847
2020-06-24,,,28,2,139,11638,8649,19472,1213309,686558,2412744
2020-06-25,,,27,2,138,11665,8651,19609,1215413,686632,2424706
2020-06-26,,,27,2,136,11691,8653,19744,1217496,686702,2436762
2020-06-27,,,27,2,134,11718,8655,19878,1219557,686768,2448926
2020-06-28,,,26,2,132,11744,8658,20009,1221598,686830,2461193
2020-06-29,,,26,1,130,11770,8660,20139,1223620,686888,2473532
2020-06-30,,,26,1,127,11796,8661,20265,1225622,686944,2485941
2020-07-01,,,25,1,125,11821,8663,20390,1227606,686995,2498448
2020-07-02,,,25,1,123,11846,8665,20512,1229572,687045,2511046
2020-07-03,,,25,1,120,11871,8667,20632,1231520,687091,2523749
2020-07-04,,,24,1,118,11895,8668,20749,1233451,687134,2536556
2020-07-05,,,24,1,115,11919,8670,20864,1235366,687174,2549374
2020-07-06,,,24,1,113,11943,8671,20976,1237264,687212,2562126
2020-07-07,,,24,1,112,11967,8672,21088,1239147,687247,2574879
2020-07-08,,,23,1,113,11990,8674,21200,1241014,687279,2587717
2020-07-09,,,23,1,113,12013,8675,21313,1242867,687309,2600512
2020-07-10,,,23,1,114,12036,8676,21427,1244705,687336,2613289
2020-07-11,,,23,1,115,12058,8677,21541,1246528,687362,2626083
2020-07-12,,,22,1,116,12081,8678,21657,1248338,687385,2638950
2020-07-13,,,22,0,117,12103,8679,21774,1250134,687407,2651828
2020-07-14,,,22,0,118,12124,8680,21891,1251917,687427,2664767
2020-07-15,,,22,0,119,12146,8681,22009,1253687,687446,2677753
2020-07-16,,,21,0,119,12167,8681,22128,1255444,687463,2690820
2020-07-17,,,21,0,120,12188,8682,22248,1257189,687479,2703945
2020-07-18,,,21,0,121,12209,8683,22368,1258921,687493,2717034
2020-07-19,,,21,0,122,12230,8684,22490,1260641,687507,2730062
2020-07-20,,,20,0,123,12250,8684,22612,1262350,687520,2743103
2020-07-21,,,20,0,124,12270,8685,22736,1264046,687531,2756199
2020-07-22,,,20,0,125,12290,8685,22860,1265732,687542,2769335
2020-07-23,,,20,0,126,12310,8686,22985,1267406,687552,2782498
2020-07-24,,,20,0,126,12330,8686,23111,1269068,687561,2795775
2020-07-25,,,19,0,128,12349,8687,23238,1270720,687569,2809144
2020-07-26,,,19,0,129,12369,8687,23366,1272361,687577,2822557
2020-07-27,,,19,0,129,12388,8688,23494,1273992,687585,2835941
2020-07-28,,,19,0,128,12407,8688,23621,1275611,687591,2849418
2020-07-29,,,19,0,128,12426,8688,23749,1277220,687597,2862958
2020-07-30,,,19,0,129,12444,8689,23877,1278819,687603,2876539
2020-07-31,,,19,0,128,12463,8689,24005,1280407,687608,2890178
2020-08-01,,,18,0,128,12481,8689,24133,1281986,687613,2903845
2020-08-02,,,18,0,128,12500,8690,24261,1283554,687618,2917572
2020-08-03,,,18,0,129,12518,8690,24389,1285112,687622,2931352
2020-08-04,,,18,0,129,12536,8690,24518,1286660,687626,2945186
