date,actual_deaths,total_deaths,predicted_deaths_mean,predicted_deaths_lower,predicted_deaths_upper,predicted_total_deaths_mean,predicted_total_deaths_lower,predicted_total_deaths_upper,predicted_total_infected_mean,predicted_total_infected_lower,predicted_total_infected_upper
2020-02-10,,,,,,,,,465,250,750
2020-02-11,,,,,,,,,931,500,1500
2020-02-12,,,,,,,,,1396,750,2250
2020-02-13,,,,,,,,,1862,1000,3000
2020-02-14,,,,,,,,,2327,1250,3750
2020-02-15,,,,,,,,,2793,1500,4500
2020-02-16,,,,,,,,,3258,1750,5250
2020-02-17,,,,,,,,,3724,2000,6000
2020-02-18,,,,,,,,,4189,2250,6750
2020-02-19,,,,,,,,,5722,3099,9150
2020-02-20,,,,,,,,,7250,3947,11544
2020-02-21,,,,,,,,,8899,4865,14114
2020-02-22,,,,,,,,,10791,5925,17039
2020-02-23,,,,,,,,,13187,7279,20702
2020-02-24,,,,,,,,,16376,9095,25523
2020-02-25,,,,,,,,,20225,11299,31296
2020-02-26,,,,,,,,,24723,13888,37984
2020-02-27,,,,,,,,,30062,16980,45842
2020-02-28,,,,,,,,,36490,20728,55192
2020-02-29,,,,,,,,,44328,25329,66468
2020-03-01,,,,,,,,,53754,30900,79900
2020-03-02,,,,,,,,,64974,37579,95929
2020-03-03,,,,,,,,,78312,45585,115189
2020-03-04,,,,,,,,,94201,55212,138307
2020-03-05,1,1,,,,,,,113140,66814,165957
2020-03-06,1,2,,,,,,,135620,80766,198276
2020-03-07,0,2,,,,,,,162147,97489,236097
2020-03-08,1,3,,,,,,,193287,117383,279745
2020-03-09,1,4,,,,,,,229642,140421,330641
2020-03-10,2,6,,,,,,,271778,166998,388161
2020-03-11,2,8,,,,,,,320135,197644,453859
2020-03-12,0,8,,,,,,,374950,232903,526878
2020-03-13,0,8,,,,,,,436212,273339,607017
2020-03-14,13,21,,,,,,,503627,319557,692708
2020-03-15,0,21,,,,,,,576594,372016,782685
2020-03-16,35,56,,,,,,,654234,430105,878388
2020-03-17,0,56,,,,,,,735477,492167,977683
2020-03-18,16,72,,,,,,,819186,557589,1078678
2020-03-19,66,138,,,,,,,904288,625668,1181716
2020-03-20,40,178,,,,,,,989857,695055,1284720
2020-03-21,56,234,,,,,,,1075147,764673,1386965
2020-03-22,48,282,,,,,,,1159582,834187,1487733
2020-03-23,54,336,,,,,,,1242735,902672,1586954
2020-03-24,87,423,,,,,,,1324295,969518,1683908
2020-03-25,43,466,,,,,,,1404046,1034844,1779752
2020-03-26,114,580,,,,,,,1481850,1098094,1874177
2020-03-27,181,761,,,,,,,1557621,1158857,1966628
2020-03-28,260,1021,,,,,,,1631320,1216844,2057097
2020-03-29,210,1231,,,,,,,1702935,1272331,2145873
2020-03-30,180,1411,,,,,,,1772477,1324902,2233342
2020-03-31,382,1793,,,,,,,1839975,1374508,2319934
2020-04-01,564,2357,,,,,,,1905468,1421377,2405846
2020-04-02,569,2926,,,,,,,1969007,1465779,2491043
2020-04-03,685,3611,,,,,,,2030644,1507193,2575646
2020-04-04,709,4320,,,,,,,2090436,1546232,2659677
2020-04-05,623,4943,,,,,,,2148444,1583162,2743017
2020-04-06,442,5385,,,,,,,2204725,1617991,2825821
2020-04-07,786,6171,,,,,,,2259341,1650424,2907873
2020-04-08,940,7111,,,,,,,2312350,1680687,2989702
2020-04-09,882,7993,,,,,,,2363809,1708900,3071098
2020-04-10,981,8974,,,,,,,2413776,1735208,3152028
2020-04-11,918,9892,,,,,,,2462304,1759844,3232683
2020-04-12,737,10629,,,,,,,2509446,1782779,3312947
2020-04-13,718,11347,,,,,,,2555254,1804157,3392867
2020-04-14,782,12129,,,,,,,2599775,1824194,3471995
2020-04-15,765,12894,,,,,,,2643058,1842878,3550334
2020-04-16,865,13759,,,,,,,2685147,1860273,3628218
2020-04-17,848,14607,,,,,,,2726086,1876469,3705800
2020-04-18,891,15498,,,,,,,2765915,1891547,3783071
2020-04-19,597,16095,,,,,,,2804675,1905586,3860021
2020-04-20,455,16550,,,,,,,2842404,1918658,3936642
2020-04-21,828,17378,,,,,,,2879138,1930830,4012926
2020-04-22,773,18151,,,,,,,2914912,1942165,4088863
2020-04-23,640,18791,,,,,,,2949759,1952723,4164447
2020-04-24,,,637,448,851,19428,19239,19642,2983711,1962566,4239668
2020-04-25,,,618,419,846,20046,19659,20487,3016799,1971759,4314519
2020-04-26,,,600,394,840,20646,20054,21327,3049051,1980348,4388992
2020-04-27,,,582,373,833,21228,20427,22159,3080496,1988374,4463080
2020-04-28,,,565,352,829,21792,20779,22987,3111160,1995877,4536775
