date,actual_deaths,total_deaths,predicted_deaths_mean,predicted_deaths_lower,predicted_deaths_upper,predicted_total_deaths_mean,predicted_total_deaths_lower,predicted_total_deaths_upper,predicted_total_infected_mean,predicted_total_infected_lower,predicted_total_infected_upper
2020-02-22,,,,,,,,,393,300,500
2020-02-23,,,,,,,,,786,600,1000
2020-02-24,,,,,,,,,1178,900,1500
2020-02-25,,,,,,,,,1571,1200,2000
2020-02-26,,,,,,,,,1964,1500,2500
2020-02-27,,,,,,,,,2357,1800,3000
2020-02-28,,,,,,,,,2750,2100,3500
2020-02-29,,,,,,,,,3142,2400,4000
2020-03-01,,,,,,,,,3535,2700,4500
2020-03-02,,,,,,,,,4789,3538,6258
2020-03-03,,,,,,,,,6019,4373,7951
2020-03-04,,,,,,,,,7309,5252,9690
2020-03-05,,,,,,,,,8730,6223,11590
2020-03-06,,,,,,,,,10424,7382,13791
2020-03-07,,,,,,,,,12510,8832,16457
2020-03-08,,,,,,,,,14809,10500,19329
2020-03-09,,,,,,,,,17224,12346,22295
2020-03-10,,,,,,,,,19752,14357,25359
2020-03-11,,,,,,,,,22395,16498,28565
2020-03-12,,,,,,,,,25167,18751,31969
2020-03-13,,,,,,,,,28021,21088,35486
2020-03-14,,,,,,,,,30909,23487,39031
2020-03-15,,,,,,,,,33814,25914,42576
2020-03-16,,,,,,,,,36729,28367,46105
2020-03-17,1,1,,,,,,,39658,30858,49609
2020-03-18,1,2,,,,,,,42596,33380,53082
2020-03-19,1,3,,,,,,,45536,35929,56501
2020-03-20,3,6,,,,,,,48470,38495,59875
2020-03-21,6,12,,,,,,,51397,41071,63216
2020-03-22,2,14,,,,,,,54318,43623,66539
2020-03-23,9,23,,,,,,,57234,46159,69833
2020-03-24,10,33,,,,,,,60142,48668,73137
2020-03-25,10,43,,,,,,,63043,51137,76455
2020-03-26,17,60,,,,,,,65935,53565,79786
2020-03-27,16,76,,,,,,,68818,55937,83144
2020-03-28,24,100,,,,,,,71692,58252,86535
2020-03-29,19,119,,,,,,,74556,60517,89959
2020-03-30,21,140,,,,,,,77411,62733,93417
2020-03-31,20,160,,,,,,,80256,64901,96910
2020-04-01,27,187,,,,,,,83090,67019,100437
2020-04-02,22,209,,,,,,,85914,69090,104000
2020-04-03,37,246,,,,,,,88726,71113,107602
2020-04-04,20,266,,,,,,,91528,73092,111229
2020-04-05,29,295,,,,,,,94318,75028,114889
2020-04-06,16,311,,,,,,,97097,76921,118582
2020-04-07,34,345,,,,,,,99863,78775,122302
2020-04-08,35,380,,,,,,,102617,80590,126047
2020-04-09,29,409,,,,,,,105359,82360,129819
2020-04-10,26,435,,,,,,,108088,84088,133616
2020-04-11,35,470,,,,,,,110803,85780,137435
2020-04-12,34,504,,,,,,,113506,87439,141279
2020-04-13,31,535,,,,,,,116195,89064,145141
2020-04-14,32,567,,,,,,,118869,90657,149021
2020-04-15,32,599,,,,,,,121530,92219,152920
2020-04-16,30,629,,,,,,,124176,93750,156850
2020-04-17,28,657,,,,,,,126808,95251,160809
2020-04-18,30,687,,,,,,,129424,96722,164796
2020-04-19,27,714,,,,,,,132026,98163,168800
2020-04-20,21,735,,,,,,,134612,99576,172824
2020-04-21,27,762,,,,,,,137182,100962,176864
2020-04-22,23,785,,,,,,,139736,102322,180927
2020-04-23,35,820,,,,,,,142274,103655,185014
2020-04-24,,,28,20,36,848,840,856,144796,104956,189125
2020-04-25,,,28,20,37,876,861,892,147301,106227,193261
2020-04-26,,,28,19,37,904,880,928,149789,107475,197420
2020-04-27,,,28,19,37,932,900,965,152260,108699,201601
2020-04-28,,,28,18,37,960,919,1002,154714,109901,205804
2020-04-29,,,28,18,38,988,937,1039,157150,111080,210027
2020-04-30,,,28,18,38,1015,955,1076,159568,112238,214271
2020-05-01,,,27,17,38,1043,973,1114,161968,113374,218535
2020-05-02,,,27,17,38,1070,991,1152,164350,114489,222817
2020-05-03,,,27,16,39,1097,1007,1190,166713,115584,227117
2020-05-04,,,27,16,39,1124,1024,1229,169057,116658,231434
2020-05-05,,,27,16,39,1151,1040,1267,171383,117712,235768
2020-05-06,,,27,15,39,1178,1056,1306,173690,118746,240118
2020-05-07,,,27,15,39,1204,1072,1345,175977,119761,244483
2020-05-08,,,26,15,40,1231,1087,1384,178245,120757,248862
2020-05-09,,,26,15,40,1257,1102,1424,180493,121733,253254
2020-05-10,,,26,14,40,1283,1117,1464,182721,122691,257659
2020-05-11,,,26,14,41,1309,1132,1504,184929,123631,262076
2020-05-12,,,26,14,41,1335,1146,1544,187117,124553,266505
2020-05-13,,,26,13,41,1361,1160,1584,189284,125457,270944
2020-05-14,,,26,13,41,1386,1173,1625,191431,126343,275393
2020-05-15,,,25,13,41,1412,1187,1666,193557,127212,279851
2020-05-16,,,25,13,42,1437,1200,1707,195662,128063,284317
2020-05-17,,,25,12,42,1462,1212,1748,197745,128898,288791
2020-05-18,,,25,12,42,1487,1225,1790,199808,129715,293271
