date,actual_deaths,total_deaths,predicted_deaths_mean,predicted_deaths_lower,predicted_deaths_upper,predicted_total_deaths_mean,predicted_total_deaths_lower,predicted_total_deaths_upper,predicted_total_infected_mean,predicted_total_infected_lower,predicted_total_infected_upper
2020-02-16,,,,,,,,,166,100,300
2020-02-17,,,,,,,,,333,200,600
2020-02-18,,,,,,,,,499,300,900
2020-02-19,,,,,,,,,666,400,1200
2020-02-20,,,,,,,,,832,500,1500
2020-02-21,,,,,,,,,998,600,1800
2020-02-22,,,,,,,,,1165,700,2100
2020-02-23,,,,,,,,,1331,800,2400
2020-02-24,,,,,,,,,1498,900,2700
2020-02-25,,,,,,,,,1896,1159,3360
2020-02-26,,,,,,,,,2294,1419,4018
2020-02-27,,,,,,,,,2706,1690,4694
2020-02-28,,,,,,,,,3150,1986,5411
2020-02-29,,,,,,,,,3659,2333,6213
2020-03-01,,,,,,,,,4269,2759,7145
2020-03-02,,,,,,,,,4957,3247,8176
2020-03-03,,,,,,,,,5708,3788,9280
2020-03-04,,,,,,,,,6531,4391,10464
2020-03-05,,,,,,,,,7436,5066,11736
2020-03-06,,,,,,,,,8445,5833,13115
2020-03-07,,,,,,,,,9562,6697,14604
2020-03-08,,,,,,,,,10787,7660,16196
2020-03-09,,,,,,,,,12125,8730,17893
2020-03-10,,,,,,,,,13588,9918,19696
2020-03-11,1,1,,,,,,,15189,11242,21616
2020-03-12,0,1,,,,,,,16940,12713,23702
2020-03-13,0,1,,,,,,,18850,14343,26051
2020-03-14,1,2,,,,,,,20930,16144,28683
2020-03-15,0,2,,,,,,,23191,18128,31617
2020-03-16,0,2,,,,,,,25648,20310,34867
2020-03-17,0,2,,,,,,,28312,22702,38435
2020-03-18,0,2,,,,,,,31192,25311,42305
2020-03-19,1,3,,,,,,,34296,28120,46409
2020-03-20,0,3,,,,,,,37625,31070,50697
2020-03-21,0,3,,,,,,,41176,34124,55066
2020-03-22,1,4,,,,,,,44938,37231,59437
2020-03-23,2,6,,,,,,,48889,40361,64034
2020-03-24,1,7,,,,,,,53000,43500,68865
2020-03-25,2,9,,,,,,,57231,46632,73987
2020-03-26,10,19,,,,,,,61534,49745,79392
2020-03-27,3,22,,,,,,,65859,52799,85022
2020-03-28,14,36,,,,,,,70160,55763,90795
2020-03-29,10,46,,,,,,,74397,58637,96621
2020-03-30,8,54,,,,,,,78541,61449,102371
2020-03-31,17,71,,,,,,,82575,64176,107952
2020-04-01,14,85,,,,,,,86489,66808,113441
2020-04-02,13,98,,,,,,,90279,69276,118790
2020-04-03,22,120,,,,,,,93946,71600,123972
2020-04-04,17,137,,,,,,,97490,73818,128930
2020-04-05,21,158,,,,,,,100916,75918,133799
2020-04-06,16,174,,,,,,,104229,77897,138570
2020-04-07,36,210,,,,,,,107433,79770,143257
