country,region,daily_deaths,daily_deaths_lower,daily_deaths_upper
US,,2104,1561,2714
US,NY,654,499,813
US,NJ,287,213,374
US,CT,149,121,190
US,MI,144,102,184
US,MA,93,72,118
US,IL,93,70,116
US,PA,76,59,98
US,LA,73,49,93
US,GA,65,47,87
US,CA,64,36,95
US,FL,56,41,73
US,IN,39,28,53
US,OH,36,27,47
US,TX,30,22,38
US,MD,22,15,31
US,CO,19,13,26
US,WA,19,11,27
US,VA,16,11,23
US,NC,15,11,19
US,WI,13,10,18
US,MO,12,9,16
US,AL,10,8,13
US,OK,9,7,12
US,AZ,9,7,11
US,MS,8,6,11
US,KY,8,5,11
US,NV,7,5,9
US,TN,7,5,9
US,RI,6,5,7
US,DC,6,4,9
US,MN,6,4,9
US,SC,6,4,9
US,IA,5,4,7
US,DE,5,4,6
US,KS,5,3,7
US,ID,4,3,5
US,PR,4,3,5
US,OR,3,2,5
US,NH,3,2,4
US,NM,3,2,3
US,AR,2,2,3
US,ME,2,2,2
US,NE,1,1,2
US,SD,1,1,2
US,UT,1,1,2
US,VT,1,1,2
US,WV,1,1,2
US,GU,1,1,1
US,MT,1,1,1
US,WY,1,1,1
US,AK,1,0,1
US,MP,1,0,1
US,ND,1,0,1
US,HI,0,0,1
US,VI,0,0,1
US,AS,,,
