country,region,current_deaths,total_deaths,total_deaths_lower,total_deaths_upper,peak_date,peak_deaths,peak_over_current_deaths_ratio
US,,32916,111673,55973,231524,2020-04-16,4591,0.5
US,NY,14832,31418,20612,55725,2020-04-16,3215,0.2
US,NJ,3518,12812,6270,22866,2020-04-16,362,0.8
US,MI,1996,7631,3557,17135,2020-04-10,200,2.0
US,IL,1072,5992,2315,13191,2020-04-08,154,0.8
US,CT,971,5608,2588,9554,2020-04-15,197,1.4
US,CA,956,4992,1598,10770,2020-04-16,96,0.7
US,MA,1108,4896,2287,11104,2020-04-15,264,
US,LA,1156,4472,1996,8564,2020-04-14,129,1.4
US,PA,841,3872,1684,10321,2020-04-14,102,1.2
US,GA,587,2566,1137,5532,2020-04-07,100,1.9
US,FL,668,2490,1208,5071,2020-04-02,77,0.8
US,OH,407,2446,930,6389,2020-04-14,50,0.8
US,IN,477,2386,945,5958,2020-04-10,55,1.0
US,TX,414,2357,847,5676,2020-04-16,39,0.8
US,WA,579,1527,754,3511,2020-04-06,45,0.9
US,CO,355,1385,600,3463,2020-04-12,39,0.8
US,NC,150,1263,449,3254,2020-04-16,20,0.8
US,MD,319,1259,591,3468,2020-04-14,40,2.9
US,VA,208,1034,404,2826,2020-04-09,43,1.2
US,AL,133,935,374,2421,2020-04-16,15,0.7
US,WI,197,878,374,2406,2020-04-05,20,1.0
US,MO,169,798,328,2225,2020-04-14,26,0.8
US,AZ,150,707,348,1383,2020-04-05,12,1.1
US,OK,131,666,272,1817,2020-04-07,16,1.1
US,MS,129,556,249,1488,2020-04-14,13,1.1
US,RI,87,538,256,1365,2020-04-14,17,0.9
US,TN,136,494,290,1008,2020-04-14,15,0.7
US,DE,55,480,168,1159,2020-04-16,9,0.6
US,NV,137,464,231,940,2020-04-07,26,1.3
US,SC,111,460,208,1260,2020-04-09,16,1.2
US,DC,81,440,186,965,2020-04-14,15,0.7
US,KY,129,429,224,921,2020-04-07,20,0.6
US,MN,87,391,182,1169,2020-04-09,11,
US,IA,60,364,160,805,2020-04-14,8,0.7
US,PR,56,309,118,867,2020-04-09,9,0.8
US,KS,80,257,143,515,2020-04-11,13,0.6
US,OR,64,248,110,672,2020-04-09,11,0.5
US,ID,41,208,107,423,2020-04-15,6,2.0
US,NM,36,196,87,368,2020-04-12,7,
US,NH,32,193,80,552,2020-04-09,8,
US,ME,27,191,105,343,2020-04-15,4,0.7
US,AR,37,190,97,405,2020-04-16,4,0.5
US,VT,33,111,62,228,2020-04-16,4,0.2
US,WY,2,110,59,172,2020-06-10,1,1.0
US,WV,12,89,44,172,2020-04-16,2,0.5
US,NE,21,86,48,166,2020-04-14,3,1.0
US,UT,20,84,47,161,2020-04-14,5,
US,SD,7,60,30,134,2020-04-07,2,1.0
US,VI,1,58,36,106,2020-05-21,1,
US,MT,7,58,32,124,2020-03-30,4,
US,GU,5,51,29,107,2020-04-24,1,
US,ND,9,48,31,88,2020-04-22,1,
US,AK,9,43,30,81,2020-04-04,2,
US,HI,9,41,32,63,2020-04-11,2,
US,MP,2,36,24,67,2020-04-21,1,
US,AS,0,,,,,,
