country,region,daily_deaths,daily_deaths_lower,daily_deaths_upper
US,,1235,811,1507
US,NY,601,355,710
US,NJ,122,79,151
US,MI,96,72,111
US,LA,48,39,56
US,IL,34,27,39
US,MA,26,22,32
US,CA,26,18,36
US,FL,26,17,33
US,CT,23,19,27
US,OH,18,14,22
US,TX,17,14,21
US,PA,17,13,20
US,GA,17,12,21
US,MD,15,11,21
US,CO,14,10,18
US,IN,14,10,18
US,WA,13,7,21
US,WI,11,8,14
US,TN,10,8,12
US,AZ,7,5,9
US,MS,7,4,9
US,AL,6,5,7
US,VA,6,2,10
US,MO,5,4,6
US,KY,5,3,7
US,NC,5,3,6
US,OK,5,3,6
US,RI,4,4,6
US,IA,4,2,6
US,SC,3,2,5
US,DC,3,2,4
US,KS,3,2,4
US,MN,3,2,4
US,NV,3,2,4
US,UT,2,2,3
US,OR,2,1,3
US,PR,2,1,3
US,VT,2,1,3
US,AR,1,1,2
US,ME,1,1,2
US,NM,1,1,2
US,AK,1,1,1
US,HI,1,1,1
US,NH,1,1,1
US,ID,1,0,2
US,NE,1,0,2
US,SD,1,0,2
US,WV,1,0,2
US,DE,0,0,1
US,MP,0,0,1
US,GU,0,0,0
US,MT,0,0,0
US,ND,0,0,0
US,VI,0,0,0
US,AS,,,
US,WY,,,
