country,region,current_deaths,total_deaths,total_deaths_lower,total_deaths_upper,peak_date,peak_deaths,peak_over_current_deaths_ratio
Brazil,,8588,65665,20839,165417,2020-05-27,651,1.0
United Kingdom,,30150,51686,36134,86854,2020-04-29,4421,1.3
Italy,,29684,40378,33487,53333,2020-03-27,919,2.1
France,,25812,33484,27635,51369,2020-04-15,1440,3.2
Spain,,25857,32214,28308,40213,2020-04-02,961,3.4
Belgium,,8339,14739,10998,23033,2020-04-10,496,0.9
Canada,,4366,14587,6935,23371,2020-04-16,251,0.9
Germany,,7275,14415,8962,27380,2020-04-15,510,0.8
Mexico,,2704,10562,5101,17249,2020-05-05,236,0.6
Iran,,6418,9275,7371,12130,2020-04-04,158,1.8
Netherlands,,5221,8624,6171,14011,2020-04-07,234,4.1
Sweden,,2941,7983,5133,17846,2020-04-21,185,1.0
India,,1785,7474,3589,14176,2020-05-04,175,1.0
Russia,,1537,7120,3553,14463,2020-04-29,105,1.2
Turkey,,3584,5611,4345,9842,2020-04-19,127,1.9
Romania,,864,3038,1766,5250,2020-04-25,34,1.2
Ireland,,1375,2853,1688,6803,2020-04-24,220,1.3
Poland,,733,2469,1033,5619,2020-04-24,40,1.4
Switzerland,,1805,2430,2019,3519,2020-04-04,75,5.7
Portugal,,1089,2243,1562,3508,2020-04-03,37,1.9
Indonesia,,895,1816,1103,3401,2020-04-14,60,1.0
Philippines,,658,1552,794,2711,2020-04-12,50,0.7
Hungary,,373,943,480,2217,2020-04-24,23,1.3
Finland,,252,896,349,2063,2020-04-21,43,1.3
Austria,,608,891,703,1286,2020-04-08,30,10.0
Denmark,,506,828,630,1236,2020-04-04,22,5.0
Czechia,,262,416,357,516,2020-04-14,18,1.8
Croatia,,85,367,168,805,2020-04-19,8,2.0
Bulgaria,,84,344,159,695,2020-04-29,6,1.0
Norway,,216,341,262,542,2020-04-20,16,7.0
Greece,,147,224,180,295,2020-04-03,10,4.0
Slovenia,,99,148,116,209,2020-04-07,6,3.0
Luxembourg,,98,146,117,189,2020-04-11,8,1.5
Estonia,,55,103,81,122,2020-04-02,6,
Lithuania,,48,85,66,105,2020-04-10,6,0.5
Latvia,,17,44,37,57,2020-04-21,4,
Slovakia,,25,44,32,67,2020-04-15,4,
Cyprus,,15,25,19,30,2020-03-30,2,
Malta,,5,11,10,13,2020-05-05,1,
