country,region,current_deaths,total_deaths,total_deaths_lower,total_deaths_upper,peak_date,peak_deaths,peak_over_current_deaths_ratio
France,,13215,36621,21409,57009,2020-04-07,1417,1.1
United Kingdom,,8974,33106,17783,57247,2020-04-10,981,0.9
Italy,,18849,29908,23210,38965,2020-03-27,919,1.4
Spain,,16081,28029,21776,40886,2020-04-02,961,1.4
Brazil,,1057,13441,6017,27589,2020-04-25,344,3.2
Belgium,,3019,10391,8394,13597,2020-04-10,496,0.8
Germany,,2767,9172,5681,15362,2020-04-08,333,1.6
Iran,,4232,7476,5808,8802,2020-04-04,158,1.2
Sweden,,870,6007,2953,12274,2020-04-19,161,2.1
Netherlands,,2520,5602,3924,8603,2020-04-07,234,1.3
Turkey,,1006,3851,2293,6690,2020-04-10,98,0.9
Mexico,,194,3843,1419,8592,2020-04-27,109,5.5
India,,246,2574,1184,5013,2020-04-25,68,3.4
Canada,,557,2516,1264,4776,2020-04-09,96,1.3
Switzerland,,1002,2261,1493,3612,2020-04-04,75,1.1
Romania,,270,1792,887,3561,2020-04-19,41,1.9
Portugal,,435,1712,986,2607,2020-04-03,37,1.2
Ireland,,287,1534,726,2980,2020-04-19,39,1.6
Greece,,92,1453,436,3555,2020-04-22,41,8.2
Bulgaria,,25,1262,369,3488,2020-04-21,37,37.0
Poland,,181,1099,492,2342,2020-04-08,30,4.1
Hungary,,77,1042,331,2464,2020-04-22,28,2.5
Austria,,319,911,577,1493,2020-04-08,30,1.0
Indonesia,,306,910,532,1551,2020-04-09,40,0.8
Czechia,,119,821,460,1209,2020-04-09,13,1.6
Croatia,,21,702,209,1702,2020-04-22,19,19.0
Denmark,,247,672,419,1157,2020-04-04,22,1.6
Philippines,,221,672,378,1393,2020-04-03,29,1.0
Finland,,48,621,213,1492,2020-04-22,16,2.7
Lithuania,,22,286,83,681,2020-04-23,8,1.3
Cyprus,,10,244,67,596,2020-04-23,7,
Slovenia,,45,241,96,562,2020-04-14,7,3.5
Estonia,,24,212,69,491,2020-04-02,6,
Slovakia,,2,209,98,432,2020-04-24,4,
Luxembourg,,54,186,82,438,2020-04-09,6,2.5
Latvia,,3,125,29,406,2020-04-28,3,
Malta,,2,92,55,180,2020-05-20,1,
