country,region,subregion,current_deaths,total_deaths,total_deaths_lower,total_deaths_upper,peak_date,peak_deaths,peak_over_current_deaths_ratio,projection_end_date
US,NY,New York City,22343,22821,22397,23705,2020-04-25,936,34.5,2020-10-01
US,CA,Los Angeles,3171,7833,4143,12585,2020-04-18,79,1.6,2020-10-01
Canada,,Quebec,5424,7318,5937,9174,2020-05-31,202,15.0,2020-10-01
US,IL,Cook,4439,6487,5193,7396,2020-05-13,140,4.9,2020-10-01
Canada,,Ontario,2676,3482,2790,5426,2020-05-04,120,5.8,2020-10-01
US,MI,Wayne,2690,3032,2733,3355,2020-04-22,173,68.0,2020-10-01
US,AZ,Maricopa,663,2450,1520,3621,2020-05-08,34,0.7,2020-10-01
US,NY,Nassau,2179,2310,2198,2752,2020-04-07,338,76.0,2020-10-01
US,NY,Suffolk,1970,2245,2005,2555,2020-05-06,226,10.2,2020-10-01
US,MA,Middlesex,1812,2229,1908,2663,2020-04-25,201,14.7,2020-10-01
US,PA,Philadelphia,1564,2140,1737,2732,2020-05-01,97,2.5,2020-10-01
US,FL,Miami-Dade,902,2123,1260,2983,2020-04-16,37,0.8,2020-10-01
US,NJ,Essex,1765,1909,1796,2039,2020-04-22,137,12.2,2020-10-01
US,NJ,Bergen,1706,1884,1744,2004,2020-04-22,89,8.8,2020-10-01
US,NY,Westchester,1416,1516,1433,1774,2020-04-06,144,49.0,2020-10-01
US,NJ,Hudson,1308,1502,1346,1735,2020-04-19,178,,2020-10-01
US,FL,Palm Beach,476,1384,902,1817,2020-04-08,18,1.4,2020-10-01
US,CA,Riverside,431,1367,684,2086,2020-04-27,23,1.6,2020-10-01
US,TX,Harris,335,1304,709,1945,2020-04-28,14,3.7,2020-10-01
US,TX,Dallas,324,1200,664,1766,2020-06-02,16,1.4,2020-10-01
US,CA,Orange,273,1199,663,1759,2020-05-21,14,2.8,2020-10-01
US,MA,Suffolk,976,1144,1003,1393,2020-04-25,106,-8.7,2020-10-01
US,WA,King,604,811,645,963,2020-03-28,27,5.5,2020-10-01
US,FL,Broward,377,794,482,1139,2020-05-08,18,1.5,2020-10-01
US,NV,Clark,400,765,474,1210,2020-04-12,25,,2020-10-01
US,CA,San Diego,341,754,434,1254,2020-04-22,24,1.7,2020-10-01
US,TX,Tarrant,211,719,353,1149,2020-06-10,11,2.0,2020-10-01
US,LA,Orleans,529,623,549,758,2020-04-14,32,,2020-10-01
US,CA,San Bernardino,234,518,314,906,2020-05-13,18,,2020-10-01
US,FL,Hillsborough,119,502,285,704,2020-05-22,6,1.0,2020-10-01
US,TX,Bexar,97,281,137,468,2020-04-08,6,,2020-10-01
Canada,,British Columbia,170,245,183,422,2020-04-13,11,3.0,2020-10-01
US,CA,Santa Clara,154,220,172,294,2020-04-22,11,,2020-10-01
Canada,,Alberta,153,210,166,329,2020-05-04,9,,2020-10-01
US,CA,Alameda,121,206,139,308,2020-04-15,13,2.0,2020-10-01
US,NV,Washoe,73,160,88,300,2020-05-25,6,,2020-10-01
US,CA,Sacramento,66,96,71,147,2020-04-09,11,,2020-10-01
US,FL,Orange,51,93,57,156,2020-04-15,5,0.5,2020-10-01
