country,region,subregion,daily_deaths,daily_deaths_lower,daily_deaths_upper
US,,,828.703187538,606,1123
US,TX,,136.968481008,99,181
US,CA,,116.55556386,79,174
US,FL,,99.2885462711,63,140
US,GA,,60.1546654363,38,87
US,AZ,,28.706730183,16,44
US,LA,,26.5418283271,13,45
US,SC,,25.836027917,17,37
US,NC,,22.772977762,14,34
US,MS,,21.2870204357,12,33
US,TN,,20.7199743297,14,29
US,IL,,20.3187333588,3,43
US,OH,,17.9759412898,5,34
US,AL,,16.4221293136,10,25
US,NV,,13.9822918847,9,20
US,PA,,13.2164413019,0,34
US,AR,,12.4558959312,8,19
US,MA,,11.4066691504,0,30
US,VA,,11.2280861468,1,25
US,MO,,10.5058531737,5,17
US,IA,,10.2103191965,3,20
US,WA,,9.9348434808,2,21
US,MI,,9.45574150744,1,22
US,IN,,9.22923786677,0,25
US,OK,,8.62995892439,5,13
US,NY,,8.48163316467,0,53
US,MN,,7.88584462469,1,17
US,MD,,7.80960208492,1,20
US,KY,,7.64807176297,4,13
US,WI,,6.78949251079,3,12
US,PR,,6.49008930622,4,9
US,ID,,5.02283544355,3,7
US,OR,,4.40756342074,2,7
US,NJ,,4.29642488334,0,17
US,WV,,3.90059218539,2,6
US,NM,,3.83068661045,1,7
US,KS,,3.50129767095,1,6
US,CO,,3.4342658873,0,11
US,HI,,3.38279021571,2,6
US,UT,,3.30102669781,2,5
US,NE,,2.45694008215,1,5
US,ND,,1.74033494043,0,3
US,CT,,1.64076011094,0,7
US,MT,,1.5571716775,1,3
US,RI,,1.48315011131,0,4
US,SD,,1.19586151049,0,3
US,DE,,0.877296317165,0,3
US,GU,,0.661174249026,0,2
US,DC,,0.646860567177,0,2
US,NH,,0.618212104957,0,2
US,AK,,0.54180640454,0,1
US,VI,,0.438315642294,0,1
US,WY,,0.434762691176,0,1
US,ME,,0.294722904251,0,1
US,VT,,0.119520218341,0,1
US,MP,,0.0101234806111,0,1
US,AS,,,,
