country,region,current_deaths,total_deaths,total_deaths_lower,total_deaths_upper,peak_date,peak_deaths,peak_over_current_deaths_ratio
France,,10887,24631,15630,39920,2020-04-07,1417,1.8
Italy,,17669,24238,20798,27671,2020-03-27,919,1.6
Spain,,14792,23240,19488,30216,2020-04-02,961,1.2
United Kingdom,,7111,22210,12538,32924,2020-04-08,940,0.9
Brazil,,819,21532,7167,54324,2020-04-26,808,6.1
Belgium,,2240,9271,6014,14564,2020-04-07,403,1.7
Germany,,2349,7741,4544,10848,2020-04-08,333,0.9
Iran,,3993,5363,4636,5987,2020-03-24,166,1.4
Sweden,,687,4946,2095,9908,2020-04-19,186,1.9
Netherlands,,2255,4447,3026,5720,2020-04-07,234,1.1
Mexico,,141,3611,1157,9101,2020-04-26,133,8.3
India,,178,2621,978,6418,2020-04-24,91,3.2
Turkey,,812,2487,1568,3993,2020-04-08,87,1.0
Switzerland,,895,1737,1236,2406,2020-04-04,75,0.8
Canada,,407,1712,952,3081,2020-04-06,80,2.0
Romania,,220,1483,630,3653,2020-04-19,48,2.1
Ireland,,235,1339,566,3132,2020-04-18,45,1.8
Portugal,,380,1105,736,1454,2020-04-03,37,0.8
Greece,,83,1060,370,4516,2020-04-20,37,18.5
Poland,,159,1023,426,2408,2020-04-17,36,1.2
Bulgaria,,24,979,311,4457,2020-04-19,36,36.0
Hungary,,58,968,258,2702,2020-04-21,35,3.2
Austria,,273,644,446,1020,2020-04-08,30,0.8
Croatia,,19,620,164,1690,2020-04-21,22,22.0
Finland,,40,526,163,1357,2020-04-22,18,3.0
Denmark,,218,491,336,759,2020-04-04,22,1.0
Czechia,,99,458,312,600,2020-04-08,11,0.9
Indonesia,,240,454,335,674,2020-04-01,21,0.7
Philippines,,182,436,260,1107,2020-04-03,29,3.4
Estonia,,24,279,76,900,2020-04-23,10,3.3
Lithuania,,15,239,62,660,2020-04-21,9,
Cyprus,,9,209,53,583,2020-04-21,8,
Slovenia,,40,196,76,473,2020-04-13,8,2.0
Luxembourg,,46,160,68,410,2020-04-01,6,2.5
Slovakia,,2,126,63,240,2020-04-20,4,
Latvia,,2,53,13,134,2020-04-24,2,
Malta,,1,43,30,60,2020-05-06,1,1.0
