country,region,subregion,daily_deaths,daily_deaths_lower,daily_deaths_upper
US,,,1051,786,1402
US,TX,,187.611331415,139,251
US,FL,,163.35380549,115,222
US,CA,,138.625398293,93,203
US,AZ,,64.4366748881,45,87
US,GA,,46.1833785215,25,73
US,SC,,41.5341013558,30,57
US,LA,,31.8522162669,15,56
US,MS,,30.5330784679,17,48
US,NC,,24.5382957567,14,37
US,AL,,23.8347574987,15,34
US,OH,,23.5514304307,9,43
US,TN,,19.733512592,13,26
US,IL,,18.5389107801,6,39
US,VA,,15.0023831172,4,36
US,NV,,14.4380124426,9,21
US,PA,,13.8304053592,3,31
US,MA,,13.2407549775,3,30
US,IN,,12.3130881854,2,31
US,MD,,11.8868657586,3,29
US,NY,,11.8791576413,0,58
US,WA,,11.8190450604,3,26
US,NJ,,11.2128204295,1,31
US,MO,,9.73097244406,3,18
US,AR,,9.12985191152,5,13
US,MI,,8.61938214942,1,22
US,OK,,8.13423569932,4,13
US,WI,,7.9541549843,2,15
US,CO,,7.55504351149,1,19
US,IA,,7.26619618672,2,15
US,ID,,7.21628577818,5,10
US,MN,,6.96060388894,2,16
US,PR,,6.15172667699,3,11
US,KY,,6.1506444954,2,12
US,NM,,5.34230705057,2,10
US,UT,,5.32295919878,3,8
US,OR,,4.81348689901,2,8
US,KS,,4.02811528372,1,8
US,NE,,2.41431649008,1,5
US,CT,,1.9598495968,0,5
US,NH,,1.83820231271,0,5
US,WV,,1.60746659933,0,3
US,MT,,1.60673779318,1,3
US,RI,,1.38710188894,0,3
US,SD,,1.32225359081,0,3
US,ND,,1.03013243712,0,2
US,DE,,1.02944401895,0,3
US,DC,,0.795934596892,0,2
US,HI,,0.507797303543,0,2
US,AK,,0.431777289929,0,1
US,ME,,0.401095420048,0,1
US,VI,,0.176934995684,0,1
US,WY,,0.173682635115,0,1
US,VT,,0.109406131178,0,1
US,GU,,0.0155934301593,0,1
US,MP,,0.00576788856334,0,1
US,AS,,,,
