country,region,subregion,daily_deaths,daily_deaths_lower,daily_deaths_upper
US,,,600,427,809
US,CA,,66,37,101
US,FL,,41,25,58
US,IL,,39,23,50
US,NY,,39,5,101
US,NJ,,34,10,45
US,AZ,,32,23,41
US,TX,,32,22,42
US,MA,,30,14,52
US,PA,,29,12,49
US,GA,,24,13,36
US,OH,,19,8,28
US,NC,,17,9,26
US,MD,,16,6,23
US,LA,,14,6,28
US,IN,,13,5,26
US,AL,,12,7,17
US,VA,,12,4,20
US,MS,,11,5,19
US,MN,,10,4,15
US,MI,,10,3,19
US,TN,,9,6,12
US,SC,,9,5,13
US,CT,,9,3,13
US,WA,,7,2,14
US,WI,,6,3,9
US,RI,,6,3,8
US,MO,,6,2,11
US,CO,,6,1,11
US,AR,,5,3,8
US,KY,,4,2,8
US,NE,,4,2,6
US,IA,,4,1,8
US,NH,,4,1,7
US,NM,,4,1,7
US,NV,,3,1,5
US,UT,,2,1,3
US,DC,,2,0,5
US,DE,,2,0,4
US,KS,,2,0,4
US,OR,,2,0,4
US,OK,,2,0,3
US,SD,,1,0,3
US,ND,,1,0,1
US,PR,,1,0,1
US,WV,,1,0,1
US,AK,,0,0,1
US,GU,,0,0,1
US,HI,,0,0,1
US,ID,,0,0,1
US,ME,,0,0,1
US,MP,,0,0,1
US,MT,,0,0,1
US,VI,,0,0,1
US,VT,,0,0,1
US,WY,,0,0,1
US,AS,,,,
