target,location,location_name,type,quantile,value
4 day ahead inc,US,US,quantile,0.95,2244.985026519
4 day ahead inc,US,US,quantile,0.975,2318.886002528677
4 day ahead inc,US,US,quantile,0.99,2427.622534547846
4 day ahead inc,US,US,point,NA,1852.0937699369006
4 day ahead cum,US,US,quantile,0.01,46505.27978220712
4 day ahead cum,US,US,quantile,0.025,46723.40132415965
4 day ahead cum,US,US,quantile,0.05,46926.63298948737
4 day ahead cum,US,US,quantile,0.1,47197.608597992315
4 day ahead cum,US,US,quantile,0.15,47377.75743102513
4 day ahead cum,US,US,quantile,0.2,47553.534945241954
4 day ahead cum,US,US,quantile,0.25,47686.37345470004
4 day ahead cum,US,US,quantile,0.3,47820.340559641336
4 day ahead cum,US,US,quantile,0.35,47920.22236051921
4 day ahead cum,US,US,quantile,0.4,48048.28161999052
4 day ahead cum,US,US,quantile,0.45,48166.89605272934
4 day ahead cum,US,US,quantile,0.5,48261.112187621446
4 day ahead cum,US,US,quantile,0.55,48358.997478307625
4 day ahead cum,US,US,quantile,0.6,48469.262266853264
4 day ahead cum,US,US,quantile,0.65,48598.697522699
4 day ahead cum,US,US,quantile,0.7,48726.162191881085
4 day ahead cum,US,US,quantile,0.75,48867.45284947023
4 day ahead cum,US,US,quantile,0.8,48996.518108464465
4 day ahead cum,US,US,quantile,0.85,49189.98763339704
4 day ahead cum,US,US,quantile,0.9,49436.54413022375
4 day ahead cum,US,US,quantile,0.95,49761.528619083976
4 day ahead cum,US,US,quantile,0.975,50045.18503766378
4 day ahead cum,US,US,quantile,0.99,50473.467566426465
4 day ahead cum,US,US,point,NA,48292.749496785975
5 day ahead inc,US,US,quantile,0.01,1335.8652831352285
5 day ahead inc,US,US,quantile,0.025,1387.8661870063752
5 day ahead inc,US,US,quantile,0.05,1438.093636673735
5 day ahead inc,US,US,quantile,0.1,1517.0518902844456
5 day ahead inc,US,US,quantile,0.15,1556.4994347529455
5 day ahead inc,US,US,quantile,0.2,1609.6441267664036
5 day ahead inc,US,US,quantile,0.25,1652.9501486632598
5 day ahead inc,US,US,quantile,0.3,1683.2045971190591
5 day ahead inc,US,US,quantile,0.35,1712.3581420807755
5 day ahead inc,US,US,quantile,0.4,1744.3347637527074
5 day ahead inc,US,US,quantile,0.45,1771.625198154871
5 day ahead inc,US,US,quantile,0.5,1813.7008552405555
5 day ahead inc,US,US,quantile,0.55,1829.972398648549
5 day ahead inc,US,US,quantile,0.6,1855.9675675630426
5 day ahead inc,US,US,quantile,0.65,1889.7667094216015
5 day ahead inc,US,US,quantile,0.7,1938.6163388046875
5 day ahead inc,US,US,quantile,0.75,1970.2922051183139
5 day ahead inc,US,US,quantile,0.8,1999.5214328320126
5 day ahead inc,US,US,quantile,0.85,2059.260884836897
5 day ahead inc,US,US,quantile,0.9,2135.4356664798097
5 day ahead inc,US,US,quantile,0.95,2216.12654426316
5 day ahead inc,US,US,quantile,0.975,2296.876616164635
5 day ahead inc,US,US,quantile,0.99,2416.749835850986
5 day ahead inc,US,US,point,NA,1812.596911196488
5 day ahead cum,US,US,quantile,0.01,47841.14506534233
5 day ahead cum,US,US,quantile,0.025,48111.267511166014
5 day ahead cum,US,US,quantile,0.05,48364.726626161115
5 day ahead cum,US,US,quantile,0.1,48714.66048827676
5 day ahead cum,US,US,quantile,0.15,48934.25686577809
5 day ahead cum,US,US,quantile,0.2,49163.17907200835
5 day ahead cum,US,US,quantile,0.25,49339.3236033633
5 day ahead cum,US,US,quantile,0.3,49503.54515676039
5 day ahead cum,US,US,quantile,0.35,49632.58050259998
5 day ahead cum,US,US,quantile,0.4,49792.616383743225
5 day ahead cum,US,US,quantile,0.45,49938.5212508842
5 day ahead cum,US,US,quantile,0.5,50074.81304286201
5 day ahead cum,US,US,quantile,0.55,50188.96987695618
5 day ahead cum,US,US,quantile,0.6,50325.2298344163
5 day ahead cum,US,US,quantile,0.65,50488.464232120605
5 day ahead cum,US,US,quantile,0.7,50664.77853068576
5 day ahead cum,US,US,quantile,0.75,50837.74505458855
5 day ahead cum,US,US,quantile,0.8,50996.039541296464
5 day ahead cum,US,US,quantile,0.85,51249.24851823394
5 day ahead cum,US,US,quantile,0.9,51571.97979670356
5 day ahead cum,US,US,quantile,0.95,51977.65516334714
5 day ahead cum,US,US,quantile,0.975,52342.061653828416
5 day ahead cum,US,US,quantile,0.99,52890.21740227745
5 day ahead cum,US,US,point,NA,50105.34640798246
6 day ahead inc,US,US,quantile,0.01,1282.0605364462756
6 day ahead inc,US,US,quantile,0.025,1335.594439594393
6 day ahead inc,US,US,quantile,0.05,1393.4768166264428
6 day ahead inc,US,US,quantile,0.1,1465.0488844796844
6 day ahead inc,US,US,quantile,0.15,1514.2124007126124
6 day ahead inc,US,US,quantile,0.2,1560.1455677074966
6 day ahead inc,US,US,quantile,0.25,1608.660902125784
6 day ahead inc,US,US,quantile,0.3,1640.2249888594645
6 day ahead inc,US,US,quantile,0.35,1665.0821302668485
6 day ahead inc,US,US,quantile,0.4,1703.1011643558124
6 day ahead inc,US,US,quantile,0.45,1734.2743617344668
6 day ahead inc,US,US,quantile,0.5,1772.9458729166886
6 day ahead inc,US,US,quantile,0.55,1789.817597159095
6 day ahead inc,US,US,quantile,0.6,1817.081325013679
6 day ahead inc,US,US,quantile,0.65,1855.1115055004998
6 day ahead inc,US,US,quantile,0.7,1892.449639336212
6 day ahead inc,US,US,quantile,0.75,1938.3422610043426
6 day ahead inc,US,US,quantile,0.8,1965.2294375654403
6 day ahead inc,US,US,quantile,0.85,2023.6851428443808
6 day ahead inc,US,US,quantile,0.9,2096.1882482019737
6 day ahead inc,US,US,quantile,0.95,2183.728244510308
6 day ahead inc,US,US,quantile,0.975,2267.1070051350493
6 day ahead inc,US,US,quantile,0.99,2389.9371647282933
6 day ahead inc,US,US,point,NA,1772.548107041691
6 day ahead cum,US,US,quantile,0.01,49123.20560178862
6 day ahead cum,US,US,quantile,0.025,49446.86195076042
6 day ahead cum,US,US,quantile,0.05,49758.20344278755
6 day ahead cum,US,US,quantile,0.1,50179.709372756435
6 day ahead cum,US,US,quantile,0.15,50448.46926649068
6 day ahead cum,US,US,quantile,0.2,50723.32463971585
6 day ahead cum,US,US,quantile,0.25,50947.98450548908
6 day ahead cum,US,US,quantile,0.3,51143.770145619856
6 day ahead cum,US,US,quantile,0.35,51297.662632866835
6 day ahead cum,US,US,quantile,0.4,51495.71754809903
6 day ahead cum,US,US,quantile,0.45,51672.79561261867
6 day ahead cum,US,US,quantile,0.5,51847.7589157787
6 day ahead cum,US,US,quantile,0.55,51978.787474115285
6 day ahead cum,US,US,quantile,0.6,52142.31115942998
6 day ahead cum,US,US,quantile,0.65,52343.575737621104
6 day ahead cum,US,US,quantile,0.7,52557.228170021976
6 day ahead cum,US,US,quantile,0.75,52776.08731559289
6 day ahead cum,US,US,quantile,0.8,52961.26897886192
6 day ahead cum,US,US,quantile,0.85,53272.93366107832
6 day ahead cum,US,US,quantile,0.9,53668.16804490553
6 day ahead cum,US,US,quantile,0.95,54161.383407857444
6 day ahead cum,US,US,quantile,0.975,54609.16865896347
6 day ahead cum,US,US,quantile,0.99,55280.15456700575
6 day ahead cum,US,US,point,NA,51877.89451502416
7 day ahead inc,US,US,quantile,0.01,1235.1129289678815
7 day ahead inc,US,US,quantile,0.025,1283.7753740002393
7 day ahead inc,US,US,quantile,0.05,1341.5399590016375
7 day ahead inc,US,US,quantile,0.1,1417.0180906592511
7 day ahead inc,US,US,quantile,0.15,1468.7736081238595
7 day ahead inc,US,US,quantile,0.2,1515.643883842862
7 day ahead inc,US,US,quantile,0.25,1562.9002941608962
7 day ahead inc,US,US,quantile,0.3,1592.3276813012808
7 day ahead inc,US,US,quantile,0.35,1620.2490764130876
7 day ahead inc,US,US,quantile,0.4,1660.3648166394182
7 day ahead inc,US,US,quantile,0.45,1686.806652041858
7 day ahead inc,US,US,quantile,0.5,1732.813957031053
7 day ahead inc,US,US,quantile,0.55,1751.3665930561353
7 day ahead inc,US,US,quantile,0.6,1783.3127054668548
7 day ahead inc,US,US,quantile,0.65,1821.063207368956
7 day ahead inc,US,US,quantile,0.7,1860.355084427335
7 day ahead inc,US,US,quantile,0.75,1907.7218124779556
7 day ahead inc,US,US,quantile,0.8,1935.939354467028
7 day ahead inc,US,US,quantile,0.85,1986.166942030835
7 day ahead inc,US,US,quantile,0.9,2059.063120310319
7 day ahead inc,US,US,quantile,0.95,2149.2978726508095
7 day ahead inc,US,US,quantile,0.975,2237.9899167380404
7 day ahead inc,US,US,quantile,0.99,2360.4274027643405
7 day ahead inc,US,US,point,NA,1732.3218187911755
7 day ahead cum,US,US,quantile,0.01,50358.31853075651
7 day ahead cum,US,US,quantile,0.025,50730.63732476065
7 day ahead cum,US,US,quantile,0.05,51099.74340178919
7 day ahead cum,US,US,quantile,0.1,51596.727463415686
7 day ahead cum,US,US,quantile,0.15,51917.24287461455
7 day ahead cum,US,US,quantile,0.2,52238.96852355871
7 day ahead cum,US,US,quantile,0.25,52510.88479964998
7 day ahead cum,US,US,quantile,0.3,52736.097826921134
7 day ahead cum,US,US,quantile,0.35,52917.91170927991
7 day ahead cum,US,US,quantile,0.4,53156.08236473847
7 day ahead cum,US,US,quantile,0.45,53359.60226466053
7 day ahead cum,US,US,quantile,0.5,53580.572872809746
7 day ahead cum,US,US,quantile,0.55,53730.15406717142
7 day ahead cum,US,US,quantile,0.6,53925.623864896836
7 day ahead cum,US,US,quantile,0.65,54164.63894499006
7 day ahead cum,US,US,quantile,0.7,54417.58325444932
7 day ahead cum,US,US,quantile,0.75,54683.80912807085
7 day ahead cum,US,US,quantile,0.8,54897.208333328934
7 day ahead cum,US,US,quantile,0.85,55259.10060310915
7 day ahead cum,US,US,quantile,0.9,55727.231165215846
7 day ahead cum,US,US,quantile,0.95,56310.68128050825
7 day ahead cum,US,US,quantile,0.975,56847.15857570151
7 day ahead cum,US,US,quantile,0.99,57640.581969770086
7 day ahead cum,US,US,point,NA,53610.21633381533
1 wk ahead inc,US,US,quantile,0.01,10033.198202275229
1 wk ahead inc,US,US,quantile,0.025,10421.418482944193
1 wk ahead inc,US,US,quantile,0.05,10774.107202876226
1 wk ahead inc,US,US,quantile,0.1,11266.816752594985
1 wk ahead inc,US,US,quantile,0.15,11576.336405956956
1 wk ahead inc,US,US,quantile,0.2,11885.348676145897
1 wk ahead inc,US,US,quantile,0.25,12141.095425987436
1 wk ahead inc,US,US,quantile,0.3,12367.99154681778
1 wk ahead inc,US,US,quantile,0.35,12552.379982411405
1 wk ahead inc,US,US,quantile,0.4,12775.115165314242
1 wk ahead inc,US,US,quantile,0.45,12976.65631902503
1 wk ahead inc,US,US,quantile,0.5,13170.91388847102
1 wk ahead inc,US,US,quantile,0.55,13326.701435937226
1 wk ahead inc,US,US,quantile,0.6,13517.762499218621
1 wk ahead inc,US,US,quantile,0.65,13751.685481818717
1 wk ahead inc,US,US,quantile,0.7,13988.20998337951
1 wk ahead inc,US,US,quantile,0.75,14235.615243220534
1 wk ahead inc,US,US,quantile,0.8,14457.732777904966
1 wk ahead inc,US,US,quantile,0.85,14811.13535425317
1 wk ahead inc,US,US,quantile,0.9,15252.11915632001
1 wk ahead inc,US,US,quantile,0.95,15825.241721896717
1 wk ahead inc,US,US,quantile,0.975,16324.955081796763
1 wk ahead inc,US,US,quantile,0.99,17098.061878225024
1 wk ahead inc,US,US,point,NA,13209.613812984024
1 wk ahead cum,US,US,quantile,0.01,49123.20560178862
1 wk ahead cum,US,US,quantile,0.025,49446.86195076042
1 wk ahead cum,US,US,quantile,0.05,49758.20344278755
1 wk ahead cum,US,US,quantile,0.1,50179.709372756435
1 wk ahead cum,US,US,quantile,0.15,50448.46926649068
1 wk ahead cum,US,US,quantile,0.2,50723.32463971585
1 wk ahead cum,US,US,quantile,0.25,50947.98450548908
1 wk ahead cum,US,US,quantile,0.3,51143.770145619856
1 wk ahead cum,US,US,quantile,0.35,51297.662632866835
1 wk ahead cum,US,US,quantile,0.4,51495.71754809903
1 wk ahead cum,US,US,quantile,0.45,51672.79561261867
1 wk ahead cum,US,US,quantile,0.5,51847.7589157787
1 wk ahead cum,US,US,quantile,0.55,51978.787474115285
1 wk ahead cum,US,US,quantile,0.6,52142.31115942998
1 wk ahead cum,US,US,quantile,0.65,52343.575737621104
1 wk ahead cum,US,US,quantile,0.7,52557.228170021976
1 wk ahead cum,US,US,quantile,0.75,52776.08731559289
1 wk ahead cum,US,US,quantile,0.8,52961.26897886192
1 wk ahead cum,US,US,quantile,0.85,53272.93366107832
1 wk ahead cum,US,US,quantile,0.9,53668.16804490553
1 wk ahead cum,US,US,quantile,0.95,54161.383407857444
1 wk ahead cum,US,US,quantile,0.975,54609.16865896347
1 wk ahead cum,US,US,quantile,0.99,55280.15456700575
1 wk ahead cum,US,US,point,NA,51877.89451502416
2 wk ahead inc,US,US,quantile,0.01,7622.939320225922
2 wk ahead inc,US,US,quantile,0.025,7999.92916734621
2 wk ahead inc,US,US,quantile,0.05,8402.643760240699
2 wk ahead inc,US,US,quantile,0.1,8920.779463618315
2 wk ahead inc,US,US,quantile,0.15,9296.177985637001
2 wk ahead inc,US,US,quantile,0.2,9630.638607151088
2 wk ahead inc,US,US,quantile,0.25,9946.814061194214
2 wk ahead inc,US,US,quantile,0.3,10200.901980148637
2 wk ahead inc,US,US,quantile,0.35,10466.203409125847
2 wk ahead inc,US,US,quantile,0.4,10727.158747319692
2 wk ahead inc,US,US,quantile,0.45,10978.92427832394
2 wk ahead inc,US,US,quantile,0.5,11259.980974572803
2 wk ahead inc,US,US,quantile,0.55,11505.376403758291
2 wk ahead inc,US,US,quantile,0.6,11734.73094649715
2 wk ahead inc,US,US,quantile,0.65,11990.37398994468
2 wk ahead inc,US,US,quantile,0.7,12270.33174398186
2 wk ahead inc,US,US,quantile,0.75,12595.797478286457
2 wk ahead inc,US,US,quantile,0.8,12879.693233777472
2 wk ahead inc,US,US,quantile,0.85,13230.943089225822
2 wk ahead inc,US,US,quantile,0.9,13732.752681503644
2 wk ahead inc,US,US,quantile,0.95,14493.460762259438
2 wk ahead inc,US,US,quantile,0.975,14996.557907746805
2 wk ahead inc,US,US,quantile,0.99,15838.224233865476
2 wk ahead inc,US,US,point,NA,11300.101233018166
2 wk ahead cum,US,US,quantile,0.01,56746.144922014544
2 wk ahead cum,US,US,quantile,0.025,57446.79111810662
2 wk ahead cum,US,US,quantile,0.05,58160.84720302825
2 wk ahead cum,US,US,quantile,0.1,59100.488836374745
2 wk ahead cum,US,US,quantile,0.15,59744.64725212769
2 wk ahead cum,US,US,quantile,0.2,60353.96324686694
2 wk ahead cum,US,US,quantile,0.25,60894.7985666833
2 wk ahead cum,US,US,quantile,0.3,61344.672125768484
2 wk ahead cum,US,US,quantile,0.35,61763.866041992675
2 wk ahead cum,US,US,quantile,0.4,62222.87629541873
2 wk ahead cum,US,US,quantile,0.45,62651.719890942615
2 wk ahead cum,US,US,quantile,0.5,63107.739890351506
2 wk ahead cum,US,US,quantile,0.55,63484.163877873565
2 wk ahead cum,US,US,quantile,0.6,63877.04210592713
2 wk ahead cum,US,US,quantile,0.65,64333.94972756577
2 wk ahead cum,US,US,quantile,0.7,64827.55991400384
2 wk ahead cum,US,US,quantile,0.75,65371.88479387935
2 wk ahead cum,US,US,quantile,0.8,65840.96221263941
2 wk ahead cum,US,US,quantile,0.85,66503.87675030412
2 wk ahead cum,US,US,quantile,0.9,67400.92072640918
2 wk ahead cum,US,US,quantile,0.95,68654.84417011688
2 wk ahead cum,US,US,quantile,0.975,69605.72656671028
2 wk ahead cum,US,US,quantile,0.99,71118.37880087121
2 wk ahead cum,US,US,point,NA,63177.995748042325
3 wk ahead inc,US,US,quantile,0.01,5578.933295507306
3 wk ahead inc,US,US,quantile,0.025,5926.529280141381
3 wk ahead inc,US,US,quantile,0.05,6328.785393946262
3 wk ahead inc,US,US,quantile,0.1,6816.798450656247
3 wk ahead inc,US,US,quantile,0.15,7212.4058726446165
3 wk ahead inc,US,US,quantile,0.2,7556.771702532011
3 wk ahead inc,US,US,quantile,0.25,7872.0938729140935
3 wk ahead inc,US,US,quantile,0.3,8152.582684227708
3 wk ahead inc,US,US,quantile,0.35,8533.828062105433
3 wk ahead inc,US,US,quantile,0.4,8805.257614990966
3 wk ahead inc,US,US,quantile,0.45,9098.488206879207
3 wk ahead inc,US,US,quantile,0.5,9405.573609737363
3 wk ahead inc,US,US,quantile,0.55,9811.365319139495
3 wk ahead inc,US,US,quantile,0.6,10065.713447880367
3 wk ahead inc,US,US,quantile,0.65,10379.974005317777
3 wk ahead inc,US,US,quantile,0.7,10703.96678244817
3 wk ahead inc,US,US,quantile,0.75,11076.049248480655
3 wk ahead inc,US,US,quantile,0.8,11428.868067445184
3 wk ahead inc,US,US,quantile,0.85,11773.13922817232
3 wk ahead inc,US,US,quantile,0.9,12276.416187444791
3 wk ahead inc,US,US,quantile,0.95,13138.459717012325
3 wk ahead inc,US,US,quantile,0.975,13619.684416055148
3 wk ahead inc,US,US,quantile,0.99,14290.550591832256
3 wk ahead inc,US,US,point,NA,9521.143778696878
3 wk ahead cum,US,US,quantile,0.01,62325.078217521834
3 wk ahead cum,US,US,quantile,0.025,63373.320398248026
3 wk ahead cum,US,US,quantile,0.05,64489.63259697451
3 wk ahead cum,US,US,quantile,0.1,65917.287287031
3 wk ahead cum,US,US,quantile,0.15,66957.05312477231
3 wk ahead cum,US,US,quantile,0.2,67910.73494939895
3 wk ahead cum,US,US,quantile,0.25,68766.89243959739
3 wk ahead cum,US,US,quantile,0.3,69497.2548099962
3 wk ahead cum,US,US,quantile,0.35,70297.69410409809
3 wk ahead cum,US,US,quantile,0.4,71028.1339104097
3 wk ahead cum,US,US,quantile,0.45,71750.20809782181
3 wk ahead cum,US,US,quantile,0.5,72513.31350008887
3 wk ahead cum,US,US,quantile,0.55,73295.52919701306
3 wk ahead cum,US,US,quantile,0.6,73942.7555538075
3 wk ahead cum,US,US,quantile,0.65,74713.92373288356
3 wk ahead cum,US,US,quantile,0.7,75531.52669645201
3 wk ahead cum,US,US,quantile,0.75,76447.93404236001
3 wk ahead cum,US,US,quantile,0.8,77269.83028008457
3 wk ahead cum,US,US,quantile,0.85,78277.01597847644
