target,location,location_name,type,quantile,value
1 day ahead inc,US,US,quantile,0.01,1536.068193114348
1 day ahead inc,US,US,quantile,0.025,1592.0686075736194
1 day ahead inc,US,US,quantile,0.05,1636.6041489431434
1 day ahead inc,US,US,quantile,0.1,1704.6079857987736
1 day ahead inc,US,US,quantile,0.15,1746.5210352631213
1 day ahead inc,US,US,quantile,0.2,1787.4382067218112
1 day ahead inc,US,US,quantile,0.25,1814.7700460917126
1 day ahead inc,US,US,quantile,0.3,1845.4773336675241
1 day ahead inc,US,US,quantile,0.35,1875.9169657930981
1 day ahead inc,US,US,quantile,0.4,1905.3084853234027
1 day ahead inc,US,US,quantile,0.45,1930.5018397769018
1 day ahead inc,US,US,quantile,0.5,1952.5358228882046
1 day ahead inc,US,US,quantile,0.55,1976.8123236919241
1 day ahead inc,US,US,quantile,0.6,2006.654307740816
1 day ahead inc,US,US,quantile,0.65,2037.458706515881
1 day ahead inc,US,US,quantile,0.7,2063.942098961819
1 day ahead inc,US,US,quantile,0.75,2094.8057058798317
1 day ahead inc,US,US,quantile,0.8,2127.8022375243377
1 day ahead inc,US,US,quantile,0.85,2175.378249051696
1 day ahead inc,US,US,quantile,0.9,2231.8544850119774
1 day ahead inc,US,US,quantile,0.95,2303.2168123381102
1 day ahead inc,US,US,quantile,0.975,2370.126827290867
1 day ahead inc,US,US,quantile,0.99,2470.541075870787
1 day ahead inc,US,US,point,NA,1961.7389708902836
1 day ahead cum,US,US,quantile,0.01,42197.06819311435
1 day ahead cum,US,US,quantile,0.025,42253.068607573616
1 day ahead cum,US,US,quantile,0.05,42297.604148943145
1 day ahead cum,US,US,quantile,0.1,42365.60798579877
1 day ahead cum,US,US,quantile,0.15,42407.52103526312
1 day ahead cum,US,US,quantile,0.2,42448.43820672181
1 day ahead cum,US,US,quantile,0.25,42475.77004609171
1 day ahead cum,US,US,quantile,0.3,42506.47733366752
1 day ahead cum,US,US,quantile,0.35,42536.9169657931
1 day ahead cum,US,US,quantile,0.4,42566.308485323396
1 day ahead cum,US,US,quantile,0.45,42591.5018397769
1 day ahead cum,US,US,quantile,0.5,42613.535822888196
1 day ahead cum,US,US,quantile,0.55,42637.81232369192
1 day ahead cum,US,US,quantile,0.6,42667.65430774081
1 day ahead cum,US,US,quantile,0.65,42698.45870651588
1 day ahead cum,US,US,quantile,0.7,42724.942098961816
1 day ahead cum,US,US,quantile,0.75,42755.80570587983
1 day ahead cum,US,US,quantile,0.8,42788.80223752434
1 day ahead cum,US,US,quantile,0.85,42836.3782490517
1 day ahead cum,US,US,quantile,0.9,42892.85448501198
1 day ahead cum,US,US,quantile,0.95,42964.21681233811
1 day ahead cum,US,US,quantile,0.975,43031.126827290864
1 day ahead cum,US,US,quantile,0.99,43131.54107587079
1 day ahead cum,US,US,point,NA,42622.738970890285
2 day ahead inc,US,US,quantile,0.01,1482.4902178822813
2 day ahead inc,US,US,quantile,0.025,1544.4921672651428
2 day ahead inc,US,US,quantile,0.05,1592.2204500942512
2 day ahead inc,US,US,quantile,0.1,1658.634585187263
2 day ahead inc,US,US,quantile,0.15,1705.178060348066
2 day ahead inc,US,US,quantile,0.2,1747.294683340225
2 day ahead inc,US,US,quantile,0.25,1775.6238805904318
2 day ahead inc,US,US,quantile,0.3,1810.127929539668
2 day ahead inc,US,US,quantile,0.35,1836.719134820243
2 day ahead inc,US,US,quantile,0.4,1871.1455762839998
2 day ahead inc,US,US,quantile,0.45,1894.14285551982
2 day ahead inc,US,US,quantile,0.5,1918.2264488525666
2 day ahead inc,US,US,quantile,0.55,1941.6734793889532
2 day ahead inc,US,US,quantile,0.6,1969.1078379445428
2 day ahead inc,US,US,quantile,0.65,2005.1577199458984
2 day ahead inc,US,US,quantile,0.7,2033.5300958214925
2 day ahead inc,US,US,quantile,0.75,2071.7951310027233
2 day ahead inc,US,US,quantile,0.8,2105.1935391911084
2 day ahead inc,US,US,quantile,0.85,2149.4910321218927
2 day ahead inc,US,US,quantile,0.9,2210.658278138187
2 day ahead inc,US,US,quantile,0.95,2285.686351514677
2 day ahead inc,US,US,quantile,0.975,2355.3965086540416
2 day ahead inc,US,US,quantile,0.99,2464.05508468421
2 day ahead inc,US,US,point,NA,1927.3621043014805
2 day ahead cum,US,US,quantile,0.01,43679.55841099663
2 day ahead cum,US,US,quantile,0.025,43797.56077483876
2 day ahead cum,US,US,quantile,0.05,43889.824599037405
2 day ahead cum,US,US,quantile,0.1,44024.24257098603
2 day ahead cum,US,US,quantile,0.15,44112.699095611184
2 day ahead cum,US,US,quantile,0.2,44195.732890062034
2 day ahead cum,US,US,quantile,0.25,44251.39392668215
2 day ahead cum,US,US,quantile,0.3,44316.605263207195
2 day ahead cum,US,US,quantile,0.35,44373.63610061334
2 day ahead cum,US,US,quantile,0.4,44437.4540616074
2 day ahead cum,US,US,quantile,0.45,44485.644695296716
2 day ahead cum,US,US,quantile,0.5,44531.76227174077
2 day ahead cum,US,US,quantile,0.55,44579.485803080875
2 day ahead cum,US,US,quantile,0.6,44636.76214568536
2 day ahead cum,US,US,quantile,0.65,44703.61642646178
2 day ahead cum,US,US,quantile,0.7,44758.47219478331
2 day ahead cum,US,US,quantile,0.75,44827.60083688256
2 day ahead cum,US,US,quantile,0.8,44893.99577671545
2 day ahead cum,US,US,quantile,0.85,44985.86928117358
2 day ahead cum,US,US,quantile,0.9,45103.51276315017
2 day ahead cum,US,US,quantile,0.95,45249.90316385278
2 day ahead cum,US,US,quantile,0.975,45386.523335944905
2 day ahead cum,US,US,quantile,0.99,45595.596160555
2 day ahead cum,US,US,point,NA,44550.10107519176
3 day ahead inc,US,US,quantile,0.01,1436.8053469348647
3 day ahead inc,US,US,quantile,0.025,1488.3373904392126
3 day ahead inc,US,US,quantile,0.05,1542.2658476743259
3 day ahead inc,US,US,quantile,0.1,1607.7239042829715
3 day ahead inc,US,US,quantile,0.15,1655.6205879431166
3 day ahead inc,US,US,quantile,0.2,1703.3484733647822
3 day ahead inc,US,US,quantile,0.25,1738.9725194949601
3 day ahead inc,US,US,quantile,0.3,1772.3920896212612
3 day ahead inc,US,US,quantile,0.35,1794.324018634106
3 day ahead inc,US,US,quantile,0.4,1828.3310024860148
3 day ahead inc,US,US,quantile,0.45,1861.8272727805488
3 day ahead inc,US,US,quantile,0.5,1882.6606914098725
3 day ahead inc,US,US,quantile,0.55,1907.159721800552
3 day ahead inc,US,US,quantile,0.6,1934.8444035117554
3 day ahead inc,US,US,quantile,0.65,1966.5725222277454
3 day ahead inc,US,US,quantile,0.7,1997.3081870765632
3 day ahead inc,US,US,quantile,0.75,2036.3654168167136
3 day ahead inc,US,US,quantile,0.8,2067.747716277589
3 day ahead inc,US,US,quantile,0.85,2120.217996990715
3 day ahead inc,US,US,quantile,0.9,2179.303629942041
3 day ahead inc,US,US,quantile,0.95,2266.640428712189
3 day ahead inc,US,US,quantile,0.975,2339.775699190195
3 day ahead inc,US,US,quantile,0.99,2450.2488713236294
3 day ahead inc,US,US,point,NA,1890.5546516573108
3 day ahead cum,US,US,quantile,0.01,45116.363757931504
3 day ahead cum,US,US,quantile,0.025,45285.89816527798
3 day ahead cum,US,US,quantile,0.05,45432.09044671172
3 day ahead cum,US,US,quantile,0.1,45631.966475269015
3 day ahead cum,US,US,quantile,0.15,45768.31968355431
3 day ahead cum,US,US,quantile,0.2,45899.08136342682
3 day ahead cum,US,US,quantile,0.25,45990.3664461771
3 day ahead cum,US,US,quantile,0.3,46088.997352828446
3 day ahead cum,US,US,quantile,0.35,46167.96011924745
3 day ahead cum,US,US,quantile,0.4,46265.78506409342
3 day ahead cum,US,US,quantile,0.45,46347.47196807727
3 day ahead cum,US,US,quantile,0.5,46414.422963150646
3 day ahead cum,US,US,quantile,0.55,46486.64552488144
3 day ahead cum,US,US,quantile,0.6,46571.60654919712
3 day ahead cum,US,US,quantile,0.65,46670.18894868952
3 day ahead cum,US,US,quantile,0.7,46755.780381859884
3 day ahead cum,US,US,quantile,0.75,46863.96625369927
3 day ahead cum,US,US,quantile,0.8,46961.743492993024
3 day ahead cum,US,US,quantile,0.85,47106.08727816432
3 day ahead cum,US,US,quantile,0.9,47282.816393092195
3 day ahead cum,US,US,quantile,0.95,47516.54359256498
3 day ahead cum,US,US,quantile,0.975,47726.299035135096
3 day ahead cum,US,US,quantile,0.99,48045.845031878634
3 day ahead cum,US,US,point,NA,46440.65572684907
4 day ahead inc,US,US,quantile,0.01,1388.916024275618
4 day ahead inc,US,US,quantile,0.025,1437.503158881675
4 day ahead inc,US,US,quantile,0.05,1494.5425427756518
4 day ahead inc,US,US,quantile,0.1,1565.642122723302
4 day ahead inc,US,US,quantile,0.15,1609.4377474708276
4 day ahead inc,US,US,quantile,0.2,1654.4535818151278
4 day ahead inc,US,US,quantile,0.25,1696.0070085229324
4 day ahead inc,US,US,quantile,0.3,1731.3432068128805
4 day ahead inc,US,US,quantile,0.35,1752.2622412717553
4 day ahead inc,US,US,quantile,0.4,1782.4965558971046
4 day ahead inc,US,US,quantile,0.45,1819.4240846520627
4 day ahead inc,US,US,quantile,0.5,1846.6892244708108
4 day ahead inc,US,US,quantile,0.55,1872.3519534262005
4 day ahead inc,US,US,quantile,0.6,1897.6557176561432
4 day ahead inc,US,US,quantile,0.65,1928.508574009476
4 day ahead inc,US,US,quantile,0.7,1970.3818100212034
4 day ahead inc,US,US,quantile,0.75,2003.4865957709687
4 day ahead inc,US,US,quantile,0.8,2034.7746154714255
4 day ahead inc,US,US,quantile,0.85,2083.900355232733
4 day ahead inc,US,US,quantile,0.9,2153.727737131538
