target,location,location_name,type,quantile,value
1 day ahead inc,US,US,quantile,0.01,1506.6442291323349
1 day ahead inc,US,US,quantile,0.025,1567.1919836488903
1 day ahead inc,US,US,quantile,0.05,1622.5040446144992
1 day ahead inc,US,US,quantile,0.1,1692.981331382623
1 day ahead inc,US,US,quantile,0.15,1749.1138311678196
1 day ahead inc,US,US,quantile,0.2,1788.8671394662674
1 day ahead inc,US,US,quantile,0.25,1818.8727168872626
1 day ahead inc,US,US,quantile,0.3,1854.074885894597
1 day ahead inc,US,US,quantile,0.35,1882.8628176224229
1 day ahead inc,US,US,quantile,0.4,1907.3761519716445
1 day ahead inc,US,US,quantile,0.45,1931.3924906866723
1 day ahead inc,US,US,quantile,0.5,1962.4154325417126
1 day ahead inc,US,US,quantile,0.55,1984.791310534968
1 day ahead inc,US,US,quantile,0.6,2008.06533528664
1 day ahead inc,US,US,quantile,0.65,2040.211953762553
1 day ahead inc,US,US,quantile,0.7,2075.6658637945293
1 day ahead inc,US,US,quantile,0.75,2107.2750659027315
1 day ahead inc,US,US,quantile,0.8,2136.574086672229
1 day ahead inc,US,US,quantile,0.85,2184.1025233848773
1 day ahead inc,US,US,quantile,0.9,2244.796214655616
1 day ahead inc,US,US,quantile,0.95,2323.421788740805
1 day ahead inc,US,US,quantile,0.975,2377.911628159928
1 day ahead inc,US,US,quantile,0.99,2475.6245722775657
1 day ahead inc,US,US,point,NA,1965.4074006468265
1 day ahead cum,US,US,quantile,0.01,40170.644229132326
1 day ahead cum,US,US,quantile,0.025,40231.19198364889
1 day ahead cum,US,US,quantile,0.05,40286.5040446145
1 day ahead cum,US,US,quantile,0.1,40356.981331382616
1 day ahead cum,US,US,quantile,0.15,40413.113831167815
1 day ahead cum,US,US,quantile,0.2,40452.86713946627
1 day ahead cum,US,US,quantile,0.25,40482.87271688727
1 day ahead cum,US,US,quantile,0.3,40518.0748858946
1 day ahead cum,US,US,quantile,0.35,40546.862817622416
1 day ahead cum,US,US,quantile,0.4,40571.376151971635
1 day ahead cum,US,US,quantile,0.45,40595.39249068667
1 day ahead cum,US,US,quantile,0.5,40626.41543254171
1 day ahead cum,US,US,quantile,0.55,40648.791310534965
1 day ahead cum,US,US,quantile,0.6,40672.065335286636
1 day ahead cum,US,US,quantile,0.65,40704.21195376256
1 day ahead cum,US,US,quantile,0.7,40739.66586379453
1 day ahead cum,US,US,quantile,0.75,40771.27506590273
1 day ahead cum,US,US,quantile,0.8,40800.57408667223
1 day ahead cum,US,US,quantile,0.85,40848.102523384885
1 day ahead cum,US,US,quantile,0.9,40908.79621465562
1 day ahead cum,US,US,quantile,0.95,40987.4217887408
1 day ahead cum,US,US,quantile,0.975,41041.911628159934
1 day ahead cum,US,US,quantile,0.99,41139.62457227757
1 day ahead cum,US,US,point,NA,40629.40740064683
2 day ahead inc,US,US,quantile,0.01,1449.7846606109244
2 day ahead inc,US,US,quantile,0.025,1514.6161165877807
2 day ahead inc,US,US,quantile,0.05,1569.4373959474294
2 day ahead inc,US,US,quantile,0.1,1644.9938438603128
2 day ahead inc,US,US,quantile,0.15,1704.092137582205
2 day ahead inc,US,US,quantile,0.2,1739.4108306841492
2 day ahead inc,US,US,quantile,0.25,1775.733389111425
2 day ahead inc,US,US,quantile,0.3,1808.1501640682852
2 day ahead inc,US,US,quantile,0.35,1836.9220761603933
2 day ahead inc,US,US,quantile,0.4,1869.4186180237855
2 day ahead inc,US,US,quantile,0.45,1898.9296602455386
2 day ahead inc,US,US,quantile,0.5,1923.1805933809528
2 day ahead inc,US,US,quantile,0.55,1949.1085766418964
2 day ahead inc,US,US,quantile,0.6,1974.013576884512
2 day ahead inc,US,US,quantile,0.65,2008.1161763096566
2 day ahead inc,US,US,quantile,0.7,2040.6396880716595
2 day ahead inc,US,US,quantile,0.75,2076.742170378596
2 day ahead inc,US,US,quantile,0.8,2113.3445130714226
2 day ahead inc,US,US,quantile,0.85,2156.8028238747934
2 day ahead inc,US,US,quantile,0.9,2226.682119988418
2 day ahead inc,US,US,quantile,0.95,2302.8016254127265
2 day ahead inc,US,US,quantile,0.975,2371.257929942365
2 day ahead inc,US,US,quantile,0.99,2468.4752132017
2 day ahead inc,US,US,point,NA,1928.5246572020064
2 day ahead cum,US,US,quantile,0.01,41620.428889743256
2 day ahead cum,US,US,quantile,0.025,41745.80810023667
2 day ahead cum,US,US,quantile,0.05,41855.94144056193
2 day ahead cum,US,US,quantile,0.1,42001.97517524294
2 day ahead cum,US,US,quantile,0.15,42117.20596875002
2 day ahead cum,US,US,quantile,0.2,42192.27797015042
2 day ahead cum,US,US,quantile,0.25,42258.60610599869
2 day ahead cum,US,US,quantile,0.3,42326.225049962886
2 day ahead cum,US,US,quantile,0.35,42383.78489378282
2 day ahead cum,US,US,quantile,0.4,42440.79476999543
2 day ahead cum,US,US,quantile,0.45,42494.32215093221
