target,location,location_name,type,quantile,value
5 day ahead inc,US,US,quantile,0.4,1790.8679926816262
5 day ahead inc,US,US,quantile,0.45,1833.1074564324995
5 day ahead inc,US,US,quantile,0.5,1879.9120737466787
5 day ahead inc,US,US,quantile,0.55,1918.165198233365
5 day ahead inc,US,US,quantile,0.6,1975.787713589013
5 day ahead inc,US,US,quantile,0.65,2019.9329151061975
5 day ahead inc,US,US,quantile,0.7,2084.040281802849
5 day ahead inc,US,US,quantile,0.75,2139.468058066306
5 day ahead inc,US,US,quantile,0.8,2209.44844441609
5 day ahead inc,US,US,quantile,0.85,2317.117621776022
5 day ahead inc,US,US,quantile,0.9,2442.6310632952805
5 day ahead inc,US,US,quantile,0.95,2609.864744387742
5 day ahead inc,US,US,quantile,0.975,2782.2080498983264
5 day ahead inc,US,US,quantile,0.99,2935.336261155982
5 day ahead inc,US,US,point,NA,1918.2845254083709
5 day ahead cum,US,US,quantile,0.01,39844.90349550888
5 day ahead cum,US,US,quantile,0.025,40241.501879903684
5 day ahead cum,US,US,quantile,0.05,40531.18011802005
5 day ahead cum,US,US,quantile,0.1,40995.66571364223
5 day ahead cum,US,US,quantile,0.15,41299.740766477815
5 day ahead cum,US,US,quantile,0.2,41549.72553812962
5 day ahead cum,US,US,quantile,0.25,41830.42250944109
5 day ahead cum,US,US,quantile,0.3,42029.15794715863
5 day ahead cum,US,US,quantile,0.35,42185.71225264445
5 day ahead cum,US,US,quantile,0.4,42381.42408509094
5 day ahead cum,US,US,quantile,0.45,42607.02819678602
5 day ahead cum,US,US,quantile,0.5,42827.75061941102
5 day ahead cum,US,US,quantile,0.55,42985.10259183601
5 day ahead cum,US,US,quantile,0.6,43191.790451758105
5 day ahead cum,US,US,quantile,0.65,43383.20927808194
5 day ahead cum,US,US,quantile,0.7,43627.49107537838
5 day ahead cum,US,US,quantile,0.75,43903.58341094987
5 day ahead cum,US,US,quantile,0.8,44228.074364489235
5 day ahead cum,US,US,quantile,0.85,44592.842989070305
5 day ahead cum,US,US,quantile,0.9,45072.24881149572
5 day ahead cum,US,US,quantile,0.95,45716.92881146156
5 day ahead cum,US,US,quantile,0.975,46375.2549255638
5 day ahead cum,US,US,quantile,0.99,46979.424648908505
5 day ahead cum,US,US,point,NA,42922.70150897306
6 day ahead inc,US,US,quantile,0.01,1139.6677611044431
6 day ahead inc,US,US,quantile,0.025,1217.6879626468792
6 day ahead inc,US,US,quantile,0.05,1278.212693541193
6 day ahead inc,US,US,quantile,0.1,1391.243546520579
6 day ahead inc,US,US,quantile,0.15,1469.5062651512733
6 day ahead inc,US,US,quantile,0.2,1523.7064654675296
6 day ahead inc,US,US,quantile,0.25,1581.2728045403603
6 day ahead inc,US,US,quantile,0.3,1635.578325047983
6 day ahead inc,US,US,quantile,0.35,1676.3860535925714
6 day ahead inc,US,US,quantile,0.4,1727.3568386926581
6 day ahead inc,US,US,quantile,0.45,1763.8389273542664
6 day ahead inc,US,US,quantile,0.5,1813.9626748628893
6 day ahead inc,US,US,quantile,0.55,1875.1096784050776
6 day ahead inc,US,US,quantile,0.6,1925.7054399436367
6 day ahead inc,US,US,quantile,0.65,1969.4967104585571
6 day ahead inc,US,US,quantile,0.7,2036.4669932850552
6 day ahead inc,US,US,quantile,0.75,2104.350752994304
6 day ahead inc,US,US,quantile,0.8,2175.808130989192
6 day ahead inc,US,US,quantile,0.85,2292.1287085663407
6 day ahead inc,US,US,quantile,0.9,2434.738680617112
6 day ahead inc,US,US,quantile,0.95,2611.3134085670044
6 day ahead inc,US,US,quantile,0.975,2811.584145672299
6 day ahead inc,US,US,quantile,0.99,2975.294741476317
6 day ahead inc,US,US,point,NA,1867.2660350100768
6 day ahead cum,US,US,quantile,0.01,40984.57125661332
6 day ahead cum,US,US,quantile,0.025,41459.18984255055
6 day ahead cum,US,US,quantile,0.05,41809.39281156124
6 day ahead cum,US,US,quantile,0.1,42386.909260162814
6 day ahead cum,US,US,quantile,0.15,42769.247031629086
6 day ahead cum,US,US,quantile,0.2,43073.43200359715
6 day ahead cum,US,US,quantile,0.25,43411.695313981436
6 day ahead cum,US,US,quantile,0.3,43664.73627220661
6 day ahead cum,US,US,quantile,0.35,43862.098306237014
6 day ahead cum,US,US,quantile,0.4,44108.780923783605
6 day ahead cum,US,US,quantile,0.45,44370.867124140284
6 day ahead cum,US,US,quantile,0.5,44641.71329427392
6 day ahead cum,US,US,quantile,0.55,44860.212270241085
6 day ahead cum,US,US,quantile,0.6,45117.495891701736
6 day ahead cum,US,US,quantile,0.65,45352.705988540496
6 day ahead cum,US,US,quantile,0.7,45663.958068663436
6 day ahead cum,US,US,quantile,0.75,46007.93416394417
6 day ahead cum,US,US,quantile,0.8,46403.882495478436
6 day ahead cum,US,US,quantile,0.85,46884.97169763664
6 day ahead cum,US,US,quantile,0.9,47506.98749211284
6 day ahead cum,US,US,quantile,0.95,48328.242220028565
6 day ahead cum,US,US,quantile,0.975,49186.83907123611
6 day ahead cum,US,US,quantile,0.99,49954.71939038482
6 day ahead cum,US,US,point,NA,44789.967543983155
7 day ahead inc,US,US,quantile,0.01,1059.0012717722504
7 day ahead inc,US,US,quantile,0.025,1140.4166387847529
7 day ahead inc,US,US,quantile,0.05,1207.8869548242626
7 day ahead inc,US,US,quantile,0.1,1313.1761229944016
7 day ahead inc,US,US,quantile,0.15,1394.1473361404733
7 day ahead inc,US,US,quantile,0.2,1454.8260320050185
7 day ahead inc,US,US,quantile,0.25,1506.8624238617942
7 day ahead inc,US,US,quantile,0.3,1567.7647321605866
7 day ahead inc,US,US,quantile,0.35,1611.7672010545944
7 day ahead inc,US,US,quantile,0.4,1664.7360771758456
7 day ahead inc,US,US,quantile,0.45,1709.9416585727608
7 day ahead inc,US,US,quantile,0.5,1761.5293364917725
7 day ahead inc,US,US,quantile,0.55,1820.4963778854747
7 day ahead inc,US,US,quantile,0.6,1867.8453788853715
7 day ahead inc,US,US,quantile,0.65,1919.2775524137521
7 day ahead inc,US,US,quantile,0.7,1982.3149701384507
7 day ahead inc,US,US,quantile,0.75,2040.8697938266143
7 day ahead inc,US,US,quantile,0.8,2140.2516849838253
7 day ahead inc,US,US,quantile,0.85,2268.332429271213
7 day ahead inc,US,US,quantile,0.9,2406.9343824635625
7 day ahead inc,US,US,quantile,0.95,2602.4864091076142
7 day ahead inc,US,US,quantile,0.975,2827.5992039529524
7 day ahead inc,US,US,quantile,0.99,3016.2819596343047
7 day ahead inc,US,US,point,NA,1813.6020946801916
7 day ahead cum,US,US,quantile,0.01,42043.572528385565
7 day ahead cum,US,US,quantile,0.025,42599.606481335315
7 day ahead cum,US,US,quantile,0.05,43017.279766385494
7 day ahead cum,US,US,quantile,0.1,43700.08538315721
7 day ahead cum,US,US,quantile,0.15,44163.39436776957
7 day ahead cum,US,US,quantile,0.2,44528.25803560216
7 day ahead cum,US,US,quantile,0.25,44918.55773784324
7 day ahead cum,US,US,quantile,0.3,45232.501004367194
7 day ahead cum,US,US,quantile,0.35,45473.86550729161
7 day ahead cum,US,US,quantile,0.4,45773.517000959444
7 day ahead cum,US,US,quantile,0.45,46080.80878271304
7 day ahead cum,US,US,quantile,0.5,46403.242630765686
7 day ahead cum,US,US,quantile,0.55,46680.70864812657
7 day ahead cum,US,US,quantile,0.6,46985.341270587116
7 day ahead cum,US,US,quantile,0.65,47271.98354095426
7 day ahead cum,US,US,quantile,0.7,47646.27303880188
7 day ahead cum,US,US,quantile,0.75,48048.80395777078
7 day ahead cum,US,US,quantile,0.8,48544.13418046226
7 day ahead cum,US,US,quantile,0.85,49153.30412690785
7 day ahead cum,US,US,quantile,0.9,49913.921874576394
7 day ahead cum,US,US,quantile,0.95,50930.728629136174
7 day ahead cum,US,US,quantile,0.975,52014.43827518905
7 day ahead cum,US,US,quantile,0.99,52971.001350019134
7 day ahead cum,US,US,point,NA,46603.56963866334
1 wk ahead inc,US,US,quantile,0.01,11509.571479222252
1 wk ahead inc,US,US,quantile,0.025,11887.970139324008
1 wk ahead inc,US,US,quantile,0.05,12232.20394753657
1 wk ahead inc,US,US,quantile,0.1,12651.354687927353
1 wk ahead inc,US,US,quantile,0.15,12960.751283279647
1 wk ahead inc,US,US,quantile,0.2,13242.32353001375
1 wk ahead inc,US,US,quantile,0.25,13491.250508983125
1 wk ahead inc,US,US,quantile,0.3,13696.522813424015
1 wk ahead inc,US,US,quantile,0.35,13842.207321492673
1 wk ahead inc,US,US,quantile,0.4,14023.205600175545
1 wk ahead inc,US,US,quantile,0.45,14243.232522968912
1 wk ahead inc,US,US,quantile,0.5,14478.075850628042
1 wk ahead inc,US,US,quantile,0.55,14628.945389446137
1 wk ahead inc,US,US,quantile,0.6,14784.786397247713
1 wk ahead inc,US,US,quantile,0.65,14945.71446533117
1 wk ahead inc,US,US,quantile,0.7,15159.734043673496
1 wk ahead inc,US,US,quantile,0.75,15444.038282237758
1 wk ahead inc,US,US,quantile,0.8,15696.668507757377
1 wk ahead inc,US,US,quantile,0.85,15974.918418613232
1 wk ahead inc,US,US,quantile,0.9,16337.471345662007
1 wk ahead inc,US,US,quantile,0.95,16878.951087328795
1 wk ahead inc,US,US,quantile,0.975,17310.02447369771
1 wk ahead inc,US,US,quantile,0.99,17791.436453977745
1 wk ahead inc,US,US,point,NA,14469.946851021323
1 wk ahead cum,US,US,quantile,0.01,35932.93059106638
1 wk ahead cum,US,US,quantile,0.025,36085.572691476846
1 wk ahead cum,US,US,quantile,0.05,36192.56157596162
1 wk ahead cum,US,US,quantile,0.1,36369.06449335571
1 wk ahead cum,US,US,quantile,0.15,36462.88297966208
1 wk ahead cum,US,US,quantile,0.2,36552.64455939824
1 wk ahead cum,US,US,quantile,0.25,36662.15133118331
1 wk ahead cum,US,US,quantile,0.3,36737.00523355959
1 wk ahead cum,US,US,quantile,0.35,36784.677346605364
1 wk ahead cum,US,US,quantile,0.4,36847.64702553432
1 wk ahead cum,US,US,quantile,0.45,36935.398134917814
1 wk ahead cum,US,US,quantile,0.5,37029.986176738195
1 wk ahead cum,US,US,quantile,0.55,37075.19556206602
1 wk ahead cum,US,US,quantile,0.6,37138.27474232781
1 wk ahead cum,US,US,quantile,0.65,37194.10048310113
1 wk ahead cum,US,US,quantile,0.7,37276.25661098509
1 wk ahead cum,US,US,quantile,0.75,37384.60535528115
1 wk ahead cum,US,US,quantile,0.8,37499.173782685764
1 wk ahead cum,US,US,quantile,0.85,37600.78097276178
1 wk ahead cum,US,US,quantile,0.9,37740.12976532444
1 wk ahead cum,US,US,quantile,0.95,37957.4777410996
1 wk ahead cum,US,US,quantile,0.975,38145.565369141565
1 wk ahead cum,US,US,quantile,0.99,38345.02034121952
1 wk ahead cum,US,US,point,NA,37030.95353191029
2 wk ahead inc,US,US,quantile,0.01,8004.918283385079
2 wk ahead inc,US,US,quantile,0.025,8554.657380799912
2 wk ahead inc,US,US,quantile,0.05,9004.280619054052
2 wk ahead inc,US,US,quantile,0.1,9725.679699726685
2 wk ahead inc,US,US,quantile,0.15,10243.1918159357
2 wk ahead inc,US,US,quantile,0.2,10655.973959809184
2 wk ahead inc,US,US,quantile,0.25,11062.97820178297
2 wk ahead inc,US,US,quantile,0.3,11410.458947623207
2 wk ahead inc,US,US,quantile,0.35,11721.504221223697
2 wk ahead inc,US,US,quantile,0.4,12048.299789401924
2 wk ahead inc,US,US,quantile,0.45,12390.967920762405
2 wk ahead inc,US,US,quantile,0.5,12710.021486970118
2 wk ahead inc,US,US,quantile,0.55,13050.56420106561
2 wk ahead inc,US,US,quantile,0.6,13431.936311866602
2 wk ahead inc,US,US,quantile,0.65,13757.325827383997
2 wk ahead inc,US,US,quantile,0.7,14174.74090345201
2 wk ahead inc,US,US,quantile,0.75,14623.54242986139
2 wk ahead inc,US,US,quantile,0.8,15184.605917619268
2 wk ahead inc,US,US,quantile,0.85,15953.01090368538
2 wk ahead inc,US,US,quantile,0.9,16884.703964352546
2 wk ahead inc,US,US,quantile,0.95,18130.143710447108
2 wk ahead inc,US,US,quantile,0.975,19513.441129854753
2 wk ahead inc,US,US,quantile,0.99,20747.954244588447
2 wk ahead inc,US,US,point,NA,13032.553650553953
2 wk ahead cum,US,US,quantile,0.01,43937.84887445146
2 wk ahead cum,US,US,quantile,0.025,44640.23007227675
2 wk ahead cum,US,US,quantile,0.05,45196.84219501566
2 wk ahead cum,US,US,quantile,0.1,46094.7441930824
2 wk ahead cum,US,US,quantile,0.15,46706.074795597786
2 wk ahead cum,US,US,quantile,0.2,47208.61851920742
2 wk ahead cum,US,US,quantile,0.25,47725.12953296628
2 wk ahead cum,US,US,quantile,0.3,48147.464181182804
2 wk ahead cum,US,US,quantile,0.35,48506.181567829066
2 wk ahead cum,US,US,quantile,0.4,48895.946814936244
2 wk ahead cum,US,US,quantile,0.45,49326.36605568021
2 wk ahead cum,US,US,quantile,0.5,49740.00766370831
2 wk ahead cum,US,US,quantile,0.55,50125.75976313163
2 wk ahead cum,US,US,quantile,0.6,50570.21105419441
2 wk ahead cum,US,US,quantile,0.65,50951.42631048513
2 wk ahead cum,US,US,quantile,0.7,51450.9975144371
2 wk ahead cum,US,US,quantile,0.75,52008.14778514253
2 wk ahead cum,US,US,quantile,0.8,52683.77970030504
2 wk ahead cum,US,US,quantile,0.85,53553.79187644715
2 wk ahead cum,US,US,quantile,0.9,54624.83372967698
2 wk ahead cum,US,US,quantile,0.95,56087.6214515467
2 wk ahead cum,US,US,quantile,0.975,57659.00649899633
2 wk ahead cum,US,US,quantile,0.99,59092.97458580796
2 wk ahead cum,US,US,point,NA,50063.50718246424
3 wk ahead inc,US,US,quantile,0.01,4661.91101127372
3 wk ahead inc,US,US,quantile,0.025,5033.072501697778
3 wk ahead inc,US,US,quantile,0.05,5553.551540389004
3 wk ahead inc,US,US,quantile,0.1,6276.790592674826
3 wk ahead inc,US,US,quantile,0.15,6767.070643966147
3 wk ahead inc,US,US,quantile,0.2,7307.39121326873
3 wk ahead inc,US,US,quantile,0.25,7775.912432198013
3 wk ahead inc,US,US,quantile,0.3,8158.294900414566
3 wk ahead inc,US,US,quantile,0.35,8661.089463718168
3 wk ahead inc,US,US,quantile,0.4,9064.89091715359
3 wk ahead inc,US,US,quantile,0.45,9477.313590692489
3 wk ahead inc,US,US,quantile,0.5,9913.38398134335
3 wk ahead inc,US,US,quantile,0.55,10262.10413203941
3 wk ahead inc,US,US,quantile,0.6,10782.705530036457
3 wk ahead inc,US,US,quantile,0.65,11251.566598913876
3 wk ahead inc,US,US,quantile,0.7,11704.181070676317
3 wk ahead inc,US,US,quantile,0.75,12264.124400112574
3 wk ahead inc,US,US,quantile,0.8,12828.67863873659
3 wk ahead inc,US,US,quantile,0.85,13794.899261753142
3 wk ahead inc,US,US,quantile,0.9,15093.762724055536
3 wk ahead inc,US,US,quantile,0.95,17009.42159805482
3 wk ahead inc,US,US,quantile,0.975,18912.448700838693
3 wk ahead inc,US,US,quantile,0.99,21247.50960300473
3 wk ahead inc,US,US,point,NA,10347.378500515411
3 wk ahead cum,US,US,quantile,0.01,48599.75988572519
3 wk ahead cum,US,US,quantile,0.025,49673.30257397453
3 wk ahead cum,US,US,quantile,0.05,50750.393735404665
3 wk ahead cum,US,US,quantile,0.1,52371.53478575723
3 wk ahead cum,US,US,quantile,0.15,53473.145439563916
3 wk ahead cum,US,US,quantile,0.2,54516.00973247615
3 wk ahead cum,US,US,quantile,0.25,55501.04196516429
3 wk ahead cum,US,US,quantile,0.3,56305.75908159736
3 wk ahead cum,US,US,quantile,0.35,57167.271031547236
3 wk ahead cum,US,US,quantile,0.4,57960.83773208982
3 wk ahead cum,US,US,quantile,0.45,58803.679646372715
3 wk ahead cum,US,US,quantile,0.5,59653.39164505168
3 wk ahead cum,US,US,quantile,0.55,60387.863895171045
3 wk ahead cum,US,US,quantile,0.6,61352.91658423089
3 wk ahead cum,US,US,quantile,0.65,62202.99290939901
3 wk ahead cum,US,US,quantile,0.7,63155.17858511343
3 wk ahead cum,US,US,quantile,0.75,64272.27218525512
3 wk ahead cum,US,US,quantile,0.8,65512.45833904162
