target,location,location_name,type,quantile,value
1 day ahead inc,US,US,quantile,0.01,1551.8594797394348
1 day ahead inc,US,US,quantile,0.025,1618.0728477779612
1 day ahead inc,US,US,quantile,0.05,1675.6062952399873
1 day ahead inc,US,US,quantile,0.1,1757.8670680413834
1 day ahead inc,US,US,quantile,0.15,1804.305805888568
1 day ahead inc,US,US,quantile,0.2,1846.1856322889487
1 day ahead inc,US,US,quantile,0.25,1898.2989235437146
1 day ahead inc,US,US,quantile,0.3,1932.653221143941
1 day ahead inc,US,US,quantile,0.35,1957.633160217746
1 day ahead inc,US,US,quantile,0.4,1987.1171467666682
1 day ahead inc,US,US,quantile,0.45,2029.365012803972
1 day ahead inc,US,US,quantile,0.5,2074.027783511525
1 day ahead inc,US,US,quantile,0.55,2098.012773339791
1 day ahead inc,US,US,quantile,0.6,2124.9636149085045
1 day ahead inc,US,US,quantile,0.65,2151.241632726769
1 day ahead inc,US,US,quantile,0.7,2184.294232160618
1 day ahead inc,US,US,quantile,0.75,2239.9014912254565
1 day ahead inc,US,US,quantile,0.8,2292.138704120901
1 day ahead inc,US,US,quantile,0.85,2335.3416118872683
1 day ahead inc,US,US,quantile,0.9,2404.617224480213
1 day ahead inc,US,US,quantile,0.95,2505.983975445425
1 day ahead inc,US,US,quantile,0.975,2583.9608820436647
1 day ahead inc,US,US,quantile,0.99,2680.174618860524
1 day ahead inc,US,US,point,NA,2071.2736040978093
1 day ahead cum,US,US,quantile,0.01,34467.85947973943
1 day ahead cum,US,US,quantile,0.025,34534.07284777796
1 day ahead cum,US,US,quantile,0.05,34591.60629523999
1 day ahead cum,US,US,quantile,0.1,34673.867068041385
1 day ahead cum,US,US,quantile,0.15,34720.305805888565
1 day ahead cum,US,US,quantile,0.2,34762.18563228895
1 day ahead cum,US,US,quantile,0.25,34814.29892354371
1 day ahead cum,US,US,quantile,0.3,34848.65322114393
1 day ahead cum,US,US,quantile,0.35,34873.633160217745
1 day ahead cum,US,US,quantile,0.4,34903.117146766665
1 day ahead cum,US,US,quantile,0.45,34945.365012803966
1 day ahead cum,US,US,quantile,0.5,34990.027783511534
1 day ahead cum,US,US,quantile,0.55,35014.01277333978
1 day ahead cum,US,US,quantile,0.6,35040.963614908505
1 day ahead cum,US,US,quantile,0.65,35067.24163272677
1 day ahead cum,US,US,quantile,0.7,35100.29423216062
1 day ahead cum,US,US,quantile,0.75,35155.901491225464
1 day ahead cum,US,US,quantile,0.8,35208.1387041209
1 day ahead cum,US,US,quantile,0.85,35251.34161188727
1 day ahead cum,US,US,quantile,0.9,35320.61722448021
1 day ahead cum,US,US,quantile,0.95,35421.98397544542
1 day ahead cum,US,US,quantile,0.975,35499.96088204366
1 day ahead cum,US,US,quantile,0.99,35596.174618860525
1 day ahead cum,US,US,point,NA,34987.27360409781
2 day ahead inc,US,US,quantile,0.01,1465.0711113269494
2 day ahead inc,US,US,quantile,0.025,1551.4998436988833
2 day ahead inc,US,US,quantile,0.05,1600.9552807216296
2 day ahead inc,US,US,quantile,0.1,1695.1974253143305
2 day ahead inc,US,US,quantile,0.15,1742.577173773511
2 day ahead inc,US,US,quantile,0.2,1790.4589271092898
2 day ahead inc,US,US,quantile,0.25,1847.8524076395954
2 day ahead inc,US,US,quantile,0.3,1888.35201241565
2 day ahead inc,US,US,quantile,0.35,1911.0441863876197
2 day ahead inc,US,US,quantile,0.4,1944.5298787676486
2 day ahead inc,US,US,quantile,0.45,1990.0331221138376
2 day ahead inc,US,US,quantile,0.5,2039.9583932266705
2 day ahead inc,US,US,quantile,0.55,2061.1827887262352
2 day ahead inc,US,US,quantile,0.6,2097.31112741931
2 day ahead inc,US,US,quantile,0.65,2126.85885037436
2 day ahead inc,US,US,quantile,0.7,2175.962378824472
2 day ahead inc,US,US,quantile,0.75,2228.7038640556893
2 day ahead inc,US,US,quantile,0.8,2291.035078564864
2 day ahead inc,US,US,quantile,0.85,2349.439360874508
2 day ahead inc,US,US,quantile,0.9,2419.512540844225
2 day ahead inc,US,US,quantile,0.95,2535.493765654169
2 day ahead inc,US,US,quantile,0.975,2645.604487097906
2 day ahead inc,US,US,quantile,0.99,2748.8457223589976
2 day ahead inc,US,US,point,NA,2043.6799278124743
2 day ahead cum,US,US,quantile,0.01,35932.93059106638
2 day ahead cum,US,US,quantile,0.025,36085.572691476846
2 day ahead cum,US,US,quantile,0.05,36192.56157596162
2 day ahead cum,US,US,quantile,0.1,36369.06449335571
2 day ahead cum,US,US,quantile,0.15,36462.88297966208
2 day ahead cum,US,US,quantile,0.2,36552.64455939824
2 day ahead cum,US,US,quantile,0.25,36662.15133118331
2 day ahead cum,US,US,quantile,0.3,36737.00523355959
2 day ahead cum,US,US,quantile,0.35,36784.677346605364
2 day ahead cum,US,US,quantile,0.4,36847.64702553432
2 day ahead cum,US,US,quantile,0.45,36935.398134917814
2 day ahead cum,US,US,quantile,0.5,37029.986176738195
2 day ahead cum,US,US,quantile,0.55,37075.19556206602
2 day ahead cum,US,US,quantile,0.6,37138.27474232781
2 day ahead cum,US,US,quantile,0.65,37194.10048310113
2 day ahead cum,US,US,quantile,0.7,37276.25661098509
2 day ahead cum,US,US,quantile,0.75,37384.60535528115
2 day ahead cum,US,US,quantile,0.8,37499.173782685764
2 day ahead cum,US,US,quantile,0.85,37600.78097276178
2 day ahead cum,US,US,quantile,0.9,37740.12976532444
2 day ahead cum,US,US,quantile,0.95,37957.4777410996
2 day ahead cum,US,US,quantile,0.975,38145.565369141565
2 day ahead cum,US,US,quantile,0.99,38345.02034121952
2 day ahead cum,US,US,point,NA,37030.95353191029
3 day ahead inc,US,US,quantile,0.01,1398.4694990570858
3 day ahead inc,US,US,quantile,0.025,1469.4082766072574
3 day ahead inc,US,US,quantile,0.05,1527.5131547782062
3 day ahead inc,US,US,quantile,0.1,1622.259391539208
3 day ahead inc,US,US,quantile,0.15,1681.5476943468934
3 day ahead inc,US,US,quantile,0.2,1733.5648734672945
3 day ahead inc,US,US,quantile,0.25,1788.7422433623306
3 day ahead inc,US,US,quantile,0.3,1826.7654447222437
3 day ahead inc,US,US,quantile,0.35,1858.1109106749875
3 day ahead inc,US,US,quantile,0.4,1897.4688279735456
3 day ahead inc,US,US,quantile,0.45,1951.4446930230733
3 day ahead inc,US,US,quantile,0.5,1984.086013554095
3 day ahead inc,US,US,quantile,0.55,2024.1627626798831
3 day ahead inc,US,US,quantile,0.6,2060.5267247175084
3 day ahead inc,US,US,quantile,0.65,2106.43909935516
3 day ahead inc,US,US,quantile,0.7,2152.670642325
3 day ahead inc,US,US,quantile,0.75,2202.7893500068712
3 day ahead inc,US,US,quantile,0.8,2271.810202299473
3 day ahead inc,US,US,quantile,0.85,2343.1208018823318
3 day ahead inc,US,US,quantile,0.9,2443.8228514878297
3 day ahead inc,US,US,quantile,0.95,2562.7934201210714
3 day ahead inc,US,US,quantile,0.975,2700.5118070674384
3 day ahead inc,US,US,quantile,0.99,2814.940385634768
3 day ahead inc,US,US,point,NA,2007.8807540260746
3 day ahead cum,US,US,quantile,0.01,37331.40009012347
3 day ahead cum,US,US,quantile,0.025,37554.9809680841
3 day ahead cum,US,US,quantile,0.05,37720.07473073983
3 day ahead cum,US,US,quantile,0.1,37991.323884894926
3 day ahead cum,US,US,quantile,0.15,38144.430674008974
3 day ahead cum,US,US,quantile,0.2,38286.20943286554
3 day ahead cum,US,US,quantile,0.25,38450.89357454564
3 day ahead cum,US,US,quantile,0.3,38563.77067828184
3 day ahead cum,US,US,quantile,0.35,38642.78825728035
3 day ahead cum,US,US,quantile,0.4,38745.115853507865
3 day ahead cum,US,US,quantile,0.45,38886.842827940876
3 day ahead cum,US,US,quantile,0.5,39014.07219029229
3 day ahead cum,US,US,quantile,0.55,39099.35832474591
3 day ahead cum,US,US,quantile,0.6,39198.801467045334
3 day ahead cum,US,US,quantile,0.65,39300.53958245629
3 day ahead cum,US,US,quantile,0.7,39428.92725331009
3 day ahead cum,US,US,quantile,0.75,39587.39470528802
3 day ahead cum,US,US,quantile,0.8,39770.983984985236
3 day ahead cum,US,US,quantile,0.85,39943.90177464411
3 day ahead cum,US,US,quantile,0.9,40183.95261681227
3 day ahead cum,US,US,quantile,0.95,40520.27116122066
3 day ahead cum,US,US,quantile,0.975,40846.077176209015
3 day ahead cum,US,US,quantile,0.99,41159.96072685429
3 day ahead cum,US,US,point,NA,39038.83428593636
4 day ahead inc,US,US,quantile,0.01,1303.5670579057355
4 day ahead inc,US,US,quantile,0.025,1386.095776395217
4 day ahead inc,US,US,quantile,0.05,1444.8265696171695
4 day ahead inc,US,US,quantile,0.1,1542.6232554195874
4 day ahead inc,US,US,quantile,0.15,1609.0990552488113
4 day ahead inc,US,US,quantile,0.2,1668.9859380520834
4 day ahead inc,US,US,quantile,0.25,1723.998244828044
4 day ahead inc,US,US,quantile,0.3,1762.6594066541772
4 day ahead inc,US,US,quantile,0.35,1805.0675830432574
4 day ahead inc,US,US,quantile,0.4,1845.440238901451
4 day ahead inc,US,US,quantile,0.45,1887.0779124126334
4 day ahead inc,US,US,quantile,0.5,1933.766355372052
4 day ahead inc,US,US,quantile,0.55,1967.5790688567402
4 day ahead inc,US,US,quantile,0.6,2017.2012711237674
4 day ahead inc,US,US,quantile,0.65,2062.7367805194594
4 day ahead inc,US,US,quantile,0.7,2114.5235402654416
4 day ahead inc,US,US,quantile,0.75,2176.720647595544
4 day ahead inc,US,US,quantile,0.8,2247.6419350879164
4 day ahead inc,US,US,quantile,0.85,2331.823592650169
4 day ahead inc,US,US,quantile,0.9,2445.6651313881744
4 day ahead inc,US,US,quantile,0.95,2586.7929058531467
4 day ahead inc,US,US,quantile,0.975,2746.969699456467
4 day ahead inc,US,US,quantile,0.99,2884.127660898238
4 day ahead inc,US,US,point,NA,1965.5826976283429
4 day ahead cum,US,US,quantile,0.01,38634.967148029216
4 day ahead cum,US,US,quantile,0.025,38941.07674447932
4 day ahead cum,US,US,quantile,0.05,39164.901300356985
4 day ahead cum,US,US,quantile,0.1,39533.947140314514
4 day ahead cum,US,US,quantile,0.15,39753.52972925778
4 day ahead cum,US,US,quantile,0.2,39955.195370917616
4 day ahead cum,US,US,quantile,0.25,40174.89181937368
4 day ahead cum,US,US,quantile,0.3,40326.430084936015
4 day ahead cum,US,US,quantile,0.35,40447.85584032362
4 day ahead cum,US,US,quantile,0.4,40590.55609240932
4 day ahead cum,US,US,quantile,0.45,40773.92074035352
4 day ahead cum,US,US,quantile,0.5,40947.838545664345
4 day ahead cum,US,US,quantile,0.55,41066.937393602646
4 day ahead cum,US,US,quantile,0.6,41216.00273816909
4 day ahead cum,US,US,quantile,0.65,41363.276362975754
4 day ahead cum,US,US,quantile,0.7,41543.45079357553
4 day ahead cum,US,US,quantile,0.75,41764.115352883564
4 day ahead cum,US,US,quantile,0.8,42018.625920073166
4 day ahead cum,US,US,quantile,0.85,42275.72536729428
4 day ahead cum,US,US,quantile,0.9,42629.61774820044
4 day ahead cum,US,US,quantile,0.95,43107.06406707381
4 day ahead cum,US,US,quantile,0.975,43593.046875665466
4 day ahead cum,US,US,quantile,0.99,44044.08838775253
4 day ahead cum,US,US,point,NA,41004.416983564704
5 day ahead inc,US,US,quantile,0.01,1209.9363474796705
5 day ahead inc,US,US,quantile,0.025,1300.425135424355
5 day ahead inc,US,US,quantile,0.05,1366.2788176630547
5 day ahead inc,US,US,quantile,0.1,1461.7185733277163
5 day ahead inc,US,US,quantile,0.15,1546.2110372200366
5 day ahead inc,US,US,quantile,0.2,1594.5301672120047
5 day ahead inc,US,US,quantile,0.25,1655.5306900674009
5 day ahead inc,US,US,quantile,0.3,1702.7278622226142
5 day ahead inc,US,US,quantile,0.35,1737.8564123208341
