target,location,location_name,type,quantile,value
1 day ahead inc,US,US,quantile,0.01,1547.349161815746
1 day ahead inc,US,US,quantile,0.025,1585.2468303856451
1 day ahead inc,US,US,quantile,0.05,1653.8843780172024
1 day ahead inc,US,US,quantile,0.1,1706.6004939461056
1 day ahead inc,US,US,quantile,0.15,1731.0456209044064
1 day ahead inc,US,US,quantile,0.2,1780.8277055657609
1 day ahead inc,US,US,quantile,0.25,1811.3724983122647
1 day ahead inc,US,US,quantile,0.3,1835.0085983787915
1 day ahead inc,US,US,quantile,0.35,1849.757427473557
1 day ahead inc,US,US,quantile,0.4,1878.7895085935572
1 day ahead inc,US,US,quantile,0.45,1904.9693763278367
1 day ahead inc,US,US,quantile,0.5,1949.6105887692647
1 day ahead inc,US,US,quantile,0.55,1962.9142953058572
1 day ahead inc,US,US,quantile,0.6,1978.7617865511806
1 day ahead inc,US,US,quantile,0.65,1999.293442475121
1 day ahead inc,US,US,quantile,0.7,2021.382916517361
1 day ahead inc,US,US,quantile,0.75,2060.6321698757883
1 day ahead inc,US,US,quantile,0.8,2107.7002146770237
1 day ahead inc,US,US,quantile,0.85,2141.613005820949
1 day ahead inc,US,US,quantile,0.9,2176.2509219307667
1 day ahead inc,US,US,quantile,0.95,2265.546583203492
1 day ahead inc,US,US,quantile,0.975,2349.5763219582172
1 day ahead inc,US,US,quantile,0.99,2443.5976280774303
1 day ahead inc,US,US,point,NA,1938.9955690981287
1 day ahead cum,US,US,quantile,0.01,27388.349161815742
1 day ahead cum,US,US,quantile,0.025,27426.246830385644
1 day ahead cum,US,US,quantile,0.05,27494.884378017203
1 day ahead cum,US,US,quantile,0.1,27547.6004939461
1 day ahead cum,US,US,quantile,0.15,27572.04562090441
1 day ahead cum,US,US,quantile,0.2,27621.82770556576
1 day ahead cum,US,US,quantile,0.25,27652.372498312267
1 day ahead cum,US,US,quantile,0.3,27676.00859837879
1 day ahead cum,US,US,quantile,0.35,27690.75742747356
1 day ahead cum,US,US,quantile,0.4,27719.78950859356
1 day ahead cum,US,US,quantile,0.45,27745.96937632784
1 day ahead cum,US,US,quantile,0.5,27790.61058876926
1 day ahead cum,US,US,quantile,0.55,27803.914295305854
1 day ahead cum,US,US,quantile,0.6,27819.761786551182
1 day ahead cum,US,US,quantile,0.65,27840.293442475122
1 day ahead cum,US,US,quantile,0.7,27862.382916517363
1 day ahead cum,US,US,quantile,0.75,27901.63216987579
1 day ahead cum,US,US,quantile,0.8,27948.700214677025
1 day ahead cum,US,US,quantile,0.85,27982.613005820953
1 day ahead cum,US,US,quantile,0.9,28017.250921930765
1 day ahead cum,US,US,quantile,0.95,28106.54658320349
1 day ahead cum,US,US,quantile,0.975,28190.57632195822
1 day ahead cum,US,US,quantile,0.99,28284.59762807743
1 day ahead cum,US,US,point,NA,27779.99556909813
2 day ahead inc,US,US,quantile,0.01,1482.8945756089902
2 day ahead inc,US,US,quantile,0.025,1524.1657027221952
2 day ahead inc,US,US,quantile,0.05,1578.0193449742032
2 day ahead inc,US,US,quantile,0.1,1626.1974282502279
2 day ahead inc,US,US,quantile,0.15,1672.8425795787275
2 day ahead inc,US,US,quantile,0.2,1715.810018735505
2 day ahead inc,US,US,quantile,0.25,1759.8123946237342
2 day ahead inc,US,US,quantile,0.3,1777.6369920417899
2 day ahead inc,US,US,quantile,0.35,1807.5001705827267
2 day ahead inc,US,US,quantile,0.4,1839.0944257010028
2 day ahead inc,US,US,quantile,0.45,1868.4182167113183
2 day ahead inc,US,US,quantile,0.5,1908.17226886424
2 day ahead inc,US,US,quantile,0.55,1935.5428618214191
2 day ahead inc,US,US,quantile,0.6,1954.690986623182
2 day ahead inc,US,US,quantile,0.65,1981.4153657194504
2 day ahead inc,US,US,quantile,0.7,2005.2681884506344
2 day ahead inc,US,US,quantile,0.75,2031.1148356556614
2 day ahead inc,US,US,quantile,0.8,2081.940212848121
2 day ahead inc,US,US,quantile,0.85,2136.242126111299
2 day ahead inc,US,US,quantile,0.9,2182.0296107793138
2 day ahead inc,US,US,quantile,0.95,2285.119268827382
2 day ahead inc,US,US,quantile,0.975,2386.9904634526442
2 day ahead inc,US,US,quantile,0.99,2501.0656018842074
2 day ahead inc,US,US,point,NA,1907.4790543079762
2 day ahead cum,US,US,quantile,0.01,28871.24373742473
2 day ahead cum,US,US,quantile,0.025,28950.412533107836
2 day ahead cum,US,US,quantile,0.05,29072.903722991407
2 day ahead cum,US,US,quantile,0.1,29173.79792219633
2 day ahead cum,US,US,quantile,0.15,29244.88820048313
2 day ahead cum,US,US,quantile,0.2,29337.637724301265
2 day ahead cum,US,US,quantile,0.25,29412.184892936002
2 day ahead cum,US,US,quantile,0.3,29453.64559042058
2 day ahead cum,US,US,quantile,0.35,29498.257598056283
2 day ahead cum,US,US,quantile,0.4,29558.88393429456
2 day ahead cum,US,US,quantile,0.45,29614.387593039155
2 day ahead cum,US,US,quantile,0.5,29698.782857633505
2 day ahead cum,US,US,quantile,0.55,29739.457157127275
2 day ahead cum,US,US,quantile,0.6,29774.452773174362
2 day ahead cum,US,US,quantile,0.65,29821.70880819457
2 day ahead cum,US,US,quantile,0.7,29867.651104967998
2 day ahead cum,US,US,quantile,0.75,29932.74700553145
2 day ahead cum,US,US,quantile,0.8,30030.64042752514
2 day ahead cum,US,US,quantile,0.85,30118.85513193225
2 day ahead cum,US,US,quantile,0.9,30199.280532710083
2 day ahead cum,US,US,quantile,0.95,30391.665852030874
2 day ahead cum,US,US,quantile,0.975,30577.566785410865
2 day ahead cum,US,US,quantile,0.99,30785.663229961636
2 day ahead cum,US,US,point,NA,29687.474623406102
3 day ahead inc,US,US,quantile,0.01,1402.5590784336969
3 day ahead inc,US,US,quantile,0.025,1443.3394115158933
3 day ahead inc,US,US,quantile,0.05,1486.149402231793
3 day ahead inc,US,US,quantile,0.1,1555.5136067839996
3 day ahead inc,US,US,quantile,0.15,1595.27412007989
3 day ahead inc,US,US,quantile,0.2,1643.2210512413064
3 day ahead inc,US,US,quantile,0.25,1685.7084445835242
3 day ahead inc,US,US,quantile,0.3,1724.1702046193411
3 day ahead inc,US,US,quantile,0.35,1754.6012132068493
3 day ahead inc,US,US,quantile,0.4,1793.6249130355054
3 day ahead inc,US,US,quantile,0.45,1826.9365540755327
3 day ahead inc,US,US,quantile,0.5,1851.0907077862726
3 day ahead inc,US,US,quantile,0.55,1904.500586403181
3 day ahead inc,US,US,quantile,0.6,1924.7597688310104
3 day ahead inc,US,US,quantile,0.65,1959.045480059647
3 day ahead inc,US,US,quantile,0.7,1975.4637155581213
3 day ahead inc,US,US,quantile,0.75,2005.7717876180445
3 day ahead inc,US,US,quantile,0.8,2056.191319420479
3 day ahead inc,US,US,quantile,0.85,2123.7748782181216
3 day ahead inc,US,US,quantile,0.9,2184.4282825155065
3 day ahead inc,US,US,quantile,0.95,2310.9808928344205
3 day ahead inc,US,US,quantile,0.975,2428.820675057166
3 day ahead inc,US,US,quantile,0.99,2588.777283933481
3 day ahead inc,US,US,point,NA,1866.2108623658614
3 day ahead cum,US,US,quantile,0.01,30273.80281585844
3 day ahead cum,US,US,quantile,0.025,30393.75194462373
3 day ahead cum,US,US,quantile,0.05,30559.0531252232
3 day ahead cum,US,US,quantile,0.1,30729.31152898033
3 day ahead cum,US,US,quantile,0.15,30840.162320563024
3 day ahead cum,US,US,quantile,0.2,30980.85877554257
3 day ahead cum,US,US,quantile,0.25,31097.893337519527
3 day ahead cum,US,US,quantile,0.3,31177.815795039918
3 day ahead cum,US,US,quantile,0.35,31252.85881126313
3 day ahead cum,US,US,quantile,0.4,31352.508847330064
3 day ahead cum,US,US,quantile,0.45,31441.324147114687
3 day ahead cum,US,US,quantile,0.5,31549.873565419777
3 day ahead cum,US,US,quantile,0.55,31643.957743530453
3 day ahead cum,US,US,quantile,0.6,31699.21254200537
3 day ahead cum,US,US,quantile,0.65,31780.75428825422
3 day ahead cum,US,US,quantile,0.7,31843.11482052612
3 day ahead cum,US,US,quantile,0.75,31938.51879314949
3 day ahead cum,US,US,quantile,0.8,32086.831746945623
3 day ahead cum,US,US,quantile,0.85,32242.63001015037
