date,actual_deaths,total_deaths,predicted_deaths_mean,predicted_deaths_lower,predicted_deaths_upper,predicted_total_deaths_mean,predicted_total_deaths_lower,predicted_total_deaths_upper,predicted_new_infected_mean,predicted_new_infected_lower,predicted_new_infected_upper,predicted_current_infected_mean,predicted_current_infected_lower,predicted_current_infected_upper,predicted_total_infected_mean,predicted_total_infected_lower,predicted_total_infected_upper
2020-02-22,,,,,,,,,427,300,500,427,300,500,427,300,500
2020-02-23,,,,,,,,,427,300,500,854,600,1000,854,600,1000
2020-02-24,,,,,,,,,427,300,500,1280,900,1500,1280,900,1500
2020-02-25,,,,,,,,,427,300,500,1707,1200,2000,1707,1200,2000
2020-02-26,,,,,,,,,427,300,500,2134,1500,2500,2134,1500,2500
2020-02-27,,,,,,,,,427,300,500,2561,1800,3000,2561,1800,3000
2020-02-28,,,,,,,,,427,300,500,2987,2100,3500,2987,2100,3500
2020-02-29,,,,,,,,,427,300,500,3414,2400,4000,3414,2400,4000
2020-03-01,,,,,,,,,427,300,500,3841,2700,4500,3841,2700,4500
2020-03-02,,,,,,,,,1388,899,1872,5229,3599,6372,5229,3599,6372
2020-03-03,,,,,,,,,1368,896,1848,6597,4495,8219,6597,4495,8219
2020-03-04,,,,,,,,,1450,953,1979,8047,5448,10198,8047,5448,10198
2020-03-05,,,,,,,,,1622,1068,2217,9669,6517,12414,9669,6517,12414
2020-03-06,,,,,,,,,1977,1307,2757,11646,7824,15171,11646,7824,15171
2020-03-07,,,,,,,,,2501,1677,3575,14147,9501,18745,14147,9501,18745
2020-03-08,,,,,,,,,2835,1966,3990,16556,11167,22235,16982,11467,22735
2020-03-09,,,,,,,,,3065,2165,4204,19194,13033,25938,20047,13633,26938
2020-03-10,,,,,,,,,3307,2314,4368,22073,15048,29806,23354,15948,31306
2020-03-11,,,,,,,,,3554,2481,4615,25201,17229,33921,26908,18429,35921
2020-03-12,,,,,,,,,3814,2640,4909,28588,19570,38329,30722,21070,40829
2020-03-13,,,,,,,,,3987,2712,5103,32148,21983,42932,34709,23783,45932
2020-03-14,,,,,,,,,4071,2744,5196,35792,24427,47627,38780,26527,51127
2020-03-15,,,,,,,,,4105,2766,5259,39470,26894,52386,42884,29294,56386
2020-03-16,,,,,,,,,4113,2784,5278,43156,29379,57163,46997,32079,61663
2020-03-17,1,1,,,,,,,4107,2819,5289,45875,31299,60580,51104,34898,66951
2020-03-18,1,2,,,,,,,4080,2835,5307,48586,33238,64040,55184,37734,72258
2020-03-19,1,3,,,,,,,4029,2837,5209,51165,35123,67270,59213,40572,77467
2020-03-20,3,6,,,,,,,3963,2807,5113,53506,36862,70166,63175,43380,82579
2020-03-21,6,12,,,,,,,3889,2807,5009,55418,38362,72417,67065,46187,87588
2020-03-22,2,14,,,,,,,3815,2825,4834,56732,39511,73676,70879,49013,92421
2020-03-23,9,23,,,,,,,3740,2797,4738,57637,40343,74425,74619,51811,97159
2020-03-24,10,33,,,,,,,3663,2785,4589,58235,40963,74810,78282,54596,101748
2020-03-25,10,43,,,,,,,3585,2777,4453,58513,41425,74895,81867,57373,106200
2020-03-26,17,60,,,,,,,3507,2740,4343,58466,41684,74623,85374,60114,110543
2020-03-27,16,76,,,,,,,3432,2717,4219,58083,41761,73933,88806,62831,114762
2020-03-28,24,100,,,,,,,3358,2675,4114,57455,41724,72944,92164,65507,118876
2020-03-29,19,119,,,,,,,3287,2625,4007,56671,41604,71756,95450,68132,122883
2020-03-30,21,140,,,,,,,3217,2568,3922,55783,41406,70419,98667,70701,126804
2020-03-31,20,160,,,,,,,3149,2504,3830,54819,41126,68971,101816,73206,130634
