country,region,current_deaths,total_deaths,total_deaths_lower,total_deaths_upper,peak_date,peak_deaths,peak_over_current_deaths_ratio
Brazil,,10017,110013,28467,261215,2020-08-04,1489,1.8
United Kingdom,,31316,53215,37788,87178,2020-04-29,4421,1.3
Italy,,30201,40306,34455,52820,2020-03-27,919,3.2
France,,26233,33556,27970,50750,2020-04-15,1440,3.6
Spain,,26299,32403,28802,40703,2020-04-02,961,3.6
Canada,,4697,16633,8297,27570,2020-04-16,251,1.1
Germany,,7510,14050,9070,25894,2020-04-15,510,1.8
Mexico,,3160,12517,6140,20563,2020-05-07,257,0.8
Belgium,,8521,11134,9354,15899,2020-04-10,496,2.8
Iran,,6541,9131,7416,11954,2020-04-04,158,2.6
Sweden,,3175,8855,5343,18174,2020-04-21,185,0.6
Netherlands,,5377,8493,6272,13360,2020-04-07,234,2.1
Russia,,1723,8370,4000,18464,2020-05-22,111,1.1
India,,1985,7694,3793,14283,2020-05-04,175,1.1
Turkey,,3689,5417,4395,8792,2020-04-19,127,2.5
Romania,,923,3316,1968,6680,2020-05-08,35,0.9
Ireland,,1429,2686,1709,5740,2020-04-24,220,1.8
Poland,,776,2532,1107,5539,2020-04-24,40,1.1
Switzerland,,1823,2362,2009,3324,2020-04-04,75,4.3
Portugal,,1114,2122,1541,3192,2020-04-03,37,3.3
Indonesia,,943,1888,1154,3477,2020-04-14,60,1.8
Philippines,,696,1634,859,2777,2020-04-12,50,1.5
Hungary,,392,941,496,2122,2020-04-24,23,1.4
Austria,,614,868,696,1190,2020-04-08,30,4.0
Denmark,,522,834,640,1229,2020-04-04,22,1.9
Finland,,260,794,339,1881,2020-04-21,43,1.6
Czechia,,273,423,363,518,2020-04-14,18,3.0
Bulgaria,,86,325,156,663,2020-04-29,6,1.5
Norway,,218,309,260,413,2020-04-20,16,7.0
Croatia,,86,288,146,644,2020-04-19,8,
Greece,,150,222,181,292,2020-04-03,10,2.0
Luxembourg,,100,145,118,185,2020-04-11,8,
Slovenia,,100,144,115,195,2020-04-07,6,3.0
Estonia,,56,102,80,120,2020-04-02,6,
Lithuania,,49,82,65,100,2020-04-10,6,
Slovakia,,26,44,33,64,2020-04-15,4,
Latvia,,18,42,38,51,2020-04-21,4,
Cyprus,,15,24,19,28,2020-03-30,2,
Malta,,5,11,10,12,2020-05-05,1,
