date,actual_deaths,total_deaths,predicted_deaths_mean,predicted_deaths_lower,predicted_deaths_upper,predicted_total_deaths_mean,predicted_total_deaths_lower,predicted_total_deaths_upper,predicted_new_infected_mean,predicted_new_infected_lower,predicted_new_infected_upper,predicted_current_infected_mean,predicted_current_infected_lower,predicted_current_infected_upper,predicted_total_infected_mean,predicted_total_infected_lower,predicted_total_infected_upper
2020-02-19,,,,,,,,,42,25,75,42,25,75,42,25,75
2020-02-20,,,,,,,,,42,25,75,83,50,150,83,50,150
2020-02-21,,,,,,,,,42,25,75,125,75,225,125,75,225
2020-02-22,,,,,,,,,42,25,75,167,100,300,167,100,300
2020-02-23,,,,,,,,,42,25,75,209,125,375,209,125,375
2020-02-24,,,,,,,,,42,25,75,250,150,450,250,150,450
2020-02-25,,,,,,,,,42,25,75,292,175,525,292,175,525
2020-02-26,,,,,,,,,42,25,75,334,200,600,334,200,600
2020-02-27,,,,,,,,,42,25,75,376,225,675,376,225,675
2020-02-28,,,,,,,,,93,59,150,469,284,825,469,284,825
2020-02-29,,,,,,,,,93,59,150,562,344,975,562,344,975
2020-03-01,,,,,,,,,96,61,153,658,406,1127,658,406,1127
2020-03-02,,,,,,,,,102,66,160,761,473,1287,761,473,1287
2020-03-03,,,,,,,,,116,76,174,876,549,1460,876,549,1460
2020-03-04,,,,,,,,,136,91,197,1012,641,1656,1012,641,1656
2020-03-05,,,,,,,,,151,102,213,1121,718,1794,1163,743,1869
2020-03-06,,,,,,,,,163,111,224,1243,805,1942,1327,855,2092
2020-03-07,,,,,,,,,177,122,243,1378,902,2109,1503,977,2334
2020-03-08,,,,,,,,,192,133,264,1528,1011,2298,1695,1111,2598
2020-03-09,,,,,,,,,210,148,292,1696,1134,2515,1905,1259,2890
2020-03-10,,,,,,,,,228,162,320,1882,1272,2760,2133,1422,3210
2020-03-11,,,,,,,,,245,176,346,2086,1424,3030,2378,1599,3555
2020-03-12,,,,,,,,,262,191,368,2306,1590,3323,2640,1790,3923
2020-03-13,,,,,,,,,278,205,389,2542,1771,3636,2918,1996,4311
2020-03-14,1,1,,,,,,,293,215,415,2741,1926,3900,3210,2211,4725
2020-03-15,0,1,,,,,,,306,223,435,2954,2090,4186,3516,2435,5160
2020-03-16,0,1,,,,,,,316,229,446,3174,2258,4478,3832,2665,5605
2020-03-17,0,1,,,,,,,323,233,441,3395,2425,4760,4155,2899,6046
2020-03-18,0,1,,,,,,,326,236,442,3606,2586,5027,4482,3135,6487
2020-03-19,0,1,,,,,,,327,238,441,3796,2733,5272,4808,3374,6928
2020-03-20,0,1,,,,,,,324,240,435,3969,2871,5495,5132,3614,7363
2020-03-21,0,1,,,,,,,319,240,431,4125,2999,5701,5451,3855,7793
2020-03-22,1,2,,,,,,,311,236,421,4259,3113,5880,5762,4091,8214
2020-03-23,1,3,,,,,,,301,229,412,4368,3209,6027,6063,4321,8625
2020-03-24,1,4,,,,,,,290,218,395,4449,3279,6130,6353,4539,9020
2020-03-25,1,5,,,,,,,279,204,383,4499,3321,6192,6632,4743,9402
2020-03-26,1,6,,,,,,,267,191,362,4521,3335,6209,6899,4934,9764
2020-03-27,3,9,,,,,,,255,180,347,4514,3325,6187,7154,5115,10110
2020-03-28,0,9,,,,,,,244,168,329,4481,3287,6128,7398,5284,10438
2020-03-29,2,11,,,,,,,233,157,315,4421,3229,6028,7631,5441,10752
2020-03-30,0,11,,,,,,,223,146,304,4337,3152,5896,7854,5587,11056
2020-03-31,4,15,,,,,,,213,135,291,4234,3058,5742,8067,5723,11346
2020-04-01,0,15,,,,,,,204,125,282,4115,2949,5583,8271,5848,11628
2020-04-02,2,17,,,,,,,196,116,272,3985,2829,5413,8466,5965,11899
2020-04-03,3,20,,,,,,,188,108,264,3846,2699,5235,8654,6074,12162
2020-04-04,2,22,,,,,,,180,101,257,3702,2561,5057,8834,6175,12419
2020-04-05,6,28,,,,,,,173,96,252,3556,2416,4878,9007,6272,12671
2020-04-06,2,30,,,,,,,167,90,246,3412,2270,4703,9174,6362,12917
2020-04-07,6,36,,,,,,,161,84,240,3272,2126,4532,9335,6447,13156
2020-04-08,4,40,,,,,,,155,79,236,3137,1988,4372,9490,6527,13392
2020-04-09,3,43,,,,,,,150,74,232,3008,1858,4222,9640,6602,13623
2020-04-10,2,45,,,,,,,145,70,227,2887,1737,4087,9786,6672,13850
2020-04-11,5,50,,,,,,,140,66,224,2772,1623,3964,9926,6739,14073
2020-04-12,3,53,,,,,,,136,62,221,2664,1517,3855,10062,6802,14293
2020-04-13,2,55,,,,,,,132,59,217,2563,1420,3758,10194,6861,14510
2020-04-14,1,56,,,,,,,128,56,214,2469,1330,3668,10322,6918,14724
2020-04-15,5,61,,,,,,,125,53,210,2380,1248,3588,10447,6972,14934
2020-04-16,0,61,,,,,,,121,51,207,2297,1174,3512,10568,7023,15140
2020-04-17,5,66,,,,,,,118,49,203,2220,1107,3444,10686,7073,15343
2020-04-18,4,70,,,,,,,115,47,200,2147,1046,3381,10801,7120,15542
2020-04-19,4,74,,,,,,,112,45,198,2079,989,3321,10913,7165,15740
2020-04-20,3,77,,,,,,,109,43,195,2014,937,3263,11022,7209,15934
2020-04-21,0,77,,,,,,,106,42,192,1954,889,3209,11128,7251,16125
2020-04-22,2,79,,,,,,,104,40,189,1897,844,3158,11232,7292,16314
2020-04-23,0,79,,,,,,,101,39,186,1843,804,3109,11333,7331,16500
2020-04-24,1,80,,,,,,,99,38,184,1792,767,3061,11432,7369,16683
2020-04-25,1,81,,,,,,,97,36,181,1743,733,3014,11529,7406,16864
2020-04-26,1,82,,,,,,,95,35,178,1697,702,2968,11623,7441,17041
2020-04-27,1,83,,,,,,,92,34,175,1653,674,2923,11716,7476,17216
2020-04-28,3,86,,,,,,,90,33,173,1612,648,2878,11806,7510,17388
2020-04-29,3,89,,,,,,,88,32,170,1572,624,2835,11894,7543,17558
2020-04-30,,,2,0,3,91,89,92,86,32,168,1534,603,2792,11981,7575,17725
2020-05-01,,,2,0,3,92,90,94,85,31,165,1497,582,2750,12065,7606,17889
2020-05-02,,,1,0,3,94,91,96,83,30,163,1462,563,2709,12148,7636,18051
2020-05-03,,,1,0,3,95,91,99,81,29,160,1429,546,2669,12229,7666,18211
2020-05-04,,,1,0,3,96,92,101,79,28,157,1396,529,2629,12309,7695,18368
2020-05-05,,,1,0,3,98,93,103,78,28,155,1365,514,2589,12386,7723,18522
2020-05-06,,,1,0,3,99,93,105,76,27,152,1335,500,2549,12463,7751,18673
2020-05-07,,,1,0,3,100,94,107,74,26,150,1305,486,2509,12537,7778,18823
2020-05-08,,,1,0,3,101,94,109,73,26,147,1277,473,2470,12610,7804,18969
2020-05-09,,,1,0,3,103,95,111,71,25,145,1249,461,2431,12681,7830,19114
2020-05-10,,,1,0,3,104,95,113,70,25,143,1222,449,2393,12751,7855,19256
2020-05-11,,,1,0,2,105,96,115,68,24,140,1196,438,2355,12820,7880,19395
2020-05-12,,,1,0,2,106,96,117,67,23,138,1171,427,2317,12886,7904,19533
2020-05-13,,,1,0,2,107,97,119,65,23,135,1146,417,2280,12952,7927,19668
2020-05-14,,,1,0,2,108,97,121,64,22,133,1122,407,2243,13016,7950,19800
2020-05-15,,,1,0,2,109,97,123,63,22,131,1098,397,2206,13079,7972,19931
2020-05-16,,,1,0,2,110,98,125,61,21,128,1075,388,2170,13140,7994,20059
2020-05-17,,,1,0,2,111,98,127,60,21,126,1052,379,2133,13200,8016,20184
2020-05-18,,,1,0,2,112,99,128,59,20,124,1029,370,2097,13259,8036,20308
2020-05-19,,,1,0,2,113,99,130,57,20,122,1007,361,2062,13316,8057,20429
2020-05-20,,,1,0,2,114,99,132,56,19,119,985,352,2026,13372,8076,20548
2020-05-21,,,1,0,2,115,100,134,55,19,117,964,344,1991,13426,8096,20664
2020-05-22,,,1,0,2,116,100,135,53,18,115,943,336,1956,13480,8114,20778
2020-05-23,,,1,0,2,116,100,137,52,18,112,922,328,1922,13532,8133,20890
2020-05-24,,,1,0,2,117,101,138,51,17,110,901,320,1887,13583,8150,21000
2020-05-25,,,1,0,2,118,101,140,50,17,108,881,312,1852,13632,8168,21108
2020-05-26,,,1,0,2,119,101,142,48,16,106,861,304,1818,13680,8184,21213
2020-05-27,,,1,0,2,120,101,143,47,16,104,841,296,1784,13727,8201,21316
2020-05-28,,,1,0,2,120,102,145,46,15,101,821,289,1749,13773,8216,21417
2020-05-29,,,1,0,2,121,102,146,45,15,99,802,281,1715,13818,8232,21515
2020-05-30,,,1,0,2,122,102,148,43,14,97,782,273,1681,13861,8246,21612
2020-05-31,,,1,0,2,123,102,149,42,14,95,763,266,1647,13903,8261,21706
2020-06-01,,,1,0,2,123,103,151,44,14,102,747,259,1623,13947,8275,21807
2020-06-02,,,1,0,2,124,103,152,43,14,100,732,253,1599,13990,8290,21906
2020-06-03,,,1,0,2,125,103,153,42,13,98,716,246,1575,14032,8303,22003
2020-06-04,,,1,0,2,125,103,155,41,13,96,701,240,1552,14073,8317,22099
2020-06-05,,,1,0,2,126,104,156,40,12,97,686,233,1531,14113,8330,22195
2020-06-06,,,1,0,2,127,104,157,40,12,99,672,227,1516,14152,8342,22294
2020-06-07,,,1,0,2,127,104,159,39,12,101,659,221,1504,14191,8354,22394
2020-06-08,,,1,0,2,128,104,160,38,11,101,646,215,1495,14229,8366,22495
2020-06-09,,,1,0,2,128,105,161,37,11,102,634,209,1489,14266,8377,22596
2020-06-10,,,1,0,2,129,105,162,36,10,102,622,203,1485,14302,8388,22697
2020-06-11,,,1,0,2,130,105,163,35,10,103,610,197,1484,14337,8398,22800
2020-06-12,,,1,0,2,130,105,165,34,9,104,598,191,1487,14372,8408,22903
2020-06-13,,,1,0,2,131,105,166,33,9,105,587,185,1493,14405,8418,23008
2020-06-14,,,1,0,2,131,106,167,32,8,105,576,180,1501,14437,8426,23112
2020-06-15,,,1,0,2,132,106,168,31,8,105,566,174,1512,14469,8435,23217
2020-06-16,,,0,0,2,132,106,169,30,7,104,552,167,1514,14499,8443,23321
2020-06-17,,,0,0,2,133,106,170,29,7,104,539,160,1518,14529,8450,23424
