country,region,current_deaths,total_deaths,total_deaths_lower,total_deaths_upper,peak_date,peak_deaths,peak_over_current_deaths_ratio
US,,51946,165539,88935,321357,2020-04-16,4591,1.1
US,NY,21411,40501,30025,55130,2020-04-16,3215,1.7
US,NJ,5683,16269,9919,25417,2020-04-22,397,1.1
US,MA,2556,11881,6375,21646,2020-04-19,302,1.0
US,MI,3085,10600,5366,20895,2020-04-22,238,1.3
US,IL,1795,8400,3324,17093,2020-04-08,154,0.8
US,CA,1621,7983,3202,19123,2020-04-22,139,1.0
US,PA,1747,7252,3318,17556,2020-04-21,266,4.5
US,CT,1767,6471,3354,10976,2020-04-20,204,0.8
US,LA,1660,6120,2964,10077,2020-04-14,129,1.1
US,GA,899,4562,1639,16160,2020-04-07,100,3.3
US,FL,1046,4357,1742,10929,2020-04-23,94,0.8
US,MD,798,4336,1723,9636,2020-04-20,121,1.1
US,OH,690,3816,1461,8984,2020-04-22,53,1.3
US,CO,674,3556,1441,6939,2020-04-24,122,0.3
US,IN,741,2873,1298,7015,2020-04-21,58,1.0
US,TX,624,2650,1135,6973,2020-04-23,48,1.4
US,VA,411,2275,834,5797,2020-04-09,43,0.7
US,AZ,266,1928,723,3834,2020-08-04,27,1.6
US,NC,294,1613,667,4608,2020-04-21,27,1.5
US,WA,722,1422,911,2892,2020-04-06,45,2.0
US,MN,221,1412,490,3738,2020-04-17,24,0.8
US,MO,272,1347,517,3301,2020-04-14,26,0.8
US,AL,209,1112,488,3110,2020-04-21,20,1.6
US,IA,107,1089,449,2131,2020-08-04,17,1.5
US,KY,200,1086,390,2442,2020-04-07,20,1.6
US,RI,202,987,493,2416,2020-04-17,31,1.0
US,OK,188,981,452,2327,2020-04-21,21,1.2
US,MS,209,922,387,2277,2020-04-21,14,1.1
US,NV,197,724,350,1460,2020-04-07,26,4.0
US,DC,153,693,306,1466,2020-04-22,15,0.6
US,WI,263,677,428,1487,2020-04-05,20,2.2
US,SC,157,646,280,1804,2020-04-22,16,1.0
US,KS,118,575,235,1579,2020-04-11,13,1.2
US,DE,100,547,234,1348,2020-04-21,10,0.8
US,NM,84,448,186,986,2020-04-22,13,1.0
US,TN,169,446,299,678,2020-04-14,15,
US,OR,86,331,144,981,2020-04-09,11,1.0
US,WV,32,309,102,890,2020-04-20,6,4.0
US,PR,77,300,141,902,2020-04-09,9,0.4
US,NH,53,285,115,788,2020-04-09,8,1.5
US,ME,47,261,170,420,2020-04-23,5,1.0
US,NE,50,238,142,350,2020-04-23,9,1.0
US,UT,39,232,92,646,2020-04-14,5,0.8
US,AR,47,191,117,445,2020-04-16,4,1.0
US,ID,54,184,116,376,2020-04-15,6,
US,VT,44,137,80,309,2020-04-16,4,1.0
US,WY,7,110,59,174,2020-04-22,4,
US,SD,10,99,41,270,2020-04-07,2,1.0
US,MT,14,74,43,155,2020-03-30,4,
US,ND,15,61,40,109,2020-04-21,4,
US,HI,13,56,44,99,2020-04-22,2,1.0
US,MP,2,37,27,70,2020-05-01,1,
US,AK,9,33,27,54,2020-04-04,2,
US,GU,5,28,16,66,2020-04-11,1,
US,VI,3,16,14,23,2020-04-18,1,
US,AS,0,,,,,,
