date,actual_deaths,total_deaths,predicted_deaths_mean,predicted_deaths_lower,predicted_deaths_upper,predicted_total_deaths_mean,predicted_total_deaths_lower,predicted_total_deaths_upper,predicted_new_infected_mean,predicted_new_infected_lower,predicted_new_infected_upper,predicted_current_infected_mean,predicted_current_infected_lower,predicted_current_infected_upper,predicted_total_infected_mean,predicted_total_infected_lower,predicted_total_infected_upper
2020-02-24,,,,,,,,,186,100,300,186,100,300,186,100,300
2020-02-25,,,,,,,,,186,100,300,372,200,600,372,200,600
2020-02-26,,,,,,,,,186,100,300,559,300,900,559,300,900
2020-02-27,,,,,,,,,186,100,300,745,400,1200,745,400,1200
2020-02-28,,,,,,,,,186,100,300,931,500,1500,931,500,1500
2020-02-29,,,,,,,,,186,100,300,1117,600,1800,1117,600,1800
2020-03-01,,,,,,,,,186,100,300,1304,700,2100,1304,700,2100
2020-03-02,,,,,,,,,186,100,300,1490,800,2400,1490,800,2400
2020-03-03,,,,,,,,,186,100,300,1676,900,2700,1676,900,2700
2020-03-04,,,,,,,,,628,339,1046,2304,1239,3746,2304,1239,3746
2020-03-05,,,,,,,,,625,339,1036,2930,1579,4782,2930,1579,4782
2020-03-06,,,,,,,,,675,366,1116,3605,1945,5897,3605,1945,5897
2020-03-07,,,,,,,,,777,423,1280,4382,2369,7177,4382,2369,7177
2020-03-08,,,,,,,,,989,540,1621,5371,2910,8798,5371,2910,8798
2020-03-09,,,,,,,,,1319,725,2155,6690,3635,10952,6690,3635,10952
2020-03-10,,,,,,,,,1588,879,2580,8092,4414,13232,8278,4514,13532
2020-03-11,,,,,,,,,1848,1032,2994,9754,5347,15925,10127,5547,16525
2020-03-12,,,,,,,,,2181,1231,3531,11749,6478,19156,12308,6778,20056
2020-03-13,,,,,,,,,2601,1489,4146,14164,7868,23001,14909,8268,24201
2020-03-14,,,,,,,,,3127,1823,5003,17104,9591,27704,18035,10091,29204
2020-03-15,,,,,,,,,3686,2198,5795,20604,11689,33199,21721,12289,34999
2020-03-16,,,,,,,,,4271,2619,6575,24688,14208,39473,25992,14908,41573
2020-03-17,,,,,,,,,4908,3110,7203,29410,17219,46375,30900,18019,48775
2020-03-18,,,,,,,,,5603,3691,7866,34827,20810,53941,36503,21710,56641
2020-03-19,1,1,,,,,,,6345,4353,8560,40544,24824,61455,42848,26064,65200
2020-03-20,0,1,,,,,,,7088,5044,9235,47006,29530,69653,49936,31109,74434
2020-03-21,1,2,,,,,,,7797,5812,9932,54128,34976,78469,57733,36921,84366
2020-03-22,2,4,,,,,,,8455,6504,10519,61805,41057,87708,66187,43426,94885
2020-03-23,2,6,,,,,,,9043,7067,11267,69860,47584,97354,75231,50494,106151
2020-03-24,2,8,,,,,,,9543,7455,11818,78084,54314,107017,84774,57950,117968
2020-03-25,7,15,,,,,,,9935,7886,12290,86430,61322,116726,94709,65837,130258
2020-03-26,3,18,,,,,,,10210,8114,12568,94792,68404,126301,104919,73951,142825
2020-03-27,4,22,,,,,,,10379,8164,12888,102990,75337,135658,115298,82116,155713
2020-03-28,12,34,,,,,,,10459,8171,13007,110848,82019,144519,125757,90287,168720
2020-03-29,7,41,,,,,,,10472,8190,12965,118194,88386,152481,136229,98478,181685
2020-03-30,9,50,,,,,,,10431,8077,13065,124939,94265,159751,146660,106555,194749
2020-03-31,13,63,,,,,,,10349,7938,13041,131017,99585,166217,157010,114494,207789
2020-04-01,11,74,,,,,,,10234,7784,12949,136344,104258,171963,167244,122278,220738
2020-04-02,16,90,,,,,,,10095,7622,12931,140835,108190,177028,177338,129901,233668
2020-04-03,12,102,,,,,,,9938,7370,12932,144428,111207,181400,187277,137272,246600
2020-04-04,34,136,,,,,,,9770,7070,13012,147111,113233,185178,197047,144342,259612
2020-04-05,15,151,,,,,,,9595,6773,12870,148909,114194,188116,206642,151116,272481
2020-04-06,28,179,,,,,,,9414,6471,12826,149868,114160,190423,216056,157587,285307
2020-04-07,68,247,,,,,,,9231,6191,12795,150056,113284,191951,225287,163779,298101
2020-04-08,71,318,,,,,,,9048,5909,12761,149560,111738,192895,234335,169689,310862
2020-04-09,27,345,,,,,,,8865,5638,12742,148491,109490,193346,243200,175327,323603
2020-04-10,73,418,,,,,,,8685,5430,12757,146965,106806,193535,251884,180758,336360
2020-04-11,85,503,,,,,,,8507,5166,12620,145094,103808,193267,260391,185924,348980
2020-04-12,54,557,,,,,,,8333,4902,12487,142967,100539,192747,268725,190827,361466
2020-04-13,32,589,,,,,,,8163,4659,12469,140658,97008,192250,276887,195486,373934
2020-04-14,102,691,,,,,,,7997,4422,12476,138223,93353,191661,284884,199909,386409
2020-04-15,88,779,,,,,,,7835,4196,12451,135709,89611,191071,292719,204106,398860
2020-04-16,62,841,,,,,,,7677,3983,12440,133152,85810,190562,300396,208089,411299
2020-04-17,80,921,,,,,,,7524,3784,12427,130581,81972,190058,307920,211873,423726
2020-04-18,121,1042,,,,,,,7375,3595,12413,128018,78197,189539,315295,215469,436138
2020-04-19,234,1276,,,,,,,7231,3411,12311,125479,74538,188838,322526,218881,448449
2020-04-20,72,1348,,,,,,,7090,3243,12298,122974,71008,188265,329616,222125,460746
2020-04-21,266,1614,,,,,,,6954,3089,12282,120515,67627,187721,336570,225214,473028
2020-04-22,59,1673,,,,,,,6822,2943,12265,118106,64378,187191,343392,228158,485292
